"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","hours/6/3/close","hours/6/3/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Rue du Bailli 1, Brussels 1000 Belgium","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","Irish","Bar","European","Pub",,,,,,,"mcpubbailli@gmail.com","1680","630",,,,,"1620","600",,,,,"1620","600",,,,,"1620","600",,,,,"1620","600",,,,,"1620","600",,,,,"1680","630",,,,,,,"4083611","false","false","50.82725","4.363562","Michael Collins Irish Pub Brussels","198","+32 2 644 61 21","$$ - $$$","3533","1060","#972 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d4083611-Reviews-Michael_Collins_Irish_Pub_Brussels-Brussels.html","http://www.michaelcollins.eu/"
"151-153, Washingtonstraat, Ixelles, Brussels 1050 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Neapolitan","Campania","Southern-Italian","Vegetarian Friendly",,,"mitotenbosch@milanotorino.eu","870","720","1350","1080",,,"870","720","1350","1080",,,"870","720","1350","1080",,,"870","720","1350","1080",,,"870","720","1350","1080",,,"870","720","1350","1080",,,"870","720","1350","1080",,,,,"12398698","false","false","50.820236","4.362987","MiTo Tenbosch","208","+32 2 201 75 44","$$ - $$$","3533","1057","#969 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1136493-d12398698-Reviews-MiTo_Tenbosch-Ixelles_Brussels.html","http://milanotorino.eu/bruxelles-tenbosch/"
"Avenue Ducpetiaux 3 1060 Bruxelles, Saint-Gilles, Brussels 1060 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Mexican","Belgian","European","Vegetarian Friendly",,,,,,"mandanabakhtyari@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12654506","false","false","50.823883","4.353607","Le Parloir","29","+32 471 11 17 88","$$ - $$$","3533","1068","#979 of 3,627 Restaurants in Brussels","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1136501-d12654506-Reviews-Le_Parloir-Saint_Gilles_Brussels.html","http://www.facebook.com/pg/leparloirrestaurant/"
"Rue Royale 100, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Belgian","Bar","European","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8834060","false","false","50.848164","4.362848","La Brasserie De La Presse","163","+32 2 201 50 85","$$ - $$$","3533","1066","#977 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d8834060-Reviews-La_Brasserie_De_La_Presse-Brussels.html","http://www.restauration-nouvelle.be/fr/etablissement/brasserie-de-la-presse-rue-royale"
"Rue de Flandre 6, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian","Vegetarian Friendly","Vegan Options",,,,,,"info@makisu.be","1320","960",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1350","720",,,,,"1350","720",,,,,,,"12339191","false","false","50.850697","4.347129","Makisu","82","+32 2 513 81 31","$$ - $$$","3533","1061","#38 of 76 Quick Bites in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d12339191-Reviews-Makisu-Brussels.html","https://www.makisu.be/"
"Rue du Marche aux Fromages 17, Brussels 1000 Belgium","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Lebanese","Middle Eastern","Mediterranean","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12682016","false","false","50.845684","4.353173","La Perle du Liban","45",,"$$ - $$$","3533","1064","#975 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d12682016-Reviews-La_Perle_du_Liban-Brussels.html","https://www.facebook.com/pg/laperle7l/about/?ref=page_internal"
"Rue de Flandre 26 Pres de la place St Catherine, Brussels 1000 Belgium","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","European","Grill","Vegetarian Friendly",,,,,,"carmelocucchiara@hotmail.com","1410","690",,,,,,,,,,,"1410","690",,,,,,,,,,,"1410","690",,,,,"1410","690",,,,,"1410","690",,,,,,,"2272185","false","false","50.850945","4.346864","I Primi Piatti","272","+32 2 511 79 43","$$ - $$$","3533","1063","#974 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d2272185-Reviews-I_Primi_Piatti-Brussels.html","http://www.i-primi-piatti.be"
"Rue de la Longue Haie 51, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Belgian","Mediterranean","European","Vegetarian Friendly",,,,,,"lelocalbxl@gmail.com",,,,,,,,,,,,,"840","720",,,,,"840","720","1320","1140",,,"840","720","1320","1140",,,"840","720","1320","1140",,,"900","660","1320","1140",,,,,"13326368","false","false","50.83019","4.362988","Le Local","48","+32 2 647 68 03","$$ - $$$","3533","1065","#976 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d13326368-Reviews-Le_Local-Brussels.html","http://www.lelocalbxl.be/"
"Berckmans, Brussels 1060 Belgium","Certificate of Excellence 2012","2012",,,,,,,,,,,,,,,,,,,"restaurant","American","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,,,,,,"1410","1080",,,,,"900","720","1410","1080",,,"900","720","1410","1080",,,"900","720","1410","1080",,,"900","720","1410","1080",,,"900","720","1410","1080",,,,,"1820200","false","false","50.83204","4.35252","cool bun","171","+32 2 537 80 02","$$ - $$$","3533","1062","#973 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d1820200-Reviews-Cool_bun-Brussels.html","http://www.cool-bun.be"
"Rue De Heembeek 282 Neder-over-Heembeek, Brussels 1120 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Lebanese","Middle Eastern","Mediterranean","Vegetarian Friendly","Vegan Options",,,,,,,"900","660","1260","1020",,,,,,,,,"900","660","1320","1020",,,"900","660","1320","1020",,,"900","660","1320","1020",,,"900","660","1320","1020",,,"900","660","1320","1020",,,,,"11945643","false","false","50.894238","4.3826","Les Delices du Liban","16","+32 489 00 09 10","$","3533","1067","#978 of 3,627 Restaurants in Brussels","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d11945643-Reviews-Les_Delices_du_Liban-Brussels.html","http://delicesduliban.be"
"Avenue Legrand 11, Brussels 1000 Belgium","Certificate of Excellence 2014","2014",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","European","Vegetarian Friendly",,,,,,,"753ac.brux@gmail.com",,,,,,,"840","720","1320","1110",,,"840","720","1320","1110",,,"840","720","1320","1110",,,"840","720","1320","1110",,,"840","720","1320","1110",,,"1320","1110",,,,,,,"3686672","false","false","50.81563","4.371274","Osteria Romana","214","+32 2 648 13 95","$$$$","3533","1070","#981 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d3686672-Reviews-Osteria_Romana-Brussels.html","http://www.osteriaromana.be"
"Quai aux Briques 16 Baksteenkaai, Brussels 1000 Belgium","Certificate of Excellence 2014","2014",,,,,,,,,,,,,,,,,,,"restaurant","French","Belgian","Seafood","European",,,,,,,,"840","720","1350","1140",,,,,,,,,,,,,,,"840","720","1350","1140",,,"840","720","1350","1140",,,"840","720","1350","1140",,,"840","720","1350","1140",,,,,"3781341","false","false","50.85132","4.34794","Le Vistro","153","+32 2 512 41 81","$$ - $$$","3533","1069","#980 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d3781341-Reviews-Le_Vistro-Brussels.html","http://www.levistro.be"
"Place Eugene Flagey 18, Brussels 1050 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Belgian","Cafe","European",,,,,,,,,"1560","480",,,,,"1560","450",,,,,"1560","450",,,,,"1560","450",,,,,"1560","450",,,,,"1620","450",,,,,"1620","480",,,,,,,"1023649","false","false","50.827087","4.37236","Cafe Belga","387","+32 2 640 35 08","$$ - $$$","3533","1073","#984 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d1023649-Reviews-Cafe_Belga-Brussels.html","http://www.cafebelga.be/"
"Promenade de l'Alma 47, Brussels 1200 Belgium","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Belgian","Moroccan","Mediterranean","European","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1089671","false","false","50.850002","4.4534","D'ici et d'ailleurs","62","+32 2 770 92 38","$$ - $$$","3533","1071","#982 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d1089671-Reviews-D_ici_et_d_ailleurs-Brussels.html","http://www.dicietdailleurs.be"
"Chaussee de Mons 1427, Anderlecht, Brussels 1070 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Barbecue","Steakhouse","Grill",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7130661","false","false","50.81043","4.28882","Joe's restaurant","60","+32 2 520 48 01","$$ - $$$","3533","1074","#985 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g950777-d7130661-Reviews-Joe_s_restaurant-Anderlecht_Brussels.html","http://www.joesgrill.be"
"Chaussee de Boondael 320, Ixelles, Brussels 1050 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Seafood","Barbecue","Vietnamese",,,,,,,,"saigonsensesbx@gmail.com",,,,,,,"840","720","1260","1110",,,"840","720","1260","1110",,,"840","720","1260","1110",,,"840","720","1260","1110",,,"840","720","1290","1110",,,"870","720","1290","1110",,,,,"20890285","false","false",,,"Saigon Senses","12","+32 467 79 08 97","$$ - $$$","3533","1079","#989 of 3,627 Restaurants in Brussels","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1136493-d20890285-Reviews-Saigon_Senses-Ixelles_Brussels.html","http://saigonsensesbx.wixsite.com/vietnamesebrussels"
"Rue de l'Argonne 22 1060, Brussels 1060 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Greek","Mediterranean","Vegetarian Friendly",,,,,,,,"1260","660",,,,,"900","660",,,,,"900","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,,,,,,,,,"3814034","false","false","50.83725","4.34069","Athenes","65","+32 2 538 21 13","$","3533","1077","#987 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d3814034-Reviews-Athenes-Brussels.html","http://resto-athenes.blogspot.be"
"Chaussee de Wavre 1002, Brussels 1160 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Vegetarian Friendly","Vegan Options",,,,,,,,"info@agra-restaurant.be",,,,,,,"870","690","1350","1080",,,"870","690","1350","1080",,,"870","690","1350","1080",,,"870","690","1350","1080",,,"870","690","1350","1080",,,"870","690","1350","1080",,,,,"1804351","false","false","50.824863","4.399444","AGRA Restaurant","84","+32 2 732 25 55","$$ - $$$","3533","1080","#990 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d1804351-Reviews-AGRA_Restaurant-Brussels.html","http://www.agra-restaurant.be/location.html"
"Rue du Luxembourg 4, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Cafe","Fast Food","Soups","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,"1080","450",,,,,"1080","450",,,,,"1080","450",,,,,"1080","450",,,,,"1080","450",,,,,,,,,,,,,"2080713","false","false","50.84053","4.366511","Pulp","42","+32 2 513 50 16","$","3533","1076","#39 of 76 Quick Bites in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d2080713-Reviews-Pulp-Brussels.html","http://www.pulp.be/fr/sandwich-bars/trone.html"
"Rue Du Page, Ixelles, Brussels 1050 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Vegetarian Friendly",,,,,,,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1380","720",,,,,"1380","720",,,,,,,"881773","false","false","50.823975","4.35934","Mamma Roma Chatelain","103","+32 2 640 69 40","$","3533","1078","#988 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1136493-d881773-Reviews-Mamma_Roma_Chatelain-Ixelles_Brussels.html","http://www.mammaroma.com/"
"Rue Lesbroussart 38, Ixelles, Brussels 1050 Belgium","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,,,,,,,,,"restaurant","Asian","Thai","Vegetarian Friendly","Vegan Options",,,,,,,"info@walkinthai.com","1350","1080",,,,,,,,,,,"870","690","1350","1080",,,"870","690","1350","1080",,,"870","690","1350","1080",,,"870","690","1350","1080",,,"1350","780",,,,,,,"2632129","false","false","50.82769","4.369347","Walkin' Thai","121","+32 2 647 99 73","$","3533","1003","#917 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1136493-d2632129-Reviews-Walkin_Thai-Ixelles_Brussels.html","http://www.walkinthai.com"
"Boulevard Saint-Michel 17, Brussels 1040 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Belgian","European","Asian","International","Vegetarian Friendly","Vegan Options",,,,"info@theopen.be","1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,,,"1949696","false","false","50.836105","4.40645","The Open","246","+32 2 735 49 89","$$ - $$$","3533","1007","#921 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d1949696-Reviews-The_Open-Brussels.html","http://www.theopen.be"
"Chaussee de Gand 163a La Semaine De 8 À 18h Et Le Samedi De 11 À 19h, Saint-Jans-Molenbeek, Brussels 1080 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Vegetarian Friendly","Vegan Options","Halal",,,,,,,"karimbazah@yahoo.be",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8710436","false","false","50.856506","4.334461","Le Palais De Balkis","23","+32 2 414 13 90","$$ - $$$","3533","1006","#920 of 3,627 Restaurants in Brussels","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1156375-d8710436-Reviews-Le_Palais_De_Balkis-Saint_Jans_Molenbeek_Brussels.html","https://www.facebook.com/Le-Palais-de-Balkis-975083035869676"
"St-Laurensstraat 36-38 Rue Saint-Laurent, Brussels 1000 Belgium","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","European","Filipino","Fusion","Vegetarian Friendly","Vegan Options",,,,,,"info@humphreyrestaurant.com",,,,,,,"870","720","1320","1080",,,"870","720","1320","1080",,,"870","720","1320","1080",,,"870","720","1320","1080",,,"870","720","1320","1080",,,,,,,,,,,"10052659","false","false","50.850693","4.360075","Humphrey (Chez Pias)","122","+32 2 219 39 16","$$ - $$$","3533","1008","#922 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d10052659-Reviews-Humphrey_Chez_Pias-Brussels.html","http://www.humphreyrestaurant.com/"
"Avenue du Haut-Pont 30 1050 Brussels, Brussels 1050 Belgium","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,"restaurant","Belgian","Bar","Cafe","European",,,,,,,,"1440","480",,,,,"1440","480",,,,,"1440","480",,,,,"1440","480",,,,,"1440","480",,,,,"1440","480",,,,,"1440","480",,,,,,,"4064847","false","false","50.820614","4.354282","Chez Franz","126","+32 2 347 42 12","$","3533","1005","#919 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d4064847-Reviews-Chez_Franz-Brussels.html","http://www.chezfranz.com"
"Romeinsesteenweg 620, Brussels 1853 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","European","Asian","Greek","Vegetarian Friendly",,,,,,,"870","720","1380","1080",,,"870","720","1380","1080",,,"870","720","1380","1080",,,"870","720","1380","1080",,,"870","720","1380","1080",,,"870","720","1410","1080",,,"870","720","1410","1080",,,,,"806911","false","false","50.90207","4.336695","La petite fourchette","194","+32 2 460 86 07","$$ - $$$","3533","1010","#924 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d806911-Reviews-La_petite_fourchette-Brussels.html","http://www.lapetitefourchette.be"
"Avenue Charles Thielemans 46 Woluwé-Saint-Pierre, Brussels 1150 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","French","European",,,,,,,,"info@julesetcharles.com",,,,,,,"1350","1140",,,,,"840","720","1350","1140",,,"840","720","1350","1140",,,"840","720","1350","1140",,,"840","720","1350","1140",,,,,,,,,,,"8107485","false","false","50.836864","4.429327","Jules & charles","181","+32 2 779 88 84","$$ - $$$","3533","1002","#916 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d8107485-Reviews-Jules_charles-Brussels.html","http://www.julesetcharles.com"
"Rue Lebeau 75, Brussels 1000 Belgium","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","Belgian","International","European",,,,,,,,"asblsablon@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2096732","false","false","50.84179","4.35383","Cap Sablon","72","+32 2 512 01 70","$$ - $$$","3533","1072","#983 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d2096732-Reviews-Cap_Sablon-Brussels.html","http://www.sablon.org/"
"Chaussee de Wavre 68, Brussels 1050 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4063724","false","false","50.83692","4.36538","San Giacomo","40","+32 2 513 93 31","$$ - $$$","3533","1001","#915 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d4063724-Reviews-San_Giacomo-Brussels.html","http://www.facebook.com/pages/Ristorante-San-Giacomo/391629330905540"
"Place Jourdan 18, Brussels 1040 Belgium","Certificate of Excellence 2016","2016","Certificate of Excellence 2014","2014",,,,,,,,,,,,,,,,,"restaurant","Moroccan","Tunisian","Mediterranean","Middle Eastern","Halal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1948909","false","false","50.83733","4.3818","Chez Fatma","61","+32 2 230 95 97","$$ - $$$","3533","1004","#918 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d1948909-Reviews-Chez_Fatma-Brussels.html","http://www.chezfatma.be"
"Rue de Flandre 20 Vlaamsesteenweg 20, Brussels 1000 Belgium","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012",,,,,,,,,,,,,,,,,"restaurant","Belgian","European",,,,,,,,,,"900","720","1350","1110",,,"900","720","1350","1110",,,"900","720","1350","1110",,,"900","720","1350","1110",,,"900","720","1350","1110",,,"900","720","1350","1110",,,"900","720","1350","1110",,,,,"1027113","false","false","50.850826","4.347","Le Pre Sale","974","+32 2 513 65 45","$$ - $$$","3533","1009","#923 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d1027113-Reviews-Le_Pre_Sale-Brussels.html","http://www.lepresale.be/"
"Chaussee de Louvain 452 1030 Schaerbeek, Brussels 1030 Belgium","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Greek","European",,,,,,,,"info@restaurant-poseidon.be","870","705","1350","1080",,,"870","705","1350","1080",,,"870","705","1350","1080",,,"870","705","1350","1080",,,"870","705","1350","1080",,,"870","705","1350","1080",,,"870","705","1350","1080",,,,,"6372589","false","false","50.852924","4.390031","Poseidon","141","+32 2 733 55 95","$$ - $$$","3533","1014","#928 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d6372589-Reviews-Poseidon-Brussels.html","http://restaurant-poseidon.be"
"Chaussee de Waver 1520A, Brussels 1160 Belgium","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","Thai","Vegetarian Friendly",,,,,,,,,,"840","720","1320","1110",,,,,,,,,"840","720","1320","1110",,,"840","720","1320","1110",,,"840","720","1320","1110",,,"840","720","1320","1110",,,"1320","1110",,,,,,,"801642","false","false","50.817707","4.421011","Thai Orchid","126","+32 2 673 70 98","$$ - $$$","3533","1017","#931 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d801642-Reviews-Thai_Orchid-Brussels.html","http://www.thaiorchid.be"
"Avenue du Vivier d'Oie 75, Brussels 1000 Belgium","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,,,"restaurant","French","Belgian","European",,,,,,,,"info@villalorraine.be",,,,,,,"870","720","1320","1140",,,"870","720","1320","1140",,,"870","720","1320","1140",,,"870","720","1320","1140",,,"870","720","1350","1140",,,"840","720","1350","1140",,,,,"3253737","false","false","50.799294","4.378506","La Brasserie de la Villa Lorraine","220","+32 2 374 31 63","$$$$","3533","1018","#932 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d3253737-Reviews-La_Brasserie_de_la_Villa_Lorraine-Brussels.html","http://www.lavillalorraine.be/la-brasserie/le-restaurant/"
"Avenue Emile de Beco 22, Brussels 1050 Belgium","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,,,,,"restaurant","French","Belgian","Bar","European",,,,,,,"info@emilebistro.be",,,,,,,"870","720","1290","1110",,,"870","720","1290","1110",,,"870","720","1290","1110",,,"870","720","1290","1110",,,"870","720","1290","1110",,,"870","720","1290","1110",,,,,"4261949","false","false","50.82305","4.381379","Bistro Emile","159","+32 2 642 96 29","$$ - $$$","3533","1013","#927 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d4261949-Reviews-Bistro_Emile-Brussels.html","http://www.emilebistro.be"
"Rue Georges et Jacques Martin 35 A deux pats de Montgomery, Woluwe-Saint-Lambert, Brussels 1200 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","Vegetarian Friendly",,,,,,,,,,,,,,,"900","720","1425","1080",,,"900","720","1425","1080",,,"900","720","1425","1080",,,"900","720","1425","1080",,,"900","720","1425","1080",,,"900","720","1425","1080",,,,,"10804305","false","false","50.838512","4.412526","Pane Amore & Fantasia","32","+32 471 04 63 60","$$ - $$$","3533","1012","#926 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1136495-d10804305-Reviews-Pane_Amore_Fantasia-Woluwe_Saint_Lambert_Brussels.html",
"Avenue Brugmann 243 Place Vanderkindere, Brussels 1180 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Deli","Healthy","Belgian","Cafe","European",,,,,,"info@mikeandbecky.be",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11748941","false","false","50.81422","4.348","Mike & Becky","20","+32 498 44 06 40","$$ - $$$","3533","1019","#43 of 74 Dessert in Brussels","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d11748941-Reviews-Mike_Becky-Brussels.html","http://www.mikeandbecky.be"
"Rue de la Brasserie 132, Brussels 1050 Belgium","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","Portuguese","Mediterranean","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4091083","false","false","50.82784","4.3751","Caramulo","68","+32 2 644 59 48","$$ - $$$","3533","1016","#930 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d4091083-Reviews-Caramulo-Brussels.html","http://www.caramulo.be"
"chaussee de Ninove, Brussels 1080 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Vegetarian Friendly",,,,,,,,,"900","720","1380","1080",,,"900","720","1380","1080",,,"900","720","1380","1080",,,"900","720","1380","1080",,,"900","720","1380","1080",,,"900","720","1410","1080",,,"900","720","1410","1080",,,,,"799421","false","false","50.84557","4.285333","pizzeria Pollino","132","+32 2 523 27 05","$","3533","1015","#929 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d799421-Reviews-Pizzeria_Pollino-Brussels.html","http://www.pollino.be"
"Rue Beeckman 102 Bruxelles, Uccle, Brussels 1180 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Healthy","Soups","Vegetarian Friendly","Vegan Options",,,,,,,"commandes@tranchesdecake.be",,,,,,,,,,,,,"960","660",,,,,"960","660",,,,,"960","660",,,,,"960","660",,,,,"960","720",,,,,,,"7316857","false","false","50.80375","4.33478","Tranches de Cake","26","+32 2 346 01 90","$$ - $$$","3533","1020","#933 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1136488-d7316857-Reviews-Tranches_de_Cake-Uccle_Brussels.html","http://www.tranchesdecake.be"
