"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Kanavaranta 3 c 9, Helsinki 00160 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","French","European","Wine Bar",,,,,,,,,,"bar@chaperonrouge.fi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13819410","false","false","60.16907","24.95991","Le Petit Chaperon Rouge","12","+358 44 7304000","$$ - $$$","1558","571","#456 of 1,507 Restaurants in Helsinki","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d13819410-Reviews-Le_Petit_Chaperon_Rouge-Helsinki_Uusimaa.html","http://www.chaperonrouge.fi/"
"Korkeavuorenkatu 45, Helsinki 00130 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Filipino","Asian","Vegetarian Friendly","Vegan Options",,,,,,,,,"hello@paisano.fi",,,,,"870","660",,,,,"870","660",,,,,"870","660",,,,,"870","660",,,,,"870","660","1380","1020",,,"1380","1020",,,,,"17729725","false","false","60.16652","24.946068","Paisano","36","+358 44 9842271","$$ - $$$","1558","580","#462 of 1,507 Restaurants in Helsinki","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d17729725-Reviews-Paisano-Helsinki_Uusimaa.html","http://paisano.fi"
"Malminkatu 16 Kampintori, Voimatalo, Helsinki 00100 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pizza","Italian",,,,,,,,,,"info@broopizzabar.com","1440","720",,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1620","660",,,,,"1620","660",,,,,"1440","720",,,,,"15550210","false","false","60.167236","24.931421","Broo Pizza&Bar","24","+358 50 4721799","$$ - $$$","1558","572","#77 of 111 Quick Bites in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d15550210-Reviews-Broo_Pizza_Bar-Helsinki_Uusimaa.html","https://www.facebook.com/Broo-PizzaBar-896667697210207/"
"Mechelininkatu 13, Helsinki 00100 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Brazilian","Bar","Pub","Street Food","South American",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8644437","false","false","60.17212","24.92047","Bar Favela","31","+358 10 2928090","$$ - $$$","1558","341","#268 of 1,507 Restaurants in Helsinki","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d8644437-Reviews-Bar_Favela-Helsinki_Uusimaa.html","http://www.favela.fi"
"Erottajankatu 4, Helsinki 00120 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian","Fusion","Taiwanese","Street Food",,,,,,,,"info@lilylee.fi",,,,,,,,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","960",,,,,"21227755","false","false","60.166073","24.943436","Lily Lee","23","+358 20 1555900","$$ - $$$","1558","578","#461 of 1,507 Restaurants in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d21227755-Reviews-Lily_Lee-Helsinki_Uusimaa.html","http://www.lilylee.fi/"
"Neitojenranta 2, Helsinki 00810 Finland","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Greek","European","Vegetarian Friendly","Vegan Options",,,,,,,,"ilnkfgoq@frvaovhienhtioulzadtzhzaallaqsmsmae.ffui","1260","720",,,"1290","660",,,,,"1290","660",,,,,"1290","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","720",,,,,"2086866","false","false","60.18565","25.032778","Thalassa Restaurant & Bar","81","+358 9 72735800","$$ - $$$","1558","395","#315 of 1,507 Restaurants in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d2086866-Reviews-Thalassa_Restaurant_Bar-Helsinki_Uusimaa.html","http://www.ravintolathalassa.fi"
"Bulevardi 34 Cafeteria, Helsinki 00120 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European",,,,,,,,,,,,,,,,"1080","540",,,,,"1080","540",,,,,"1080","540",,,,,"1080","540",,,,,"1080","540",,,,,"960","600",,,,,"1192367","false","false","60.16306","24.93349","Kakkugalleria","30","+358 9 2412014","$$ - $$$","1558","583","#6 of 17 Bakeries in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d1192367-Reviews-Kakkugalleria-Helsinki_Uusimaa.html","http://www.kakkugalleria.com/"
"Hermannin rantatie 5 Redi, Helsinki 00580 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Sushi",,,,,,,,,,,,"jari.flytstrom@k-supermarket.fi","1200","600",,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"17407006","false","false","60.18679","24.978498","Rice Rice Baby","9",,"$$ - $$$","1558","584","#465 of 1,507 Restaurants in Helsinki","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d17407006-Reviews-Rice_Rice_Baby-Helsinki_Uusimaa.html",
"Fredrinkinkatu 49, Helsinki Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Thai","Vegetarian Friendly","Vegan Options",,,,,,,,,,"1320","720",,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","720",,,,,"950724","false","false","60.16924","24.929756","Tamarin","102","+358 9 7555465","$$ - $$$","1558","590","#471 of 1,507 Restaurants in Helsinki","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d950724-Reviews-Tamarin-Helsinki_Uusimaa.html","http://tamarin.fi/ravintolat/autotalo"
"Iso Roobertinkatu 20-22, Helsinki 00120 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Vietnamese","Soups",,,,,,,,,,"nomvietnamesekitchen@gmail.com",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","720",,,,,"17544844","false","false","60.16296","24.94129","NOM Vietnamese Kitchen","10","+358 50 3578765","$$ - $$$","1558","585","#466 of 1,507 Restaurants in Helsinki","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d17544844-Reviews-NOM_Vietnamese_Kitchen-Helsinki_Uusimaa.html","http://nomvietnamesekitchen.fi"
"Etelaesplanadi 22, Helsinki 00130 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,"info@alexanderplats.fi","1320","780",,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1560","660",,,,,"1560","660",,,,,"1560","780",,,,,"19095479","false","false","60.166588","24.944864","Alexanderplats Brasserie & Pub","44","+358 44 7239030","$$ - $$$","1558","589","#470 of 1,507 Restaurants in Helsinki","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d19095479-Reviews-Alexanderplats_Brasserie_Pub-Helsinki_Uusimaa.html","http://www.alexanderplats.fi"
"Vaasankatu 8, Helsinki 00500 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Brew Pub","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9593578","false","false","60.18819","24.95748","Solmu Pub","15","+358 44 9803089","","1558","582","#464 of 1,507 Restaurants in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d9593578-Reviews-Solmu_Pub-Helsinki_Uusimaa.html","http://www.solmupub.fi/"
"Eerikinkatu 2, Helsinki 00100 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub","Diner","Gastropub",,,,,,,,,"pubperakammari@erustus.fi","1380","660",,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"13288428","false","false","60.167793","24.937223","Pub Perakammari","10","+358 50 3751177","$$ - $$$","1558","588","#469 of 1,507 Restaurants in Helsinki","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d13288428-Reviews-Pub_Perakammari-Helsinki_Uusimaa.html","http://perakammari.fi"
"Telakkakakatu 5, Helsinki 00150 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Fusion","European","Scandinavian","Vegetarian Friendly",,,,,,,,,"info@maannos.fi",,,,,"840","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1560","660",,,,,"1560","840",,,,,"14078817","false","false","60.15801","24.933567","Maannos","35","+358 50 5056875","$$$$","1558","586","#467 of 1,507 Restaurants in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d14078817-Reviews-Maannos-Helsinki_Uusimaa.html","http://www.maannos.fi"
"Bulevardi 32, Helsinki 00120 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","European","Vegetarian Friendly","Gluten Free Options",,,,,,,,"bulevardi@dennis.fi","1260","720",,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1380","660",,,,,"1380","720",,,,,"2479303","false","false","60.163467","24.934467","Ristorante Dennis Bulevardi","197","+358 20 7768481","$$ - $$$","1558","587","#468 of 1,507 Restaurants in Helsinki","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d2479303-Reviews-Ristorante_Dennis_Bulevardi-Helsinki_Uusimaa.html","http://www.dennis.fi/ravintolat/helsinki-bulevardi/"
"Pohjoinen Makasiinikatu 6, Helsinki Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Scandinavian","European","Central European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"878417","false","false","60.16547","24.9502","Fabian","25","+358 9 6860730","$$ - $$$","1558","581","#463 of 1,507 Restaurants in Helsinki","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d878417-Reviews-Fabian-Helsinki_Uusimaa.html",
"Stansvikintie 1, Helsinki 00590 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Scandinavian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6890226","false","false","60.162895","25.029034","Ravintola Stansvik","29","+358 50 4311651","$$ - $$$","1558","592","#473 of 1,507 Restaurants in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d6890226-Reviews-Ravintola_Stansvik-Helsinki_Uusimaa.html","http://www.stansvik.fi/ravintola.html"
"Kaivokatu 8 Citycenter 2. krs, Helsinki 00100 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian",,,,,,,,,,,"reservations@biang.fi","1140","720",,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1320","660",,,,,"1320","660",,,,,"17557031","false","false","60.1702","24.94146","Biang!","22","+358 40 7070016","$$ - $$$","1558","596","#475 of 1,507 Restaurants in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d17557031-Reviews-Biang-Helsinki_Uusimaa.html","http://www.facebook.com/BiangCitycenter"
"Johan Stenbergin katu 4, Helsinki 00530 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","International","European","Scandinavian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14062737","false","false","60.177696","24.951847","Ravintola BRO","20","+358 9 393 51","$$$$","1558","591","#472 of 1,507 Restaurants in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d14062737-Reviews-Ravintola_BRO-Helsinki_Uusimaa.html","http://ravintolabro.fi/"
"Mannerheimintie 14-20 Basement Floor, Helsinki 00100 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Steakhouse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14078831","false","false","60.16835","24.93975","Manhattan Steak House in Forum","11",,"$","1558","600","#478 of 1,507 Restaurants in Helsinki","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d14078831-Reviews-Manhattan_Steak_House_in_Forum-Helsinki_Uusimaa.html","http://www.forum.fi/en/liikkeet/cafes-restaurants/78/manhattan-steak-house"
"Katajanokanlaituri 2a, Helsinki 00160 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Wine Bar","Mediterranean",,,,,,,,,,"restaurant@allasseapool.fi","1080","540",,,"1140","540",,,,,"1140","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1080","600",,,,,"16207463","false","false","60.166855","24.958124","Allas Sea Pool","15","+358 40 0470045","$$ - $$$","1558","597","#476 of 1,507 Restaurants in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d16207463-Reviews-Allas_Sea_Pool-Helsinki_Uusimaa.html","http://www.allasseapool.fi/fi/ruoka-ja-juoma"
"Ilmattarentie 8, Helsinki 00610 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,,"1080","600",,,"1140","540",,,,,"1140","540",,,,,"1140","540",,,,,"1140","540",,,,,"1140","540",,,,,"1080","600",,,,,"8479806","false","false","60.2087","24.939322","Kahvila Siili","12","+358 40 5228401","$$ - $$$","1558","598","#63 of 108 Coffee & Tea in Helsinki","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d8479806-Reviews-Kahvila_Siili-Helsinki_Uusimaa.html","http://kahvilasiili.com"
"Albertinkatu 34 Radisson Blu Aleksanteri Hotel, Helsinki 00180 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Scandinavian",,,,,,,,,,,,,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1410","660",,,,,"1410","780",,,,,"1059370","false","false","60.16404","24.93309","Aleksanteri Lounge","36","+358 20 1234643","$$ - $$$","1558","599","#477 of 1,507 Restaurants in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d1059370-Reviews-Aleksanteri_Lounge-Helsinki_Uusimaa.html","http://www.raflaamo.fi/en/helsinki/aleksanteri-lounge"
"Linnunlauluntie 11, Helsinki 00101 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Scandinavian","European","Vegetarian Friendly",,,,,,,,,,"1140","600",,,"1140","660",,,,,"1140","660",,,,,"1140","660",,,,,"1140","660",,,,,"1140","660",,,,,"1140","600",,,,,"10594217","false","false","60.18163","24.936625","Cafe Taideterassi","16","+358 50 5703894","$$ - $$$","1558","594","#79 of 111 Quick Bites in Helsinki","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d10594217-Reviews-Cafe_Taideterassi-Helsinki_Uusimaa.html","http://cafetaideterassi.fi"
"Tyopajankatu 2 rakennus 1 e, Helsinki 00580 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Vegetarian Friendly",,,,,,,,,,,"bookings@kellohalli.fi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3670215","false","false","60.190063","24.971474","Kellohalli","51","+358 50 3395400","$$ - $$$","1558","595","#474 of 1,507 Restaurants in Helsinki","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d3670215-Reviews-Kellohalli-Helsinki_Uusimaa.html","http://kellohalli.fi/ravintola.html"
"Aleksanterinkatu 52, Helsinki 00100 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,"care@joejuice.com","1080","660",,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1140","540",,,,,"12150813","false","false","60.16832","24.94214","Joe & The Juice","11",,"$$ - $$$","1558","593","#34 of 46 Dessert in Helsinki","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d12150813-Reviews-Joe_The_Juice-Helsinki_Uusimaa.html","http://www.joejuice.com/stores/finland/stockmann/"
"Kluuvikatu 8, Helsinki Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,,"1320","780",,,"1380","690",,,,,"1380","690",,,,,"1380","690",,,,,"1380","690",,,,,"1440","690",,,,,"1440","720",,,,,"1028289","false","false","60.16959","24.94672","Fransmanni","37",,"$$ - $$$","1558","806","#660 of 1,507 Restaurants in Helsinki","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d1028289-Reviews-Fransmanni-Helsinki_Uusimaa.html","http://www.raflaamo.fi/en/helsinki/ravintola-fransmanni#browsing"
"Eerikinkatu 14, Helsinki 00100 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Pub",,,,,,,,,,,,,"1560","720",,,"1560","900",,,,,"1560","900",,,,,"1560","900",,,,,"1560","900",,,,,"1560","900",,,,,"1560","720",,,,,"6673563","false","false","60.16669","24.93471","Leijuva Lahna","9","+358 50 5636433","$$ - $$$","1558","805","#659 of 1,507 Restaurants in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d6673563-Reviews-Leijuva_Lahna-Helsinki_Uusimaa.html","http://www.kalaravintolat.fi/leijuvalahna"
"Messitytonkatu 10, Helsinki 00180 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Sushi",,,,,,,,,,,,"phimiso.co@gmail.com","1380","960",,,"1140","660",,,,,"1140","660",,,,,"1140","660",,,,,"1320","660",,,,,"1380","660",,,,,"1380","960",,,,,"14862219","false","false","60.1594","24.91147","Jatkasaaren Sushi","7","+358 40 4776177","$$ - $$$","1558","654","#524 of 1,507 Restaurants in Helsinki","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d14862219-Reviews-Jatkasaaren_Sushi-Helsinki_Uusimaa.html","http://www.jatkasaarensushi.fi"
"Liisankatu 18, Helsinki 00170 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Danish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16863800","false","false","60.17382","24.95365","Gateau Bakery","4","+358 40 7471107","$$ - $$$","1558","810","#9 of 17 Bakeries in Helsinki","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d16863800-Reviews-Gateau_Bakery-Helsinki_Uusimaa.html","https://www.gateau.fi/myymalat/"
"Bulevardi 24, Helsinki 00120 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Cafe","Deli",,,,,,,,,,"sam.janet@chezjanet.fi","960","660",,,,,,,,,"1140","660",,,,,"1140","660",,,,,"1140","660",,,,,"1140","660",,,,,"1140","660",,,,,"20145713","false","false","60.164043","24.937159","Chez Janet Gourmet & Gift - Cafe & Tea","4","+358 41 4910897","","1558","802","#656 of 1,507 Restaurants in Helsinki","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d20145713-Reviews-Chez_Janet_Gourmet_Gift_Cafe_Tea-Helsinki_Uusimaa.html","http://www.chezjanet.fi"
"Valimerenkatu 24, Helsinki 00220 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza","Turkish","Grill",,,,,,,,,,,"1260","660",,,"1260","630",,,,,"1260","630",,,,,"1260","630",,,,,"1260","630",,,,,"1320","630",,,,,"1320","660",,,,,"19000777","false","false","60.15773","24.91205","Ismet Jatkasaari","5","+358 50 5751586","","1558","801","#655 of 1,507 Restaurants in Helsinki","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d19000777-Reviews-Ismet_Jatkasaari-Helsinki_Uusimaa.html","http://ismet.fi/ismet-jatkasaari/"
"Porvoonkatu 14, Helsinki 00510 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,"info@hugconcept.fi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17566966","false","false","60.190807","24.945232","HUG Cafe","4","+358 44 5463473","$$ - $$$","1558","808","#661 of 1,507 Restaurants in Helsinki","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d17566966-Reviews-HUG_Cafe-Helsinki_Uusimaa.html","http://www.hugconcept.fi"
"Fleminginkatu 7, Helsinki 00530 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Cafe","Scandinavian","Vegetarian Friendly","Vegan Options",,,,,,,,"myynti@commontable.fi","900","600",,,,,,,,,"840","480",,,,,"840","480","1320","1020",,,"840","480","1320","1020",,,"840","480","1380","1020",,,"900","600","1380","1020",,,"10955734","false","false","60.184856","24.953207","Gastro Cafe Kallio","32","+358 50 3090612","$$ - $$$","1558","657","#526 of 1,507 Restaurants in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d10955734-Reviews-Gastro_Cafe_Kallio-Helsinki_Uusimaa.html","http://www.gastrocafe.fi/"
"Mechelininkatu 25, Helsinki 00100 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Pub",,,,,,,,,,,,"eija.harjujeanty@gmail.com","1560","960",,,"1560","960",,,,,"1560","960",,,,,"1560","960",,,,,"1560","960",,,,,"1560","960",,,,,"1560","960",,,,,"8799227","false","false","60.174343","24.91875","Laiska Karhu","12","+358 9 444650","$$ - $$$","1558","658","#527 of 1,507 Restaurants in Helsinki","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d8799227-Reviews-Laiska_Karhu-Helsinki_Uusimaa.html","http://www.facebook.com/Laiska-Karhu-372623659350/"
"Lantinen Brahenkatu 12, Helsinki 00510 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Greek","Contemporary","Street Food","Mediterranean",,,,,,,,"myynti@stuntkokit.fi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13220186","false","false","60.18907","24.94814","Going Greek","33","+358 44 7339949","$$ - $$$","1558","660","#83 of 111 Quick Bites in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d13220186-Reviews-Going_Greek-Helsinki_Uusimaa.html","http://www.goinggreek.fi"
"Tukholmankatu 2, Helsinki 00250 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Scandinavian","Vegetarian Friendly",,,,,,,,,,"meilahti.burgerking@restel.fi","1380","600",,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"1380","600",,,,,"11661916","false","false","60.19091","24.91133","Bistro Scandic Meilahti","27","+358 40 6280203","$$ - $$$","1558","655","#525 of 1,507 Restaurants in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d11661916-Reviews-Bistro_Scandic_Meilahti-Helsinki_Uusimaa.html","http://www.burgerking.fi"
"Merikatu 1 Facing the Sea in the Kaivopuisto Park, Helsinki 140 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8559359","false","false","60.15617","24.94959","Sokerileipuri Alenius","9","3589604887","$$ - $$$","1558","807","#35 of 46 Dessert in Helsinki","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d8559359-Reviews-Sokerileipuri_Alenius-Helsinki_Uusimaa.html","http://www.sokerileipuri.fi"
"Mannerheimintie 20 Forum Shopping Centre, Helsinki 00100 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Middle Eastern","Turkish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7734517","false","false","60.169254","24.93798","Eerikin Pippuri Kebab","72","+358 9 56574523","$","1558","659","#528 of 1,507 Restaurants in Helsinki","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d7734517-Reviews-Eerikin_Pippuri_Kebab-Helsinki_Uusimaa.html","http://www.forum.fi/en/shops/-/shops/Cafes-restaurants/31/Eerikin-Pippuri"
"Aurinkoranta 8, Helsinki 00990 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Asian","Nepali",,,,,,,,,,"ravintolamayur@gmail.com","1320","720",,,"1320","630",,,,,"1320","630",,,,,"1320","630",,,,,"1320","630",,,,,"1320","630",,,,,"1320","720",,,,,"13493110","false","false","60.201065","25.149374","Ravintola Mayur","10","+358 50 5056887","$$ - $$$","1558","809","#662 of 1,507 Restaurants in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d13493110-Reviews-Ravintola_Mayur-Helsinki_Uusimaa.html","http://www.ravintolamayur.fi"
"Uudenmaankatu 33, Helsinki 00120 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Thai","Vegetarian Friendly",,,,,,,,,,,"1320","720",,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","720",,,,,"1381058","false","false","60.16314","24.93605","Kaow Thip","40",,"$$ - $$$","1558","653","#523 of 1,507 Restaurants in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d1381058-Reviews-Kaow_Thip-Helsinki_Uusimaa.html","http://www.kaowao.org/kaowthip.php"
"Tyopajankatu 13, Helsinki 00580 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","European","Pub","Healthy","Wine Bar","Middle Eastern",,,,,,,"info@satamabar.com",,,,,"1080","660",,,,,"1080","660",,,,,"1080","660",,,,,"1080","660",,,,,"1080","660",,,,,,,,,,,"15335765","false","false","60.187843","24.976574","Satama Bar & Bistro","6","+358 44 9835125","$$ - $$$","1558","708","#572 of 1,507 Restaurants in Helsinki","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d15335765-Reviews-Satama_Bar_Bistro-Helsinki_Uusimaa.html","http://www.satamabar.com"
