"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","cuisine/13","cuisine/14","cuisine/15","cuisine/16","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"16 Temple Bar, Dublin Ireland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Indian","Asian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,,,"info@sitartemplebar.ie","1440","780",,,,,"1425","720",,,,,"1425","720",,,,,"1425","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"12159609","false","false","53.345592","-6.262842","Sitar Indian Cuisine","311","+353 1 670 6863","$$ - $$$","2493","339","#307 of 2,357 Restaurants in Dublin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d12159609-Reviews-Sitar_Indian_Cuisine-Dublin_County_Dublin.html","http://www.sitartemplebar.ie"
"45-47 Nassau Street, Dublin, Dublin D02 RP20 Ireland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,,,"restaurant","Irish","Bar","European","Pub","Brew Pub","International","Gastropub","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"phcentral@theporterhouse.ie","1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1500","660",,,,,"1530","660",,,,,"1590","660",,,,,"1590","660",,,,,"2716101","false","false","53.34313","-6.258981","The Porterhouse Central","738","+353 1 679 7539","$$ - $$$","2493","335","#303 of 2,357 Restaurants in Dublin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d2716101-Reviews-The_Porterhouse_Central-Dublin_County_Dublin.html","http://www.theporterhouse.ie/bars-dublin-central.php"
"Westmoreland Street, Dublin D02 HR67 Ireland","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,,,"restaurant","European","Irish","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,"theatrium@thewestindublin.com","1320","540",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","540",,,,,"3442694","false","false","53.345554","-6.258736","The Atrium Lounge","174","+353 1 645 1324","$$ - $$$","2493","337","#305 of 2,357 Restaurants in Dublin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d3442694-Reviews-The_Atrium_Lounge-Dublin_County_Dublin.html","http://www.theatriumlounge.ie"
"19 Talbot Street, Dublin Ireland","Certificate of Excellence 2020","2020","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2013","2013",,,,,,,,,,,,,"restaurant","Irish","Bar","European","British","Pub","Vegetarian Friendly",,,,,,,,,,,,"osheasbookings@gmail.com","1425","450",,,,,"1410","450",,,,,"1410","450",,,,,"1410","450",,,,,"1410","450",,,,,"750","450",,,,,"1425","450",,,,,"1072474","false","false","53.350857","-6.25439","O'Sheas Of Talbot Street","895","+353 1 836 5670","$$ - $$$","2493","333","#301 of 2,357 Restaurants in Dublin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d1072474-Reviews-O_Sheas_Of_Talbot_Street-Dublin_County_Dublin.html","http://osheasoftalbotstreet.com"
"Parkgate Street Ashling Hotel, Dublin 8 Ireland","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,"restaurant","European","Irish","Bar","Pub","Gastropub","Gluten Free Options","Vegetarian Friendly","Vegan Options",,,,,,,,,,"info@ashlinghotel.ie","660","480","1260","960",,,"660","390","1260","960",,,"660","390","1260","960",,,"660","390","1260","960",,,"660","390","1260","960",,,"660","390","1260","960",,,"660","480","1260","960",,,"4891277","false","false","53.348022","-6.290834","Chesterfields Restaurant","158","+353 1 677 2324","$$ - $$$","2493","415","#374 of 2,357 Restaurants in Dublin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d4891277-Reviews-Chesterfields_Restaurant-Dublin_County_Dublin.html","http://www.ashlinghotel.ie/restaurant-and-bar/chesterfields-restaurant"
"86 Sandymount Road Sandymount, Dublin 4, Dublin D04 H3A4 Ireland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,"restaurant","Irish","Bar","European","Pub","International","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,"info@mulligansd4.ie","1410","720",,,,,"1410","720",,,,,"1410","720",,,,,"1410","720",,,,,"1410","720",,,,,"1410","720",,,,,"1410","660",,,,,"2238142","false","false","53.332882","-6.216","Mulligans of Sandymount Bar & Restaurant","306","+353 1 660 2061","$$ - $$$","2493","58","#52 of 2,357 Restaurants in Dublin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d2238142-Reviews-Mulligans_of_Sandymount_Bar_Restaurant-Dublin_County_Dublin.html","http://www.mulligansd4.ie"
"12 Eustace Street Temple Bar, Dublin 2 Ireland","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012",,,,,,,"restaurant","Mediterranean","European","Spanish","Wine Bar","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,"pintxo@porthouse.ie","1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","720",,,,,"1380","720",,,,,"778741","false","false","53.34517","-6.264948","The Port House Pintxo","510","+353 1 672 8590","$$ - $$$","2493","338","#306 of 2,357 Restaurants in Dublin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d778741-Reviews-The_Port_House_Pintxo-Dublin_County_Dublin.html","http://porthouse.ie/pintxo/"
"16 Saint Stephen's Green Dublin 2, Dublin D02 KF34 Ireland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012","Certificate of Excellence 2011","2011",,,"restaurant","Irish","European","International","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,,"reception@peploes.com","1245","720",,,,,,,,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"696335","false","false","53.33944","-6.258219","Peploe's St Stephens Green","1283","+353 1 676 3144","$$$$","2493","331","#299 of 2,357 Restaurants in Dublin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d696335-Reviews-Peploe_s_St_Stephens_Green-Dublin_County_Dublin.html","http://peploes.com/"
"3A Camden Market Grantham Street, Dublin Ireland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012",,,,,"restaurant","Irish","European","Contemporary","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,,,,"info@camdenkitchhen.ie",,,,,,,,,,,,,"870","720","1320","1050",,,"870","720","1320","1050",,,"870","720","1320","1050",,,"870","720","1320","1050",,,"1320","1050",,,,,"1837631","false","false","53.334133","-6.265903","Camden Kitchen","324","+353 1 476 0125","$$ - $$$","2493","161","#147 of 2,357 Restaurants in Dublin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d1837631-Reviews-Camden_Kitchen-Dublin_County_Dublin.html","http://www.camdenkitchen.ie/"
"26 Fitzwilliam Place, Dublin Ireland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012",,,,,"restaurant","Irish","European","Seafood","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,,"info@sueseystreet.ie","1140","780",,,,,"840","720","1320","1020",,,"840","720","1320","1020",,,"840","720","1320","1020",,,"840","720","1320","1020",,,"840","720","1320","1020",,,"840","720","1320","1020",,,"2098368","false","false","53.332664","-6.253064","Suesey Street","399","+353 1 669 4600","$$$$","2493","166","#151 of 2,357 Restaurants in Dublin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d2098368-Reviews-Suesey_Street-Dublin_County_Dublin.html","http://www.sueseystreet.ie/"
"10-12 Temple Bar Square Dublin 2, Dublin 2 Ireland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012","Certificate of Excellence 2011","2011",,,"restaurant","Irish","Pub","Gastropub","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,,"quays@quaysrestaurant.com","1350","600",,,,,"1350","600",,,,,"1350","600",,,,,"1350","600",,,,,"1350","600",,,,,"1350","600",,,,,"1350","600",,,,,"1148193","false","false","53.345585","-6.263051","The Quays Irish Restaurant","3670","+353 1 671 3922","$$ - $$$","2493","165","#150 of 2,357 Restaurants in Dublin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d1148193-Reviews-The_Quays_Irish_Restaurant-Dublin_County_Dublin.html","http://www.quaysrestaurant.com/"
"23 Stephen Street Lower Dublin 2, Dublin Ireland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,"restaurant","Irish","Cafe","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,,,"info@accents-lounge.com","1320","750",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","540",,,,,"2465200","false","false","53.341362","-6.264786","Accents Coffee & Tea Lounge","205","+353 1 416 0040","$$ - $$$","2493","163","#9 of 247 Quick Bites in Dublin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d2465200-Reviews-Accents_Coffee_Tea_Lounge-Dublin_County_Dublin.html","http://www.accents-lounge.com"
"10 Eden Quay, Dublin Ireland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,"restaurant","Irish","Bar","European","Pub","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7270006","false","false","53.347958","-6.257761","Lanigans Pub Eden Quay","194","+353 1 874 3535","$","2493","162","#148 of 2,357 Restaurants in Dublin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d7270006-Reviews-Lanigans_Pub_Eden_Quay-Dublin_County_Dublin.html","https://www.facebook.com/pages/Lanigans-Pub-Eden-Quay/118538598185238?sk=timeline"
"38-39 Lower Ormond Quay, Dublin 1 Ireland","Certificate of Excellence 2020","2020","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012",,,,,,,"restaurant","Japanese","Sushi","Asian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,,"info@yamamorisushi.ie","1320","720",,,,,"1290","720",,,,,"1290","720",,,,,"1320","720",,,,,"1320","720",,,,,"1350","720",,,,,"1350","720",,,,,"785611","false","false","53.346767","-6.263714","Yamamori Sushi","859","+353 1 872 0003","$$ - $$$","2493","332","#300 of 2,357 Restaurants in Dublin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d785611-Reviews-Yamamori_Sushi-Dublin_County_Dublin.html","http://yamamori.ie/northcity"
"Ranelagh Road Luas Kiosk, Dublin Ireland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,,"pinocchioranelagh@flavourofitaly.net","1320","780",,,,,"1320","960",,,,,"1320","960",,,,,"1320","960",,,,,"1320","960",,,,,"1350","960",,,,,"1350","780",,,,,"2026195","false","false","53.326054","-6.255984","Pinocchio Italian Restaurant","335","+353 1 497 0111","$$ - $$$","2493","336","#304 of 2,357 Restaurants in Dublin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d2026195-Reviews-Pinocchio_Italian_Restaurant-Dublin_County_Dublin.html","https://www.facebook.com/pinocchioranelagh/"
"25 North Earl Street, Dublin Ireland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","Irish","Bar","Pub","Vegetarian Friendly",,,,,,,,,,,,,,"pubs@madigan.ie","1380","720",,,,,"1410","600",,,,,"1410","600",,,,,"1410","600",,,,,"1410","600",,,,,"1440","600",,,,,"1440","600",,,,,"6387249","false","false","53.35013","-6.259289","Madigan's Pub North Earl Street","349","+353 1 874 0646","$$ - $$$","2493","167","#152 of 2,357 Restaurants in Dublin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d6387249-Reviews-Madigan_s_Pub_North_Earl_Street-Dublin_County_Dublin.html","http://www.madigansearlst.com/"
"66-67 South Great Georges Street, Dublin Dublin 2 Ireland","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013",,,,,,,,,"restaurant","Irish","European","International","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,,"bookings@brasseriesixty6.com","900","600","1320","960",,,"900","720","1320","960",,,"900","720","1320","960",,,"900","720","1320","960",,,"900","720","1320","960",,,"900","720","1320","960",,,"900","600","1320","960",,,"943803","false","false","53.34253","-6.26454","Brasserie Sixty6","2352","+353 1 400 5878","$$ - $$$","2493","348","#315 of 2,357 Restaurants in Dublin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d943803-Reviews-Brasserie_Sixty6-Dublin_County_Dublin.html","http://www.brasserie66.com/"
"16 Montague Street, Dublin Ireland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","American","Irish","Bar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11894219","false","false","53.336525","-6.2638","Wishbone","193","+353 1 555 1488","$$ - $$$","2493","344","#311 of 2,357 Restaurants in Dublin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d11894219-Reviews-Wishbone-Dublin_County_Dublin.html","http://www.wishbone-dublin.com/"
"26 Wexford Street, Dublin Dublin 2 Ireland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,,,"restaurant","Asian","Thai","Fusion","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,,"bookings@opium.ie","1410","780",,,,,"1410","720",,,,,"1410","720",,,,,"1410","720",,,,,"1410","720",,,,,"1410","720",,,,,"1410","780",,,,,"5770594","false","false","53.336613","-6.265922","Opium","417","+353 1 526 7711","$$ - $$$","2493","350","#317 of 2,357 Restaurants in Dublin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d5770594-Reviews-Opium-Dublin_County_Dublin.html","http://www.opium.ie/"
"Castle Avenue Clontarf, Dublin Ireland","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2013","2013",,,,,,,,,,,,,"restaurant","European","Irish","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,,,,,"mwoods@clontarfcastle.ie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"878407","false","false","53.364674","-6.206827","Fahrenheit Restaurant","310","+353 1 853 4363","$$$$","2493","341","#308 of 2,357 Restaurants in Dublin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d878407-Reviews-Fahrenheit_Restaurant-Dublin_County_Dublin.html","http://www.clontarfcastle.ie/restaurants-dublin/fahrenheit-grill/"
"22 Baggot Street Upper Dublin 4, Dublin DUBLIN 4 Ireland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Asian","Thai","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,,,"eat@sababaggot.com","1290","720",,,,,"1290","720",,,,,"1290","720",,,,,"1290","720",,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"10153439","false","false","53.33349","-6.243958","Saba, Baggot Street","181","+353 1 563 1999","$$ - $$$","2493","349","#316 of 2,357 Restaurants in Dublin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d10153439-Reviews-Saba_Baggot_Street-Dublin_County_Dublin.html","http://www.sabadublin.com/"
"24 Camden Street Upper, Dublin Ireland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012",,,,,,,,,,,"restaurant","Irish","Bar","Pub","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1500","720",,,,,"1560","720",,,,,"1590","720",,,,,"1620","720",,,,,"696358","false","false","53.33364","-6.264851","Bleeding Horse","613","+353 83 454 4002","$$ - $$$","2493","345","#312 of 2,357 Restaurants in Dublin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d696358-Reviews-Bleeding_Horse-Dublin_County_Dublin.html","http://bleedinghorse.ie"
"Fumbally Lane, Dublin 8 Ireland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,"restaurant","Cafe","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,,,,,,,,,,,,,,,,"1020","540",,,,,"1020","540",,,,,"1020","540",,,,,"1020","540",,,,,"1080","600",,,,,"3601358","false","false","53.33706","-6.272851","The Fumbally","363","+353 1 529 8732","$$ - $$$","2493","169","#10 of 247 Quick Bites in Dublin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d3601358-Reviews-The_Fumbally-Dublin_County_Dublin.html","http://thefumbally.ie"
"1 Pudding Row Essex Street West, Temple Bar, Dublin Ireland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Wine Bar","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,"pinocchiotemplebar@flavourofitaly.net","1320","780",,,,,,,,,,,"1320","960",,,,,"1320","960",,,,,"1320","960",,,,,"1350","780",,,,,"1350","780",,,,,"10516461","false","false","53.344715","-6.268172","Pinocchio Italian Restaurant Temple Bar","349","+353 1 671 9524","$$ - $$$","2493","168","#153 of 2,357 Restaurants in Dublin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d10516461-Reviews-Pinocchio_Italian_Restaurant_Temple_Bar-Dublin_County_Dublin.html","http://www.flavourofitaly.net/content/120-pinocchio-home"
"22 Astons Quay Street, Dublin Ireland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","Irish","Bar","European","British","Pub","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4295374","false","false","53.3466","-6.259675","Fitzgerald's","266","+353 1 677 9289","$$ - $$$","2493","342","#309 of 2,357 Restaurants in Dublin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d4295374-Reviews-Fitzgerald_s-Dublin_County_Dublin.html","http://www.fitzgeraldsbar.ie"
"30 Bachelors Walk Beside O'connell Bridge, Dublin Dublin 1 Ireland","Certificate of Excellence 2020","2020","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","Irish","Bar","European","Pub","International","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,"1410","630",,,,,"1410","630",,,,,"1410","630",,,,,"1410","630",,,,,,,,,,,,,,,,,"8055130","false","false","53.34743","-6.260089","O'connell's","311","+353 1 874 5730","$$ - $$$","2493","347","#314 of 2,357 Restaurants in Dublin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d8055130-Reviews-O_connell_s-Dublin_County_Dublin.html","http://www.oconnellsbardublin.ie"
"1 Essex Street East, Temple Bar, Dublin DUBLIN Ireland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","Steakhouse","European","Gluten Free Options",,,,,,,,,,,,,,,"book@tomahawksteakhouse.ie","1320","1020",,,,,"1320","1020",,,,,"1320","1020",,,,,"1320","1020",,,,,"1320","1020",,,,,"1320","1020",,,,,"1320","1020",,,,,"12856973","false","false","53.345215","-6.267013","Tomahawk","333","+353 1 616 9564","$$ - $$$","2493","164","#149 of 2,357 Restaurants in Dublin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d12856973-Reviews-Tomahawk-Dublin_County_Dublin.html","http://tomahawksteakhouse.ie/"
"22 East Essex Street, Dublin D2 Ireland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,"restaurant","American","Fast Food","Gluten Free Options",,,,,,,,,,,,,,,,"1290","780",,,,,"1290","720",,,,,"1290","720",,,,,"1290","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"7987424","false","false","53.345467","-6.264435","Bunsen","834","+353 1 559 9532","$","2493","170","#154 of 2,357 Restaurants in Dublin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d7987424-Reviews-Bunsen-Dublin_County_Dublin.html","http://bunsen.ie"
"15 Castlemarket Street, Dublin D2 Ireland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012","Certificate of Excellence 2011","2011",,,"restaurant","Irish","French","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,,"quenetolivier@msn.com","1320","660",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1380","480",,,,,"1511879","false","false","53.342373","-6.262828","La Maison","861","+353 1 672 7258","$$ - $$$","2493","64","#58 of 2,357 Restaurants in Dublin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d1511879-Reviews-La_Maison-Dublin_County_Dublin.html","http://www.lamaisondublin.com"
"34 Essex Street East Dublin 2, Dublin D02 FN20 Ireland","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,,,"restaurant","American","Barbecue",,,,,,,,,,,,,,,,"info@smokinbones.ie","1350","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1440","660",,,,,"1440","660",,,,,"7337373","false","false","53.345203","-6.265637","Smokin Bones Temple Bar","594","+353 1 598 3941","$$ - $$$","2493","428","#385 of 2,357 Restaurants in Dublin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d7337373-Reviews-Smokin_Bones_Temple_Bar-Dublin_County_Dublin.html","http://www.smokinbones.ie/"
"32 Camden Street Lower, Dublin D02P029 Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Irish","Barbecue","European","Grill","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,"hello@misters.ie",,,,,,,"1290","1020",,,,,"1290","1020",,,,,"1290","1020",,,,,"1320","1020",,,,,"1320","1020",,,,,"1320","1020",,,,,"19043000","false","false","53.334587","-6.265227","Mister S","88","+353 1 683 5555","$$ - $$$","2493","68","#62 of 2,357 Restaurants in Dublin","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d19043000-Reviews-Mister_S-Dublin_County_Dublin.html","http://www.misters.ie"
