"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","cuisine/13","cuisine/14","cuisine/15","cuisine/16","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Noerre Farimagsgade 68, Copenhagen 1364 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6884354","false","false","55.68447","12.56799","Pizzeria Massimo","17","+45 33 12 00 50","$","2486","1398","#1,154 of 2,353 Restaurants in Copenhagen","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d6884354-Reviews-Pizzeria_Massimo-Copenhagen_Zealand.html",
"Blaagaardsgade 27, Copenhagen 2200 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pizza","Italian",,,,,,,,,,,,,,,"Info@pladsn.dk","1260","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1380","720",,,,,"1380","720",,,,,"16869614","false","false","55.68615","12.55806","Plads’N","17","+45 28 69 96 56","$$ - $$$","2486","1401","#1,157 of 2,353 Restaurants in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d16869614-Reviews-Plads_N-Copenhagen_Zealand.html","http://www.pladsn.dk"
"Store Kongensgade 44, Copenhagen Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11666754","false","false","55.68305","12.58684","Ditto","17",,"","2486","1399","#1,155 of 2,353 Restaurants in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d11666754-Reviews-Ditto-Copenhagen_Zealand.html","http://dittostorekongensgade.dk/"
"Laederstraede 11, Copenhagen 1201 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","American","Bar","Cafe","European","Vegetarian Friendly",,,,,,,,,,,,,"info@cafehoppes.dk","1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"868101","false","false","55.67809","12.577993","Hoppes","248","+45 33 93 53 53","$$ - $$$","2486","1404","#1,160 of 2,353 Restaurants in Copenhagen","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d868101-Reviews-Hoppes-Copenhagen_Zealand.html","http://www.cafehoppes.dk/"
"Holbergsgade 26, Copenhagen 1057 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza","Fast Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10636642","false","false","55.67887","12.59096","Selina Pizza","20","+45 33 11 50 54","$","2486","1408","#1,164 of 2,353 Restaurants in Copenhagen","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d10636642-Reviews-Selina_Pizza-Copenhagen_Zealand.html","http://www.selinapizza.dk/"
"Istedgade 42 B, Copenhagen 1650 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13009850","false","false","55.670437","12.556932","The Noodle Box","6",,"","2486","1413","#1,169 of 2,353 Restaurants in Copenhagen","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d13009850-Reviews-The_Noodle_Box-Copenhagen_Zealand.html",
"Sundevedsgade 5, Copenhagen 1751 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","European","Pub","Scandinavian","Danish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13957415","false","false","55.670704","12.54429","FORSYNINGEN - Mad & Drikke","8",,"$$ - $$$","2486","1412","#1,168 of 2,353 Restaurants in Copenhagen","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d13957415-Reviews-FORSYNINGEN_Mad_Drikke-Copenhagen_Zealand.html",
"Amager Boulevard 134, Copenhagen Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Fast Food","European","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"786879","false","false","55.66529","12.59925","Massimo - Italiensk Pizzeria","22","+45 32 95 19 43","$","2486","1417","#1,172 of 2,353 Restaurants in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d786879-Reviews-Massimo_Italiensk_Pizzeria-Copenhagen_Zealand.html","http://www.massimopizzeria.dk/"
"Tagensvej 73, Copenhagen 2200 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","European","Turkish","Danish","Arabic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11698674","false","false","55.70183","12.55006","Alanya Kebab","10","+45 38 80 43 00","$","2486","1411","#1,167 of 2,353 Restaurants in Copenhagen","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d11698674-Reviews-Alanya_Kebab-Copenhagen_Zealand.html",
"Oerestads Boulevard 74 Ørestad, Copenhagen 2300 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Fast Food","Turkish",,,,,,,,,,,,,,,,,,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"12883677","false","false","55.632122","12.579871","Foodcorner","6","+45 53 61 11 23","$$ - $$$","2486","1409","#1,165 of 2,353 Restaurants in Copenhagen","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d12883677-Reviews-Foodcorner-Copenhagen_Zealand.html","http://www.foodcorner.dk"
"Vester Farimagsgade 3, Copenhagen 1612 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","International","Diner","Healthy","European","Scandinavian","Danish","Vegetarian Friendly","Vegan Options",,,,,,,,,,"1320","480",,,,,"1320","360",,,,,"1320","360",,,,,"1320","360",,,,,"1320","360",,,,,"1320","360",,,,,"1320","480",,,,,"13416025","false","false","55.67511","12.561785","Statement Coffee","30",,"$$ - $$$","2486","1415","#152 of 177 Quick Bites in Copenhagen","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d13416025-Reviews-Statement_Coffee-Copenhagen_Zealand.html",
"Store Kongensgade 93, Copenhagen 1264 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Seafood","Fast Food","Contemporary","Wine Bar","Street Food",,,,,,,,,,,,,"info@mulgeo.dk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16818421","false","false","55.683723","12.56993","Mulgeo","5","+45 93 87 33 95","$$ - $$$","2486","1410","#1,166 of 2,353 Restaurants in Copenhagen","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d16818421-Reviews-Mulgeo-Copenhagen_Zealand.html","http://mulgeo.dk/"
"Noerrebrogade 114, Copenhagen 2200 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15244437","false","false","55.6937","12.5501","Jagger","7",,"$$ - $$$","2486","1416","#1,171 of 2,353 Restaurants in Copenhagen","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d15244437-Reviews-Jagger-Copenhagen_Zealand.html","http://jaggerfastfood.com/"
"Ny Carlsberg Vej 38, St., Tv, Copenhagen 1760 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Korean",,,,,,,,,,,,,,,,"chef.bulko@gmail.com",,,,,,,,,,,,,"1320","1020",,,,,"1320","1020",,,,,"1320","1020",,,,,"1320","1020",,,,,"1320","1020",,,,,"8861717","false","false","55.66657","12.53948","Bulko","15","+45 42 20 55 33","$$ - $$$","2486","1414","#1,170 of 2,353 Restaurants in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d8861717-Reviews-Bulko-Copenhagen_Zealand.html","http://www.bulko.dk"
"Faelledvej 14, Copenhagen 2200 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Healthy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12557848","false","false","55.68934","12.5604","Rays","6","+45 93 99 03 67","$","2486","1420","#1,174 of 2,353 Restaurants in Copenhagen","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d12557848-Reviews-Rays-Copenhagen_Zealand.html","https://www.facebook.com/rayskaffebar/"
"Sallingvej 29, Copenhagen 2720 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"804255","false","false","55.69317","12.50727","Chaophraya","17",,"$$ - $$$","2486","1422","#1,176 of 2,353 Restaurants in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d804255-Reviews-Chaophraya-Copenhagen_Zealand.html","http://chaophraya.dk"
"Kongens Nytorv 13 I Magasin du Nord, Copenhagen 1050 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Danish","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9695246","false","false","55.6792","12.585042","Meyers Deli","30","+45 33 18 24 25","$$ - $$$","2486","1418","#1,173 of 2,353 Restaurants in Copenhagen","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d9695246-Reviews-Meyers_Deli-Copenhagen_Zealand.html","http://www.meyersmad.dk"
"Amagerbrogade 44, Copenhagen 2300 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"7208119","false","false","55.66367","12.601171","Magasasa","66","+45 32 97 99 99","$$ - $$$","2486","1425","#1,179 of 2,353 Restaurants in Copenhagen","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d7208119-Reviews-Magasasa-Copenhagen_Zealand.html","http://www.magasasa.dk/restaurant-koebenhavn"
"Danasvej 40, Frederiksberg, Copenhagen 1910 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Vegetarian Friendly",,,,,,,,,,,,,,,,,"domo.booking@hotmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10392085","false","false","55.679745","12.549188","Domo Restaurant","25",,"$$ - $$$","2486","1424","#1,178 of 2,353 Restaurants in Copenhagen","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g806262-d10392085-Reviews-Domo_Restaurant-Frederiksberg_Copenhagen_Zealand.html","http://domosushi.dk/"
"Noerrebrogade 44, Copenhagen 2200 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","International","European","Scandinavian","Danish",,,,,,,,,,,,,"info@norbrokaffe.dk","1320","540",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","540",,,,,"21139472","false","false","55.689434","12.557099","Norbro Kaffebar","4",,"$$ - $$$","2486","1427","#1,180 of 2,353 Restaurants in Copenhagen","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d21139472-Reviews-Norbro_Kaffebar-Copenhagen_Zealand.html","https://www.facebook.com/Norbrokaffe"
"Copenhagen 1360 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","European","Danish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6404731","false","false","55.686333","12.567448","Polse Kompagniet","24","+45 20 70 89 89","$","2486","1419","#153 of 177 Quick Bites in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d6404731-Reviews-Polse_Kompagniet-Copenhagen_Zealand.html","http://polsekompagniet.dk/"
"Nordre Fasanvej 52, Frederiksberg, Copenhagen 2000 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,"booking@the-secret.dk","1290","1020",,,,,"1290","1020",,,,,"1290","1020",,,,,"1320","720",,,,,"1320","720",,,,,"1440","720",,,,,"1440","720",,,,,"21135977","false","false","55.68434","12.524956","The Secret Mad & Vin","4","+45 38 88 21 88","$$ - $$$","2486","1423","#1,177 of 2,353 Restaurants in Copenhagen","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g806262-d21135977-Reviews-The_Secret_Mad_Vin-Frederiksberg_Copenhagen_Zealand.html","http://www.the-secret.dk"
"Nordre Toldbod 16, Copenhagen 1259 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","European","Spanish","Danish",,,,,,,,,,,,,,"salg@lmfood.dk",,,,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,"1020","600",,,,,"14098047","false","false","55.690105","12.599596","Logismose Vin, Mad & Delikatesser","7","+45 33 32 93 32","$$ - $$$","2486","1421","#1,175 of 2,353 Restaurants in Copenhagen","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d14098047-Reviews-Logismose_Vin_Mad_Delikatesser-Copenhagen_Zealand.html","http://loegismose.dk/"
"Kampmannsgade 1, Copenhagen 1604 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European",,,,,,,,,,,,,,,,"Klaus@resso.com",,,,,,,"1020","480",,,,,"1020","480",,,,,"1020","480",,,,,"1020","480",,,,,"1020","480",,,,,"840","570",,,,,"6983706","false","false","55.677483","12.561691","RESSO Roasthouse","18","+45 33 12 00 30","$$ - $$$","2486","1426","#154 of 177 Quick Bites in Copenhagen","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d6983706-Reviews-RESSO_Roasthouse-Copenhagen_Zealand.html","http://www.resso.com"
"Dronningensgade 46, Copenhagen 1420 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12511619","false","false","55.671844","12.591552","Pizzeria Kanalen","15",,"$","2486","1432","#1,184 of 2,353 Restaurants in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d12511619-Reviews-Pizzeria_Kanalen-Copenhagen_Zealand.html",
"Amagertorv 6, Copenhagen 1160 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Danish",,,,,,,,,,,,,,,,,"info@copenhagensmorrebrod.dk","1020","690",,,,,"1020","690",,,,,"1020","690",,,,,"1020","690",,,,,"1020","690",,,,,"1020","690",,,,,"1020","660",,,,,"14794834","false","false","55.681503","12.584675","Copenhagen Smorrebrod","15","+45 31 64 66 66","$$ - $$$","2486","1434","#1,185 of 2,353 Restaurants in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d14794834-Reviews-Copenhagen_Smorrebrod-Copenhagen_Zealand.html","http://www.copenhagensmorrebrod.com"
"Nordre Frihavnsgade 80, Copenhagen 2100 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza","Italian",,,,,,,,,,,,,,,,,"1260","720",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"2214161","false","false","55.70313","12.58619","Il Gusto Giusto","8","+45 34 42 74 79","","2486","1436","#1,187 of 2,353 Restaurants in Copenhagen","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d2214161-Reviews-Il_Gusto_Giusto-Copenhagen_Zealand.html",
"Jagtvej 43, Copenhagen 2200 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Vegetarian Friendly",,,,,,,,,,,,,,,,,"info@asmara.dk","1320","780",,,,,"1290","960",,,,,"1290","780",,,,,"1290","780",,,,,"1320","780",,,,,"1320","780",,,,,"1320","780",,,,,"11856762","false","false","55.692165","12.5461","Asmara","9","+45 35 83 80 00","$","2486","1437","#1,188 of 2,353 Restaurants in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d11856762-Reviews-Asmara-Copenhagen_Zealand.html","http://www.asmara.dk"
"Amagerbrogade 100, Copenhagen 2300 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Pakistani","Middle Eastern",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4697163","false","false","55.65949","12.6059","Vivah","29","+45 32 57 17 00","$$ - $$$","2486","1430","#1,183 of 2,353 Restaurants in Copenhagen","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d4697163-Reviews-Vivah-Copenhagen_Zealand.html","http://www.eatonline.dk/restaurant/193/vivah-restaurant"
"Bispebjerg Torv 8, Copenhagen 2400 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,"cafebjerget@hotmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17340057","false","false","55.716446","12.531501","Cafe Bjerget","10","+45 35 83 35 12","$$ - $$$","2486","1435","#1,186 of 2,353 Restaurants in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d17340057-Reviews-Cafe_Bjerget-Copenhagen_Zealand.html","https://www.cafebjerget.dk/"
"Sandkaj 17A, Copenhagen 2150 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12536114","false","false","55.70633","12.594484","Ocean Coffee","6","+45 60 10 81 60","$$ - $$$","2486","1433","#117 of 159 Coffee & Tea in Copenhagen","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d12536114-Reviews-Ocean_Coffee-Copenhagen_Zealand.html","http://www.oceancoffee.dk"
"Grabrodre Torv 2, Copenhagen Denmark","Certificate of Excellence 2014","2014",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","European",,,,,,,,,,,,,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"3506852","false","false","55.68009","12.57646","Ristorante Uno","39",,"$$ - $$$","2486","1429","#1,182 of 2,353 Restaurants in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d3506852-Reviews-Ristorante_Uno-Copenhagen_Zealand.html",
"Vesterbrogade 3, Copenhagen Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10712500","false","false","55.672558","12.567504","Vaffelbageriet","22",,"$$ - $$$","2486","1431","#116 of 159 Coffee & Tea in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d10712500-Reviews-Vaffelbageriet-Copenhagen_Zealand.html",
"Noerre Alle 27, Copenhagen 2200 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Danish","Bar","Cafe","Wine Bar",,,,,,,,,,,,,"reserver@cafestadion.dk",,,,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1500","720",,,,,"1500","720",,,,,"19117623","false","false","55.694077","12.561163","Cafe Stadion","4","+45 28 87 82 70","$$ - $$$","2486","1428","#1,181 of 2,353 Restaurants in Copenhagen","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d19117623-Reviews-Cafe_Stadion-Copenhagen_Zealand.html","https://www.facebook.com/Caf%C3%A9-Stadion-2142005409192662"
"Strandgade 108, Copenhagen 1401 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European","Danish",,,,,,,,,,,,,,,"booking@108.dk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15739904","false","false","55.677746","12.597667","The Corner","13","+45 32 96 32 92","$$ - $$$","2486","1447","#1,197 of 2,353 Restaurants in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d15739904-Reviews-The_Corner-Copenhagen_Zealand.html","https://108.dk/en/the-corner/coffee-bar/"
"Peblinge Dossering 4, Copenhagen 2200 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Spanish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4944491","false","false","55.686897","12.562051","No. 4 Ny Nordisk Tapas & Vinbar","46","+45 35 35 12 15","$$ - $$$","2486","1440","#1,190 of 2,353 Restaurants in Copenhagen","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d4944491-Reviews-No_4_Ny_Nordisk_Tapas_Vinbar-Copenhagen_Zealand.html","http://www.no4.dk/"
"Aeroevej 2, Copenhagen 2000 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Thai",,,,,,,,,,,,,,,,,"1275","1020",,,,,"1275","1020",,,,,"1275","1020",,,,,"1275","1020",,,,,"1275","1020",,,,,"1275","1020",,,,,"1275","1020",,,,,"805802","false","false","55.67025","12.49638","Thaiaway","19","+45 38 34 35 34","$","2486","1446","#1,196 of 2,353 Restaurants in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d805802-Reviews-Thaiaway-Copenhagen_Zealand.html",
"Graekenlandsvej 33, Copenhagen 2300 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8645030","false","false","55.65245","12.6161","Cafe Grekenlandsvej","6","+45 27 72 02 51","","2486","1443","#1,193 of 2,353 Restaurants in Copenhagen","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d8645030-Reviews-Cafe_Grekenlandsvej-Copenhagen_Zealand.html","http://www.cafegraekenlandsvej.dk"
"Bredgade 37, Copenhagen Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Scandinavian","Danish",,,,,,,,,,,,,,,"phoenixcopenhagen@arp-hansen.dk",,,,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1380","690",,,,,"6721633","false","false","55.68289","12.58887","Brasserie Murdoch's Books & Ale","25","+45 33 95 95 00","$$ - $$$","2486","1442","#1,192 of 2,353 Restaurants in Copenhagen","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d6721633-Reviews-Brasserie_Murdoch_s_Books_Ale-Copenhagen_Zealand.html","http://www.brasserie-murdochs.com/"
"Torvegade 25, Copenhagen Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European","Scandinavian","Danish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6780589","false","false","55.673244","12.590047","emmerys","21","+45 32 54 03 31","$$ - $$$","2486","1439","#118 of 159 Coffee & Tea in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d6780589-Reviews-Emmerys-Copenhagen_Zealand.html","http://www.emmerys.dk"
"Nordre Frihavnsgade 52, Copenhagen 2100 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian","Vegetarian Friendly",,,,,,,,,,,,,,"info@ikisushi.dk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8603109","false","false","55.70228","12.582793","Iki Sushi Ndr. Frihavnsgade","38","+45 35 38 61 22","$$ - $$$","2486","1444","#1,194 of 2,353 Restaurants in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d8603109-Reviews-Iki_Sushi_Ndr_Frihavnsgade-Copenhagen_Zealand.html","http://www.ikisushi.dk"
"Noerre Voldgade 70F, Copenhagen 1358 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10469693","false","false","55.68265","12.57142","Kaffetarnet","6",,"","2486","1438","#1,189 of 2,353 Restaurants in Copenhagen","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d10469693-Reviews-Kaffetarnet-Copenhagen_Zealand.html","https://www.facebook.com/Kaffenhavn/info/?tab=page_info"
"Enghavevej 58, Copenhagen 1674 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Middle Eastern","Danish","Persian",,,,,,,,,,,,,,"asalshahverdii@gmail.com","900","660",,,,,,,,,,,,,,,,,"1080","660",,,,,"1080","660",,,,,"1080","660",,,,,"900","660",,,,,"14997365","false","false","55.665577","12.542953","So Last Year 2nd Hand & Coffee","5","+45 31 45 57 57","$","2486","1445","#1,195 of 2,353 Restaurants in Copenhagen","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d14997365-Reviews-So_Last_Year_2nd_Hand_Coffee-Copenhagen_Zealand.html","http://www.facebook.com/solastyear"
"Taarnby Torv 5, Copenhagen 2770 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Pub","Danish",,,,,,,,,,,,,,,"Viviansevel@hotmail.com",,,,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1320","600",,,,,"720","600",,,,,"1080","600",,,,,"6616338","false","false","55.63079","12.60115","The Irish Bull","8","+45 32 51 12 10","$$ - $$$","2486","1441","#1,191 of 2,353 Restaurants in Copenhagen","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d6616338-Reviews-The_Irish_Bull-Copenhagen_Zealand.html",
