"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Oderberger Str. 21, 10435 Berlin Germany","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","German","Cafe","European","Central European","Vegetarian Friendly","Vegan Options",,,,,,,,"1080","600",,,,,,,,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"2196626","false","false","52.539585","13.407147","Engelberg","89","+49 4403 0637","$$ - $$$","6554","1611","#140 of 664 Coffee & Tea in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d2196626-Reviews-Engelberg-Berlin.html","http://engelberg-berlin.de"
"Osdorfer Str. 26, 12207 Berlin Germany","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Sushi","Mongolian","Chinese","Seafood","Vegetarian Friendly",,,,,,,,"info@royal-china.de","1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"2322435","false","false","52.41627","13.31546","Royal Garden","135","+49 30 81852332","$$ - $$$","6554","1618","#1,399 of 6,243 Restaurants in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d2322435-Reviews-Royal_Garden-Berlin.html","http://www.royal-china.de/"
"Torstr. 114 Rosenthaler Platz, 10119 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","International","Healthy","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,"info@fechtner-delikatessen.de","1080","600",,,,,"1080","510",,,,,"1080","510",,,,,"1080","510",,,,,"1080","510",,,,,"1080","510",,,,,"1080","600",,,,,"10784751","false","false","52.529785","13.402411","FECHTNER Delikatessen","25","+49 30 23576522","$$ - $$$","6554","1613","#1,394 of 6,243 Restaurants in Berlin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d10784751-Reviews-FECHTNER_Delikatessen-Berlin.html","http://www.fechtner-delikatessen.de/"
"Lychener Str. 2-4, 10437 Berlin Germany","Certificate of Excellence 2019","2019","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Vegetarian Friendly",,,,,,,,,"1440","780",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"2081601","false","false","52.540833","13.414483","Pizza Nostra","124","+49 30 41717000","$","6554","1619","#1,400 of 6,243 Restaurants in Berlin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d2081601-Reviews-Pizza_Nostra-Berlin.html","http://www.pizzanostra.de"
"Alexanderplatz 1, 10178 Berlin Germany","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7255628","false","false","52.521786","13.410424","Back Werk","48","+49 30 20089075","$","6554","1623","#21 of 135 Bakeries in Berlin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d7255628-Reviews-Back_Werk-Berlin.html","https://www.back-werk.de/"
"Breite Str. 43, 13597 Berlin Germany","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,,,"restaurant","Barbecue","Turkish","Middle Eastern","Vegetarian Friendly","Halal",,,,,,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1422306","false","false","52.53829","13.20674","Hasir - Spandau","83","+49 30 35304792","$$ - $$$","6554","1628","#1,407 of 6,243 Restaurants in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d1422306-Reviews-Hasir_Spandau-Berlin.html","http://www.hasir.de"
"Otto-Suhr-Allee 19, 10585 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Turkish","Middle Eastern",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15052626","false","false","52.513935","13.317256","Ruya Kebap","16","0167123456789","$","6554","1629","#73 of 150 Quick Bites in Berlin","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d15052626-Reviews-Ruya_Kebap-Berlin.html","https://www.facebook.com/R%C3%BCya-Restaurant-2299406013619762/"
"Wilmersdorfer Str. 94, 10629 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian","Vietnamese","Vegetarian Friendly","Vegan Options",,,,,,,,"1425","660",,,,,"1425","660",,,,,"1425","660",,,,,"1425","660",,,,,"1425","660",,,,,"1425","660",,,,,"1425","660",,,,,"14175393","false","false","52.500984","13.307613","Mido","62","+49 30 88773887","$$ - $$$","6554","1622","#1,402 of 6,243 Restaurants in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d14175393-Reviews-Mido-Berlin.html","http://www.mido.berlin"
"Stargarder Str. 24 Prenzlauer Berg, 10437 Berlin Germany","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,,,"restaurant","Russian","Ukrainian","Eastern European","Vegetarian Friendly","Vegan Options",,,,,,,,"pberg@datscha.de","1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"13445680","false","false","52.5451","13.421286","Cafe Datscha Prenzlauer Berg","47","+49 30 28439399","$$ - $$$","6554","1624","#1,403 of 6,243 Restaurants in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d13445680-Reviews-Cafe_Datscha_Prenzlauer_Berg-Berlin.html","http://datscha.de"
"Meinekestr. 27, 10719 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","International","Indonesian","Vegetarian Friendly",,,,,,,,,,,"1560","540",,,,,"1560","540",,,,,"1560","540",,,,,"1560","540",,,,,"1560","540",,,,,"1560","540",,,,,"1560","540",,,,,"7283641","false","false","52.502968","13.329208","Imbiss Meineke27","62","+49 30 88914350","$","6554","1626","#1,405 of 6,243 Restaurants in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d7283641-Reviews-Imbiss_Meineke27-Berlin.html","https://www.facebook.com/pages/Meineke-27/156719897694358"
"Budapester Str. 38-50 Located Inside Bikini Berlin, EG Box 16, 10787 Berlin Germany","Certificate of Excellence 2018","2018","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","European","Cafe","Fusion","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,"info@funkyounaturalfood.com","1140","720",,,,,"1080","540",,,,,"1080","540",,,,,"1080","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"3195550","false","false","52.52629","13.403494","Funk You - Natural Food","104","+49 176 61055335","$","6554","1621","#60 of 278 Dessert in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d3195550-Reviews-Funk_You_Natural_Food-Berlin.html","http://www.funkyounaturalfood.com"
"Pfalzburger Str. 79, 10719 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Vegetarian Friendly",,,,,,,,,,,"info@sweet-2-go.de","1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"7381924","false","false","52.497833","13.322599","Sweet2go","25","+49 30 53051519","$","6554","1630","#141 of 664 Coffee & Tea in Berlin","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d7381924-Reviews-Sweet2go-Berlin.html","http://sweet-2-go.com/"
"Tauroggener Str. 9, 10589 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","American","Dutch","Fast Food","European","Deli","Street Food","Vegan Options",,,,,,"info@vincent-burger.de","1320","720",,,,,,,,,,,"1320","960",,,,,"1320","960",,,,,"1320","960",,,,,"1320","720",,,,,"1320","720",,,,,"14102577","false","false","52.52449","13.30156","Vincent-Burger","18","+49 30 39726418","$","6554","1625","#1,404 of 6,243 Restaurants in Berlin","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d14102577-Reviews-Vincent_Burger-Berlin.html","http://www.vincent-burger.de"
"Breitehornweg 36, 14089 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","German","International","Mediterranean","Fusion","Healthy",,,,,,,,"welcome@salt-n-sugar.de","1020","720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1080","720",,,,,"17413555","false","false","52.464943","13.180075","Restaurant Salt'n'Sugar","17","+49 30 36500981","$$ - $$$","6554","1627","#1,406 of 6,243 Restaurants in Berlin","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d17413555-Reviews-Restaurant_Salt_n_Sugar-Berlin.html","http://www.salt-n-sugar.de"
"Regensburger Str. 7, 10777 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","German","European","Vegetarian Friendly",,,,,,,,,,"Tisch@landwirt-Berlin.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7389608","false","false","52.49605","13.33769","Landwirt","47","+49 30 21997280","$$ - $$$","6554","1636","#1,413 of 6,243 Restaurants in Berlin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d7389608-Reviews-Landwirt-Berlin.html","http://Www.landwirt-Berlin.de"
"Zionskirchstr. 28, 10119 Berlin Germany","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,,,"restaurant","French","European","Vegetarian Friendly",,,,,,,,,,,"1380","720",,,,,"1380","1080",,,,,"1380","1080",,,,,"1380","1080",,,,,"1380","1080",,,,,"1380","1080",,,,,"1380","1080",,,,,"3497154","false","false","52.534355","13.403401","La Bigoudene","83","+49 4930 24729110","$$ - $$$","6554","1638","#61 of 278 Dessert in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d3497154-Reviews-La_Bigoudene-Berlin.html","http://www.labigoudene.de"
"Arminiusstr. 2 Arminiusmarkthalle, Moabit, 10551 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Barbecue","American",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10066649","false","false","52.527813","13.338336","Pignut BBQ","30","+49 30 609853977","$$ - $$$","6554","1632","#1,409 of 6,243 Restaurants in Berlin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d10066649-Reviews-Pignut_BBQ-Berlin.html","http://pignutbbq.com/"
"Herrfurthplatz 6, 12049 Berlin Germany","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","European","Vegetarian Friendly",,,,,,,,,"info@pecoraberlin.de","1440","1080",,,,,,,,,,,"1440","1080",,,,,"1440","1080",,,,,"1440","1080",,,,,"1440","1080",,,,,"1440","1080",,,,,"3869785","false","false","52.477135","13.421492","La Pecora Nera","91","+49 30 68832676","$$ - $$$","6554","1634","#1,411 of 6,243 Restaurants in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d3869785-Reviews-La_Pecora_Nera-Berlin.html","http://facebook.com/lapecoraneraberlin/?locale2=de_DE"
"Lindenstrasse 90 Nähe Moses-Mendelsohn-Platz, 10969 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Korean","Diner","Vegetarian Friendly",,,,,,,,,"nanumgaeste@gmail.com",,,,,,,,,,,,,,,,,,,"870","720",,,,,"870","720","1350","1080",,,"870","720","1350","1080",,,"1350","1080",,,,,"15056587","false","false","52.502518","13.394122","NaNum Berlin","19","+49 177 2084785","$$ - $$$","6554","1631","#1,408 of 6,243 Restaurants in Berlin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d15056587-Reviews-NaNum_Berlin-Berlin.html","http://www.nanumberlin.com"
"Kantstr. 83, 10627 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Vietnamese","Vegetarian Friendly",,,,,,,,,,"info@viet-frisch.de",,,,,,,"1380","690",,,,,"1380","690",,,,,"1380","690",,,,,"1380","690",,,,,"1380","690",,,,,"1440","750",,,,,"2649364","false","false","52.506866","13.296411","Viet-Frisch","39","+49 30 54710563","$","6554","1640","#1,416 of 6,243 Restaurants in Berlin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d2649364-Reviews-Viet_Frisch-Berlin.html","http://www.facebook.com/pages/Viet-Frisch/126660657388658?locale=de_DE"
"Kantstr. 16, 10623 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9730102","false","false","52.50561","13.326319","Trattoria Cafe Tatou","28","+49 30 30831234","$$ - $$$","6554","1639","#1,415 of 6,243 Restaurants in Berlin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d9730102-Reviews-Trattoria_Cafe_Tatou-Berlin.html","http://www.cafe-tatou.de/"
"Daenenstrasse 14, 10439 Berlin Germany","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Deli","European","Portuguese","Vegetarian Friendly","Vegan Options",,,,,,,"oliver.kellermann@unser-cafe-berlin.de","1200","540",,,,,"1200","420",,,,,"1200","420",,,,,"1200","420",,,,,"1200","420",,,,,"1200","420",,,,,"1200","540",,,,,"12674963","false","false","52.549976","13.408126","Unser Cafe","35","+49 30 34394518","$","6554","1635","#1,412 of 6,243 Restaurants in Berlin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d12674963-Reviews-Unser_Cafe-Berlin.html","http://www.unser-cafe-berlin.de"
"Rohrdamm 24 B, 13629 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","German","European","Central European","Vegetarian Friendly",,,,,,,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"4409950","false","false","52.53641","13.2653","Stammhaus Siemensstadt","32","+49 30 3812110","$$ - $$$","6554","1633","#1,410 of 6,243 Restaurants in Berlin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d4409950-Reviews-Stammhaus_Siemensstadt-Berlin.html","http://restaurant-stammhaus.metro.rest/"
"Ludwigkirchstr. 11, 10719 Berlin Germany","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Vegetarian Friendly",,,,,,,,,,,"mail@manzini.de","1500","480",,,,,"1500","480",,,,,"1500","480",,,,,"1500","480",,,,,"1500","480",,,,,"1500","480",,,,,"1500","480",,,,,"983871","false","false","52.49803","13.325067","Restaurant Manzini","120","+49 30 8857820","$$ - $$$","6554","1637","#1,414 of 6,243 Restaurants in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d983871-Reviews-Restaurant_Manzini-Berlin.html","http://www.manzini.de"
"Sonnenallee 92, 12045 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","European","Pub","German","Central European",,,,,,,,"stubenkindl@gmail.com","1500","720",,,,,"1560","720",,,,,"1560","720",,,,,"1560","720",,,,,"1560","720",,,,,"1680","720",,,,,"1680","720",,,,,"3954626","false","false","52.48266","13.438315","Kindl Stuben","33","+49 30 54489722","$$ - $$$","6554","1852","#1,598 of 6,243 Restaurants in Berlin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d3954626-Reviews-Kindl_Stuben-Berlin.html","http://www.kindlstuben.de"
"Wittenbergplatz 5-6, 10789 Berlin Germany","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,,,"restaurant","German","Cafe","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,"1200","510",,,,,"1200","510",,,,,"1200","510",,,,,"1200","510",,,,,"1200","510",,,,,"1200","510",,,,,"7917199","false","false","52.502388","13.342999","Lindner","69","+49 30 2139362","$$ - $$$","6554","1854","#1,600 of 6,243 Restaurants in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d7917199-Reviews-Lindner-Berlin.html","http://lindner-esskultur.de"
"Rudi-Dutschke-Str. 17, 10969 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12232032","false","false","52.50694","13.393333","Junge - die Baeckerei","38","+49 30 25923072","$","6554","1860","#24 of 135 Bakeries in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d12232032-Reviews-Junge_die_Baeckerei-Berlin.html","http://www.jb.de/start/"
"Neue Bahnhofstr. 36, 10245 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Sushi","Asian","Vietnamese","Vegetarian Friendly",,,,,,,,,"info@phohouse.de","1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"5505568","false","false","52.50451","13.468685","Pho House","42","+49 30 71531545","$$ - $$$","6554","1857","#1,603 of 6,243 Restaurants in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d5505568-Reviews-Pho_House-Berlin.html","https://phohouse.de/"
"Nieberstrasse 12, 12487 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Italian",,,,,,,,,,,"pinoli-cafe-restaurant@web.de","1320","900",,,,,"1320","900",,,,,,,,,,,,,,,,,"1320","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"14783585","false","false","52.44912","13.512605","Pinoli Cafe-Restaurant","14","+49 1515 2265929","$$ - $$$","6554","1856","#1,602 of 6,243 Restaurants in Berlin","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d14783585-Reviews-Pinoli_Cafe_Restaurant-Berlin.html","http://www.facebook.com/dasPinoliTeam/"
"Teltower Damm 33, 14169 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Fusion","Healthy","Middle Eastern","Arabic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19925453","false","false","52.43195","13.25916","Gustav Gruen Berlin","13",,"$","6554","1853","#1,599 of 6,243 Restaurants in Berlin","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d19925453-Reviews-Gustav_Gruen_Berlin-Berlin.html","https://www.facebook.com/gustavgruenberlin/"
"Bundesallee 161, 10715 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","German","International","Healthy","Central European",,,,,,,,"info@restaurant-hugo.de","1380","720",,,,,"1380","900",,,,,,,,,,,"1380","900",,,,,"1380","900",,,,,"1380","900",,,,,"1380","900",,,,,"3589836","false","false","52.48214","13.330271","Restaurant Hugo","36","+49 30 54467111","$$ - $$$","6554","1647","#1,421 of 6,243 Restaurants in Berlin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d3589836-Reviews-Restaurant_Hugo-Berlin.html","http://www.restaurant-hugo.de"
"Falkenhagener Str. 1, 13585 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Vegetarian Friendly",,,,,,,,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"6473738","false","false","52.543953","13.204544","Pescara","38","+49 30 3354081","$","6554","1859","#1,605 of 6,243 Restaurants in Berlin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d6473738-Reviews-Pescara-Berlin.html","http://www.ristorante-pescara.de/"
"Fuldastr. 12 in der Nähe sind: Weserstraße, Tempelhofer Feld, Rathaus Neukölln, 12045 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Bar","Fusion","Diner","Healthy","Vegetarian Friendly","Vegan Options",,,,,,"cafe@tschuesch.de","1320","960",,,,,"1320","1080",,,,,,,,,,,"1320","1080",,,,,"1320","1080",,,,,"1320","960",,,,,"1320","960",,,,,"9593564","false","false","52.484173","13.436538","Cafe Tschuesch","23","+49 30 54484414","$","6554","1855","#1,601 of 6,243 Restaurants in Berlin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d9593564-Reviews-Cafe_Tschuesch-Berlin.html","http://www.tschuesch.de/"
"Kollwitzstrasse 89 Prenzlauer Berg, 10435 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Thai","Vegetarian Friendly",,,,,,,,,,,"1380","750",,,,,"1380","690",,,,,"1380","690",,,,,"1380","690",,,,,"1380","690",,,,,"1380","690",,,,,"1380","750",,,,,"2096612","false","false","52.53855","13.42018","Duy Thai","37","+49 30 44047444","$","6554","1644","#1,419 of 6,243 Restaurants in Berlin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d2096612-Reviews-Duy_Thai-Berlin.html","http://www.duythai.de/"
"Kirchstrasse 5, 12555 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","German","European","Vegetarian Friendly","Vegan Options",,,,,,,,,"1080","600",,,,,,,,,,,"1080","540",,,,,"1080","540",,,,,"1080","540",,,,,"1080","540",,,,,"1080","540",,,,,"8833708","false","false","52.44606","13.576147","Milchkaffee","29","+49 30 76763776","$$ - $$$","6554","1645","#143 of 664 Coffee & Tea in Berlin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d8833708-Reviews-Milchkaffee-Berlin.html","http://www.xn--milchkaffee-kpenick-26b.de/coming-soon/"
"Soldiner Str. 76, 13359 Berlin Germany","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,,,"restaurant","European","German","Bar","Pub","Central European",,,,,,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1380","690",,,,,"1380","690",,,,,"983851","false","false","52.504723","13.337686","Kartoffel Kiste","73","+49 30 4933067","$$ - $$$","6554","1858","#1,604 of 6,243 Restaurants in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d983851-Reviews-Kartoffel_Kiste-Berlin.html","http://www.kartoffelkiste-berlin.de"
"Wilmersdorfer Str. 29, 10585 Berlin Germany","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Vietnamese","Sushi","Vegetarian Friendly","Vegan Options",,,,,,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"6780623","false","false","52.5133","13.30474","Do Long","61","+49 30 34704202","$","6554","1642","#1,417 of 6,243 Restaurants in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d6780623-Reviews-Do_Long-Berlin.html","http://dolong.eatbu.com/"
"Potsdamer Platz 1 Potsdamer Platz Arkaden, 10785 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Steakhouse","European","Grill","Vegetarian Friendly",,,,,,,,,"info@maredo.com","1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1380","690",,,,,"1380","690",,,,,"1072470","false","false","52.508774","13.374593","MAREDO Steakhaus - Berlin Potsdamer Platz","592","+49 30 23005362","$$ - $$$","6554","1851","#1,597 of 6,243 Restaurants in Berlin","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d1072470-Reviews-MAREDO_Steakhaus_Berlin_Potsdamer_Platz-Berlin.html","http://www.maredo.com/steakhaeuser/Berlin-Potsdamer-Platz/"
"Hufelandstr. 16, 10407 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European","Vegetarian Friendly","Vegan Options",,,,,,,,,,"1200","480",,,,,"1200","420",,,,,"1200","420",,,,,"1200","420",,,,,"1200","420",,,,,"1200","420",,,,,"1200","480",,,,,"775642","false","false","52.532066","13.431661","Tous le jour","55","+49 30 42809160","$$ - $$$","6554","1650","#1,424 of 6,243 Restaurants in Berlin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d775642-Reviews-Tous_le_jour-Berlin.html","http://www.tous-les-jours.de"
"Witzlebenplatz 1a Am Lietzenseeufer, 14057 Berlin Germany","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,,,"restaurant","Vegetarian Friendly",,,,,,,,,,,,"cafe@bootshausamlietzensee.de","1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"2243813","false","false","52.50881","13.29252","Bootshaus Stella am Lietzensee","67","+49 30 30127781","$$ - $$$","6554","1648","#1,422 of 6,243 Restaurants in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d2243813-Reviews-Bootshaus_Stella_am_Lietzensee-Berlin.html","https://www.bootshausamlietzensee.de/"
"Bregenzer Str. 1, 10707 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","European","Pizza","Vegetarian Friendly",,,,,,,,,,,,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"2256535","false","false","52.496937","13.312835","Gusto","83","+49 30 8836722","$$ - $$$","6554","1646","#1,420 of 6,243 Restaurants in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d2256535-Reviews-Gusto-Berlin.html","http://www.gustoberlin.de/"
