"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Hofweg 72, 22085 Hamburg Germany","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","Mediterranean","Middle Eastern","Arabic","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,"info@fardi-hamburg.de","1440","1020",,,,,"1440","1080",,,,,"1440","1080",,,,,"1440","1080",,,,,"1440","1080",,,,,"1440","1020",,,,,"1440","1020",,,,,"7056642","false","false","53.574833","10.015074","FARDi SYRIAN RESTAURANT","338","+49 40 36027440","$$$$","3226","17","#16 of 3,262 Restaurants in Hamburg","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187331-d7056642-Reviews-FARDi_SYRIAN_RESTAURANT-Hamburg.html","http://fardi-hamburg.de"
"Bei der Pulvermuehle 1 Kellerbleek 3, 22453 Hamburg Germany","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pizza","European","Diner","Vegetarian Friendly","Gluten Free Options",,,,,,"info@pulvermuehle.eu","1380","720",,,,,"900","720","1380","1020",,,"900","720","1380","1020",,,"900","720","1380","1020",,,"900","720","1380","1020",,,"900","720","1380","1020",,,"1380","1020",,,,,"12450819","false","false","53.60504","9.966123","Pulvermuehle","114","+49 40 22864948","$$ - $$$","3226","285","#259 of 3,262 Restaurants in Hamburg","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187331-d12450819-Reviews-Pulvermuehle-Hamburg.html","http://www.pulvermuehle.eu"
"Ditmar-Koel-Str. 18, 20459 Hamburg Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Seafood","Mediterranean","European","Portuguese","Vegetarian Friendly","Gluten Free Options",,,,,,"info@ola-lisboa.de","1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1500","690",,,,,"1500","690",,,,,"10322027","false","false","53.54604","9.975168","Ola Lisboa","443","+49 40 33396250","$$ - $$$","3226","18","#17 of 3,262 Restaurants in Hamburg","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187331-d10322027-Reviews-Ola_Lisboa-Hamburg.html","http://ola-lisboa.de/"
"Spielbudenplatz 18, 20359 Hamburg Germany","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2011","2011",,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian","Vegetarian Friendly","Vegan Options",,,,,,,,"js.lee@gmx.de","1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1097821","false","false","53.549213","9.965063","Man Wah","327","+49 40 3192511","$$ - $$$","3226","284","#258 of 3,262 Restaurants in Hamburg","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187331-d1097821-Reviews-Man_Wah-Hamburg.html",
"Grosse Elbstrasse 145 B-D, 22767 Hamburg Germany","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2013","2013",,,,,,,,,,,"restaurant","French","Mediterranean","Seafood",,,,,,,,,"info@au-quai.com",,,,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","1080",,,,,"1010677","false","false","53.544285","9.934527","Au Quai","375","+49 40 38037730","","3226","83","#77 of 3,262 Restaurants in Hamburg","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187331-d1010677-Reviews-Au_Quai-Hamburg.html","http://au-quai.de"
"Alsterdorfer Str. 85, 22299 Hamburg Germany","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,"info@echtasien.de","1380","960",,,,,"900","720","1380","1080",,,"900","720","1380","1080",,,"900","720","1380","1080",,,"900","720","1380","1080",,,"900","720","1380","1080",,,"900","720","1380","1080",,,"10355498","false","false","53.6","9.996389","echtasien","70","+49 40 53008876","$$ - $$$","3226","289","#263 of 3,262 Restaurants in Hamburg","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187331-d10355498-Reviews-Echtasien-Hamburg.html","http://www.echtasien.de"
"Zimmerpforte 5 Walk from the Hauptbahnhof through Hansaplatz to Zimmerpforte, 20099 Hamburg Germany","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,"restaurant","Italian","Mediterranean","European","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,,,,"1440","1080",,,,,"1440","1080",,,,,"1440","1080",,,,,"1440","1080",,,,,"1440","1080",,,,,"982893","false","false","53.555378","10.012231","Ristorante Il Buco","312","+49 40 247310","$$ - $$$","3226","10","#9 of 3,262 Restaurants in Hamburg","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187331-d982893-Reviews-Ristorante_Il_Buco-Hamburg.html","https://www.facebook.com/IL-BUCO-Ristorante-Hamburg-St-Georg-166074383426331/"
"Budapester Str. 25, 20359 Hamburg Germany","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","Indian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"info@ashoka.de","1380","1020",,,,,"1380","1020",,,,,,,,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1039139","false","false","53.55329","9.965496","Restaurant Ashoka","465","+49 40 312834","$$ - $$$","3226","16","#15 of 3,262 Restaurants in Hamburg","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187331-d1039139-Reviews-Restaurant_Ashoka-Hamburg.html","http://www.ashoka.de"
"Elbchaussee 303, 22609 Hamburg Germany","Certificate of Excellence 2020","2020","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","German","Seafood","European","Central European","Vegetarian Friendly",,,,,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1038847","false","false","53.547462","9.864839","Dubelsbrucker Kajut","103","+49 40 828787","$$ - $$$","3226","287","#261 of 3,262 Restaurants in Hamburg","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187331-d1038847-Reviews-Dubelsbrucker_Kajut-Hamburg.html","http://www.duebelsbruecker-kajuet.de"
"Rothenbaumchaussee 10 20148 Hamburg, 20148 Hamburg Germany","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","Vegetarian Friendly",,,,,,,,,"piazza.romana@grand-elysee.com",,,,,,,,,,,,,"1320","1080",,,,,"1320","1080",,,,,"1320","1080",,,,,"1320","1080",,,,,"1320","1080",,,,,"2240754","false","false","53.56381","9.990189","Piazza Romana","93","+49 40 41412734","$$$$","3226","283","#257 of 3,262 Restaurants in Hamburg","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187331-d2240754-Reviews-Piazza_Romana-Hamburg.html","http://www.grand-elysee.com/en/restaurants/piazza-romana/"
"Baron-Voght-Str. 79, 22609 Hamburg Germany","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Spanish","Portuguese","European","Central European","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8713792","false","false","53.55687","9.865021","Zur Flottbeker Schmiede","58","+49 40 20918236","$$ - $$$","3226","290","#264 of 3,262 Restaurants in Hamburg","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187331-d8713792-Reviews-Zur_Flottbeker_Schmiede-Hamburg.html","http://www.zurflottbekerschmiede.de"
"Ditmar-Koel-Str. 21, 20459 Hamburg Germany","Certificate of Excellence 2017","2017","Certificate of Excellence 2014","2014",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","Vegetarian Friendly","Vegan Options",,,,,,,,"info@luigis-restaurants.de","1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1740352","false","false","53.545692","9.97449","Luigi's Pizzeria & Pasteria","950","+49 40 41281718","$$ - $$$","3226","281","#255 of 3,262 Restaurants in Hamburg","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187331-d1740352-Reviews-Luigi_s_Pizzeria_Pasteria-Hamburg.html","http://www.luigis-hamburg.de"
"Alter Wandrahm 15, 20457 Hamburg Germany","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","German","European","Central European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,"info@schoenes-leben-hamburg.de","1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1820768","false","false","53.54549","9.997267","Schones Leben","375","+49 40 180482680","$$ - $$$","3226","282","#256 of 3,262 Restaurants in Hamburg","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187331-d1820768-Reviews-Schones_Leben-Hamburg.html","http://speicherstadt.schoenes-leben.com/"
"Davidstr. 37, 20359 Hamburg Germany","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012","Certificate of Excellence 2011","2011",,,,,,,,,,,,,,,,,"restaurant","Chinese","Sushi","Mongolian","Asian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,"info@copperhouse.de","1410","690",,,,,"1410","690",,,,,"1410","690",,,,,"1410","690",,,,,"1410","690",,,,,"1440","690",,,,,"1440","690",,,,,"1129434","false","false","53.547848","9.962991","Copper House","381","+49 40 75662011","$$ - $$$","3226","296","#270 of 3,262 Restaurants in Hamburg","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187331-d1129434-Reviews-Copper_House-Hamburg.html","http://copperhouse.de/"
"Clemens-Schultz Strasse 40, 20359 Hamburg Germany","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Asian","Soups","Vegetarian Friendly","Vegan Options",,,,,,,,"1320","720",,,,,"900","720","1320","1050",,,"900","720","1320","1050",,,"900","720","1320","1050",,,"900","720","1320","1050",,,"900","720","1320","1050",,,"1320","720",,,,,"12988672","false","false","53.552433","9.962213","Kokomo Noodle Club","77","+49 40 52155970","$$ - $$$","3226","295","#269 of 3,262 Restaurants in Hamburg","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187331-d12988672-Reviews-Kokomo_Noodle_Club-Hamburg.html","https://www.facebook.com/kokomonoodleclub/"
"Sternstr. 68, 20357 Hamburg Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,"info@hermeticcoffee.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7369984","false","false","53.559757","9.966785","Hermetic Coffee Roasters","47","+49 40 50740732","$$ - $$$","3226","298","#20 of 252 Coffee & Tea in Hamburg","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187331-d7369984-Reviews-Hermetic_Coffee_Roasters-Hamburg.html","http://www.hermeticcoffee.com"
"Hopfensack 26, 20457 Hamburg Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","German","International","Healthy","Central European","French","Seafood","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,"mail@perle-restaurant.de",,,,,,,"900","720",,,,,"900","720",,,,,"900","720",,,,,"900","720",,,,,"900","720",,,,,,,,,,,"8319454","false","false","53.548286","9.998822","Perle Restaurant","67","+49 40 57016297","$$ - $$$","3226","294","#268 of 3,262 Restaurants in Hamburg","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187331-d8319454-Reviews-Perle_Restaurant-Hamburg.html","http://perle-restaurant.de"
"Barcastrasse 3 The George Hotel, 22087 Hamburg Germany","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2011","2011",,,,,,,,,,,,,,,"restaurant","Bar","Pub","Vegetarian Friendly",,,,,,,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1503555","false","false","53.561","10.015129","Restaurant DaCaio","156","+49 40 2800301810","$$$$","3226","293","#267 of 3,262 Restaurants in Hamburg","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187331-d1503555-Reviews-Restaurant_DaCaio-Hamburg.html","http://www.thegeorge-hotel.de/hamburg/restaurant-hamburg/restaurant-hamburg-alster-dacaio.php"
"Seewartenstr. 9 20459 Hamburg, 20459 Hamburg Germany","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,,,"restaurant","American","Fast Food","Vegetarian Friendly",,,,,,,,,"diner@hotel-hamburg.de",,,,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1320","720",,,,,"1320","720",,,,,"9752563","false","false","53.54722","9.969876","Hafen Diner","130","+49 40 3111370460","$$ - $$$","3226","299","#272 of 3,262 Restaurants in Hamburg","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187331-d9752563-Reviews-Hafen_Diner-Hamburg.html","http://www.hafen-diner.de/"
"Michaelisstr. 18, 20459 Hamburg Germany","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","780",,,,,"7133256","false","false","53.54931","9.983085","Ristorante Buon Giorno","194","+49 40 36029980","$$ - $$$","3226","15","#14 of 3,262 Restaurants in Hamburg","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187331-d7133256-Reviews-Ristorante_Buon_Giorno-Hamburg.html","http://www.quandoo.de/place/ristorante-buon-giorno-10851"
"Colonnaden 104, 20354 Hamburg Germany","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","Steakhouse","Brazilian","South American","Latin","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,"helorestaurant@gmail.com","1320","720",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"4260468","false","false","53.55761","9.990124","Helo Restaurant","399","+49 40 43098788","$$ - $$$","3226","13","#12 of 3,262 Restaurants in Hamburg","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187331-d4260468-Reviews-Helo_Restaurant-Hamburg.html","http://www.helorestaurant.de/"
"Lange Reihe 97, 20099 Hamburg Germany","Certificate of Excellence 2020","2020","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,,,,,,,"restaurant","German","Bar","European","Central European",,,,,,,,"info@hphamburg.com","1440","720",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"2447024","false","false","53.558964","10.012987","Hacker-Pschorr Hamburg","218","+49 40 326519","$$ - $$$","3226","291","#265 of 3,262 Restaurants in Hamburg","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187331-d2447024-Reviews-Hacker_Pschorr_Hamburg-Hamburg.html","http://www.hphamburg.com"
"Langenhorner Chaussee 131, 22415 Hamburg Germany","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian","Vegetarian Friendly","Vegan Options",,,,,,,,"info@wong-restaurant.de","1380","720",,,,,"900","720","1380","1080",,,"900","720","1380","1080",,,"900","720","1380","1080",,,"900","720","1380","1080",,,"900","720","1380","1080",,,"1380","720",,,,,"5777954","false","false","53.64362","10.012677","Wong Restaurant Delicious Asia","58","+49 40 5317260","$$ - $$$","3226","363","#333 of 3,262 Restaurants in Hamburg","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187331-d5777954-Reviews-Wong_Restaurant_Delicious_Asia-Hamburg.html","http://www.wong-restaurant.de"
"Dorotheenstr. 142 Ecke Maria-Louisen-Str, 22299 Hamburg Germany","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian","Vegetarian Friendly","Vegan Options",,,,,,,,"1380","960",,,,,"900","690","1380","1050",,,"900","690","1380","1050",,,"900","690","1380","1050",,,"900","690","1380","1050",,,"900","690","1380","1050",,,"900","690","1380","1050",,,"8594530","false","false","53.588665","10.004289","Misaki Sushi Restaurant","67","+49 40 22613596","$$ - $$$","3226","297","#271 of 3,262 Restaurants in Hamburg","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187331-d8594530-Reviews-Misaki_Sushi_Restaurant-Hamburg.html","http://www.misakisushi.de/"
"Eppendorfer Weg 186, 20253 Hamburg Germany","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"welcome@restaurant-imara.de","1500","1020",,,,,,,,,,,"1500","1020",,,,,"1500","1020",,,,,"1500","1020",,,,,"1620","1020",,,,,"1620","1020",,,,,"1038950","false","false","53.581017","9.970244","IMARA Restaurant Bar Lounge","109","+49 40 42918080","","3226","520","#476 of 3,262 Restaurants in Hamburg","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187331-d1038950-Reviews-IMARA_Restaurant_Bar_Lounge-Hamburg.html","http://www.restaurant-imara.de/"
"Am Kaiserkai 60, 20457 Hamburg Germany","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,,,"restaurant","German","Seafood","Fast Food",,,,,,,,,"info@tomundkonsorten.net","1080","660",,,,,"1020","660",,,,,"1020","660",,,,,"1020","660",,,,,"1020","660",,,,,"1020","660",,,,,"1080","660",,,,,"15100429","false","false","53.54143","9.985974","Tom & Konsorten","119","+49 40 36809800","$$ - $$$","3226","27","#24 of 3,262 Restaurants in Hamburg","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187331-d15100429-Reviews-Tom_Konsorten-Hamburg.html","http://www.tomundkonsorten.net"
"Neuer Jungfernstieg 9-14, 20354 Hamburg Germany","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Japanese","Peruvian","Sushi","Asian","Healthy","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,"nikkei.nine@fairmont.com",,,,,,,,,,,,,"1320","1080",,,,,"1320","1080",,,,,"1320","1080",,,,,"1320","1080",,,,,"1320","1080",,,,,"11847396","false","false","53.55561","9.991575","NIKKEI NINE","472","+49 40 34943399","$$$$","3226","19","#18 of 3,262 Restaurants in Hamburg","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187331-d11847396-Reviews-NIKKEI_NINE-Hamburg.html","http://www.nikkei-nine.de/"
"Lange Reihe 39, 20099 Hamburg Germany","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2011","2011",,,,,,,,,"restaurant","German","European","Central European","Gastropub","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,"info@restaurant-dorf.de","1260","1050",,,,,"1380","1050",,,,,"1380","1050",,,,,"1380","1050",,,,,"1380","1050",,,,,"1380","1050",,,,,"1380","1050",,,,,"1795498","false","false","53.557014","10.0105","Das Dorf","686","+49 40 245614","$$ - $$$","3226","21","#20 of 3,262 Restaurants in Hamburg","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187331-d1795498-Reviews-Das_Dorf-Hamburg.html","http://www.restaurant-dorf.de/"
"Lincolnstr. 10, 20359 Hamburg Germany","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Vegetarian Friendly","Vegan Options",,,,,,"controlling@pizza-bande.de","1320","810",,,,,"1230","810",,,,,"1230","810",,,,,"1230","810",,,,,"1230","810",,,,,"1230","810",,,,,"1230","810",,,,,"7755288","false","false","53.548893","9.957529","Pizza Bande","545","+49 1520 3153793","$","3226","20","#19 of 3,262 Restaurants in Hamburg","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187331-d7755288-Reviews-Pizza_Bande-Hamburg.html","http://www.pizza-bande.de/gutschein.html"
"Rothenbaumchaussee 10, 20148 Hamburg Germany","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","American","Steakhouse","Barbecue","Gluten Free Options",,,,,,,,"info@theos-hamburg.de",,,,,,,"1320","1080",,,,,"1320","1080",,,,,"1320","1080",,,,,"1320","1080",,,,,"1320","1080",,,,,"1320","1080",,,,,"7817845","false","false","53.563225","9.989853","Theo's","318","+49 40 41412855","$$$$","3226","24","#22 of 3,262 Restaurants in Hamburg","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187331-d7817845-Reviews-Theo_s-Hamburg.html","http://www.theos-hamburg.de"
"Strandweg, 22587 Hamburg Germany","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","German","Seafood","European","Central European","Vegetarian Friendly",,,,,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1058255","false","false","53.556004","9.804716","FISCHclub Blankenese","151","+49 40 869962","$$ - $$$","3226","292","#266 of 3,262 Restaurants in Hamburg","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187331-d1058255-Reviews-FISCHclub_Blankenese-Hamburg.html","http://www.restaurant-fischclub.de"
"Fettstrasse 2, 20357 Hamburg Germany","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2011","2011",,,,,,,,,,,,,,,,,"restaurant","European","Central European","Vegetarian Friendly",,,,,,,,,,"1560","360",,,,,"1620","360",,,,,"1620","360",,,,,"1620","360",,,,,"1620","360",,,,,"1740","360",,,,,"1740","360",,,,,"966305","false","false","53.566597","9.963553","Bistro Vienna","134","+49 40 4399182","$$ - $$$","3226","300","#273 of 3,262 Restaurants in Hamburg","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187331-d966305-Reviews-Bistro_Vienna-Hamburg.html","http://www.vienna-hamburg.de/"
"Luebecker Str. 29, 22087 Hamburg Germany","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Vegetarian Friendly","Vegan Options",,,,,,,,,"info@cafe-mitherzundzucker.de","1020","540",,,,,"900","540",,,,,"900","540",,,,,"900","540",,,,,"900","540",,,,,"900","540",,,,,"900","540",,,,,"11659200","false","false","53.56092","10.030106","MIt Herz & Zucker Cafe","103","+49 176 34645501","$","3226","26","#3 of 252 Coffee & Tea in Hamburg","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187331-d11659200-Reviews-MIt_Herz_Zucker_Cafe-Hamburg.html","http://www.cafe-mitherzundzucker.de/"
"Milchstr. 25, 20148 Hamburg Germany","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","Steakhouse","European",,,,,,,,,,,"1350","960",,,,,,,,,,,,,,,,,"1380","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"7197375","false","false","53.570553","9.996261","Brian's Steaks & Lobster","115","+49 40 57016737","$$$$","3226","376","#345 of 3,262 Restaurants in Hamburg","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187331-d7197375-Reviews-Brian_s_Steaks_Lobster-Hamburg.html","http://brians-steak-lobster.com"
"Schulterblatt 60, 20357 Hamburg Germany","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,"restaurant","Seafood",,,,,,,,,,,,"1320","720",,,,,"1290","720",,,,,"1290","720",,,,,"1290","720",,,,,"1290","720",,,,,"1290","720",,,,,"1260","720",,,,,"1340449","false","false","53.5614","9.962515","Schabi's Fischimbiss","98","+49 40 43290940","$","3226","377","#346 of 3,262 Restaurants in Hamburg","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187331-d1340449-Reviews-Schabi_s_Fischimbiss-Hamburg.html","https://fisch-imbiss-schabi.business.site/"
