"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Seeanlage Utoquai, Zurich 8008 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Swiss","Bar","Barbecue","European",,,,,,,,"essen@pumpstation.ch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1136084","false","false","47.363667","8.546326","Pumpstation","158","+41 1 260 96 69","$$ - $$$","1828","1308","#1,231 of 1,862 Restaurants in Zurich","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d1136084-Reviews-Pumpstation-Zurich.html","http://www.pumpstation.ch/?lang=en"
"Rautistrasse 281, Zurich 8048 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Swiss","Cafe","European",,,,,,,,,,"1080","540",,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,,,,,,,"19882911","false","false","47.38458","8.4772","Kafi Ofeli","2","+41 44 431 38 82","","1828","1309","#1,232 of 1,862 Restaurants in Zurich","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d19882911-Reviews-Kafi_Ofeli-Zurich.html","http://www.kafi-oefeli.ch"
"Birmensdorferstrasse 240, Zurich 8003 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Healthy",,,,,,,,,,"barista@baristaespressobar.ch",,,,,,,"840","390",,,,,"840","390",,,,,"840","390",,,,,"840","390",,,,,"840","390",,,,,"930","480",,,,,"8605636","false","false","47.370365","8.513504","ViCAFE Goldbrunnen","3","+41 44 886 66 12","$","1828","1312","#48 of 67 Coffee & Tea in Zurich","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d8605636-Reviews-ViCAFE_Goldbrunnen-Zurich.html","http://vicafe.ch/"
"Bahnhof, Zurich 8006 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12148570","false","false","47.38493","8.51703","Image","3",,"","1828","1311","#1,234 of 1,862 Restaurants in Zurich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d12148570-Reviews-Image-Zurich.html","http://www.imagine-zh.ch"
"Hohlstrasse 167, Zurich 8004 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Portuguese",,,,,,,,,"management@loftone.ch",,,,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1560","960",,,,,"1560","960",,,,,"3687250","false","false","47.380356","8.519335","Loft One","11","+41 44 557 43 64","$$ - $$$","1828","1306","#1,229 of 1,862 Restaurants in Zurich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d3687250-Reviews-Loft_One-Zurich.html","http://www.loftone.ch"
"Balgriststrasse 2 8008 Zürich, Zurich 8008 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Swiss","Deli","French","European","Diner","Vegetarian Friendly",,,,,,"info@confiserie-baumann.ch","1020","450",,,,,,,,,,,"1080","390",,,,,"1080","390",,,,,"1080","390",,,,,"1080","390",,,,,"960","390",,,,,"10072281","false","false","47.35417","8.575407","Confiserie Baumann","20","+41 44 382 11 21","$$ - $$$","1828","1305","#13 of 21 Bakeries in Zurich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d10072281-Reviews-Confiserie_Baumann-Zurich.html","http://www.confiserie-baumann.ch/de/"
"Kasernenstrasse 77b, Zurich 8004 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","American","Fast Food",,,,,,,,,,"info@burger-meister.ch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16844588","false","false","47.376266","8.534274","Burgermeister Kaserne","16","+41 44 242 40 02","$$ - $$$","1828","1307","#1,230 of 1,862 Restaurants in Zurich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d16844588-Reviews-Burgermeister_Kaserne-Zurich.html","http://www.burger-meister.ch"
"Bertastrasse 1, Zurich 8003 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Turkish","Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7199348","false","false","47.37538","8.51647","Pizzeria Ararat Take Away Pizza Kebab","8","+41 44 451 52 22","","1828","1310","#1,233 of 1,862 Restaurants in Zurich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d7199348-Reviews-Pizzeria_Ararat_Take_Away_Pizza_Kebab-Zurich.html","http://pizza-ararat.npage.ch/ararat-bar.html"
"Albisstrasse 11, Adliswil, Zurich 8134 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,"1110","420",,,,,"1110","420",,,,,"1110","420",,,,,"1110","420",,,,,"1020","480",,,,,"16665934","false","false","47.3113","8.52576","Frau Burri","2","+41 43 928 38 63","","1828","1315","#1,236 of 1,862 Restaurants in Zurich","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1463437-d16665934-Reviews-Frau_Burri-Adliswil_Zurich.html","http://www.frauburri.ch"
"Buckhauserstrasse 34, Zurich 8048 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Swiss","Cafe","Fast Food","European",,,,,,,,"info@buckhuser.ch",,,,,,,"840","690",,,,,"840","690",,,,,"840","690",,,,,"840","690",,,,,"840","690",,,,,,,,,,,"20265928","false","false","47.38365","8.49255","Intermezzo Buffet & Take-out","2","+41 58 204 87 87","$$ - $$$","1828","1321","#1,242 of 1,862 Restaurants in Zurich","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d20265928-Reviews-Intermezzo_Buffet_Take_out-Zurich.html","http://www.buckhuser.ch/de/corporate/intermezzo"
"Bederstrasse 77, Zurich 8002 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Swiss","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4334925","false","false","47.36265","8.52751","Leonardo","9","+41 44 432 24 00","","1828","1324","#1,245 of 1,862 Restaurants in Zurich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d4334925-Reviews-Leonardo-Zurich.html","http://www.gelaterialeonardo.ch"
"Sihlstrasse 97, Zurich 8001 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Vietnamese",,,,,,,,,,,"eat@saigon.ch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15709074","false","false","47.37301","8.53268","Restaurant Saigon","2","+41 44 210 05 85","","1828","1317","#1,238 of 1,862 Restaurants in Zurich","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d15709074-Reviews-Restaurant_Saigon-Zurich.html","http://www.saigon.ch"
"Sihlhallenstrasse 3, Zurich 8004 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub",,,,,,,,,,"info@bar-rossi.ch",,,,,,,"1440","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"1560","1020",,,,,"1680","1020",,,,,"1680","1200",,,,,"13368896","false","false","47.37947","8.5272","Bar Rossi","2","+41 43 243 80 25","$$$$","1828","1318","#1,239 of 1,862 Restaurants in Zurich","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d13368896-Reviews-Bar_Rossi-Zurich.html","http://bar-rossi.ch"
"Dufourstrasse 57, Zurich 8008 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19613750","false","false","47.36174","8.54961","Itasia","2","+41 44 516 57 57","","1828","1323","#1,244 of 1,862 Restaurants in Zurich","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d19613750-Reviews-Itasia-Zurich.html","http://itasia.ch/"
"Im Sihlhof 10, Adliswil, Zurich 8134 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"info@hirotakahashi.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3486227","false","false","47.32162","8.52197","Hiro Takahashi","5",,"","1828","1322","#1,243 of 1,862 Restaurants in Zurich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1463437-d3486227-Reviews-Hiro_Takahashi-Adliswil_Zurich.html","http://www.hirotakahashi.com/"
"Heinrichstrasse 245, Zurich 8005 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,"1440","780",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1500","660",,,,,"1620","660",,,,,"1620","780",,,,,"1202472","false","false","47.38838","8.52232","Billiardino","13","+41 43 960 33 33","","1828","1413","#1,328 of 1,862 Restaurants in Zurich","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d1202472-Reviews-Billiardino-Zurich.html","http://www.billiardino.ch"
"Herman-Greulich-Strasse 56, Zurich 8004 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Swiss","European","Central European",,,,,,,,,"info@dasblau.ch","1080","600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1140","600",,,,,"19605610","false","false","47.378475","8.52051","Blau","4","+41 43 243 42 42","$$ - $$$","1828","1408","#1,323 of 1,862 Restaurants in Zurich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d19605610-Reviews-Blau-Zurich.html","http://www.dasblau.ch"
"Bleicherweg 19, Zurich 8002 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Healthy","Fast Food","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,"zh.bleicherweg@deananddavid.ch",,,,,,,"1200","420",,,,,"1200","420",,,,,"1200","420",,,,,"1200","420",,,,,"1020","420",,,,,,,,,,,"7905525","false","false","47.36786","8.535899","dean&david","58","+41 43 222 48 45","$$ - $$$","1828","1412","#1,327 of 1,862 Restaurants in Zurich","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d7905525-Reviews-Dean_david-Zurich.html","http://deananddavid.ch"
"Kreuzstrasse 26, Zurich 8008 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Mexican","Indian","Lebanese","Moroccan","Mediterranean",,,,,,"info@veganvelo.ch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13004595","false","false","47.36285","8.54925","Vegan Velo","2","+41 78 667 33 22","$$ - $$$","1828","1405","#1,320 of 1,862 Restaurants in Zurich","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d13004595-Reviews-Vegan_Velo-Zurich.html","http://www.veganvelo.ch/restaurant/"
"Bahnhofstrasse/Schutzengasse 4, Zurich 8001 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Vegetarian Friendly",,,,,,,,,,"info@oskar-kowalski.ch",,,,,,,"1380","480",,,,,"1380","480",,,,,"1440","480",,,,,"1440","480",,,,,"1440","480",,,,,"1440","540",,,,,"8679089","false","false","47.37637","8.540146","Oskar Kowalski Bar Cafe","30","+41 43 344 82 85","$$ - $$$","1828","1410","#1,325 of 1,862 Restaurants in Zurich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d8679089-Reviews-Oskar_Kowalski_Bar_Cafe-Zurich.html","http://www.oskar-kowalski.ch"
"Museumstrasse 1, Zurich 8001 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","German",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14159660","false","false","47.37818","8.54097","SBB Restaurant Oase","5","+41 44 430 00 83","","1828","1411","#1,326 of 1,862 Restaurants in Zurich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d14159660-Reviews-SBB_Restaurant_Oase-Zurich.html","http://zfv.ch/de/microsites/sbb-restaurant-oase/ueber-uns"
"Bahnhofstrasse 89, Zurich 8001 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,"1080","600",,,,,"1200","405",,,,,"1200","405",,,,,"1200","405",,,,,"1200","405",,,,,"1200","405",,,,,"1200","405",,,,,"15858204","false","false","47.376564","8.539429","Confiserie Bachmann Bahnhofstrasse","43","+41 44 221 97 80","$$ - $$$","1828","1414","#26 of 30 Dessert in Zurich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d15858204-Reviews-Confiserie_Bachmann_Bahnhofstrasse-Zurich.html","http://www.confiserie.ch/de/zuerich-bahnhofstrasse"
"Soodstrasse 63, Adliswil, Zurich 8134 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"restaurant@soodhof.ch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4150304","false","false","47.31979","8.52171","Soodhof","6","+41 43 928 31 32","","1828","1406","#1,321 of 1,862 Restaurants in Zurich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1463437-d4150304-Reviews-Soodhof-Adliswil_Zurich.html",
"Seidengasse 1 Jelmoli AG, Zurich 8001 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,"info@jelmoli.ch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11953064","false","false","47.37424","8.53766","La Bottega","7","+41 44 220 44 11","","1828","1319","#1,240 of 1,862 Restaurants in Zurich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d11953064-Reviews-La_Bottega-Zurich.html","http://www.jelmoli.ch/jelmoli-food-market"
"Albisriederstrasse 181, Zurich 8047 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Greek","Vegetarian Friendly",,,,,,,,,,"gizdangsxr@yahoo.gr","1440","1020",,,,,,,,,,,"840","660","1440","1020",,,"840","660","1440","1020",,,"840","660","1440","1020",,,"840","660","1440","1020",,,"1440","1020",,,,,"2037699","false","false","47.377533","8.498558","Nikos","49","+41 44 432 33 33","$$ - $$$","1828","1316","#1,237 of 1,862 Restaurants in Zurich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d2037699-Reviews-Nikos-Zurich.html","http://www.nikos-taverne.ch/"
"Airport Concourse Zurich Airport ZRH, Airside Center, Zurich 8060 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","European","Vegetarian Friendly",,,,,,,,,"zurich-airport@marche-restaurants.ch","1320","330",,,,,"1320","330",,,,,"1320","330",,,,,"1320","330",,,,,"1320","330",,,,,"1320","330",,,,,"1320","330",,,,,"3524159","false","false","47.451447","8.561081","Marche","56","+41 43 816 65 10","$$ - $$$","1828","1210","#1,141 of 1,862 Restaurants in Zurich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d3524159-Reviews-Marche-Zurich.html","http://www.marche-restaurants.ch"
"Strehlgasse 26, Zurich 8001 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Healthy",,,,,,,,,,,,,,,,,"960","480",,,,,"960","480",,,,,"960","480",,,,,"960","480",,,,,"960","480",,,,,"1020","570",,,,,"12190605","false","false","47.37235","8.54049","Le Cafe enSoie by ViCAFE","4","+41 44 221 95 49","$","1828","1206","#1,137 of 1,862 Restaurants in Zurich","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d12190605-Reviews-Le_Cafe_enSoie_by_ViCAFE-Zurich.html","http://vicafe.ch"
"Schulstrasse 44 Swissôtel, Zurich 8050 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","American",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3642297","false","false","47.41116","8.543709","Starbucks Coffee Shop","36","+41 44 310 29 75","$$ - $$$","1828","1212","#17 of 31 Quick Bites in Zurich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d3642297-Reviews-Starbucks_Coffee_Shop-Zurich.html","http://www.starbucks.com/store/1462/ch/swissotel-oerlikon/schulstrasse-44-zurich-zh-8050/am-marktplatz"
"Wright-Strasse 9, Opfikon, Zurich 8152 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","American","Vegetarian Friendly",,,,,,,,,,"glattpark@starsandstripes.ch","1380","570",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"8071296","false","false","47.420513","8.55882","Stars and Stripes","140","+41 44 810 00 50","$$ - $$$","1828","1214","#1,144 of 1,862 Restaurants in Zurich","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g227102-d8071296-Reviews-Stars_and_Stripes-Opfikon_Zurich.html","http://www.starsandstripes.ch/glattpark/"
"Limmatstrasse 231, Zurich 8005 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Deli",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5724165","false","false","47.38785","8.5265","The Pie Shop","8","+41 43 366 92 52","$","1828","1208","#1,139 of 1,862 Restaurants in Zurich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d5724165-Reviews-The_Pie_Shop-Zurich.html","http://www.pieshop.ch"
"Muellerstrasse 31, Zurich 8004 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Korean",,,,,,,,,,,,,,,,,"840","660","1350","1050",,,"840","660","1350","1050",,,"840","660","1350","1050",,,"840","660","1350","1050",,,"840","660","1380","1050",,,"1380","1050",,,,,"19694692","false","false","47.37467","8.53016","Bibim Shack","4","+41 44 516 66 00","","1828","1213","#1,143 of 1,862 Restaurants in Zurich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d19694692-Reviews-Bibim_Shack-Zurich.html","https://bibimshack.com/"
"Hechtplatz 7, Zurich 8001 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1140114","false","false","47.36831","8.54471","Hechtplatz Sommergarten","7",,"$","1828","1207","#1,138 of 1,862 Restaurants in Zurich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d1140114-Reviews-Hechtplatz_Sommergarten-Zurich.html","http://www.hechtplatz.ch"
"Badenerstrasse 500, Zurich 8048 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"info@restaurantoval.ch",,,,,,,"900","660",,,,,"900","660",,,,,"900","660",,,,,"900","660",,,,,"900","660",,,,,,,,,,,"4268183","false","false","47.38199","8.502509","Restaurant Oval","3","+41 44 496 94 84","","1828","1409","#1,324 of 1,862 Restaurants in Zurich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d4268183-Reviews-Restaurant_Oval-Zurich.html","http://restaurantoval.ch/"
"Laegernstrasse 37, Zurich 8037 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1020","480",,,,,,,,,,,"9580194","false","false","47.39545","8.53177","Sahltimbocca","5","+41 44 350 55 45","$$ - $$$","1828","1209","#1,140 of 1,862 Restaurants in Zurich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d9580194-Reviews-Sahltimbocca-Zurich.html","http://www.sah-zh.ch/sahltimbocca.html"
"Max Frisch Platz 25a, Zurich 8050 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Swiss","European","Grill",,,,,,,,,"info@zumfrischenmax.ch","1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1440","660",,,,,"1440","660",,,,,"17648389","false","false","47.41216","8.543599","Zum frischen Max - Sommergarten","12","+41 76 752 80 83","$$ - $$$","1828","1320","#1,241 of 1,862 Restaurants in Zurich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d17648389-Reviews-Zum_frischen_Max_Sommergarten-Zurich.html","http://www.zumfrischenmax.ch"
"Limmatstrasse 31, Zurich 8005 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Healthy",,,,,,,,,,,"hello@rubyrambo.ch",,,,,,,"870","420",,,,,"870","420",,,,,"870","420",,,,,"870","420",,,,,"870","420",,,,,"960","570",,,,,"17727935","false","false","47.38114","8.536157","Ruby Rambo","2",,"$","1828","1325","#1,246 of 1,862 Restaurants in Zurich","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d17727935-Reviews-Ruby_Rambo-Zurich.html","http://www.rubyrambo.ch/"
"Heinrichstrasse 262, Zurich 8005 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","International",,,,,,,,,,,"info@4akt.ch",,,,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1560","600",,,,,"1560","600",,,,,"1440","900",,,,,"2093623","false","false","47.38953","8.52179","4. Akt Restaurant & Bar","27","+41 44 271 03 68","$$ - $$$","1828","1327","#1,248 of 1,862 Restaurants in Zurich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d2093623-Reviews-4_Akt_Restaurant_Bar-Zurich.html","http://www.4akt.ch/"
"Sonneggstrasse 2, Zurich 8006 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Middle Eastern",,,,,,,,,,,,,,,,,,"1110","600",,,,,"1110","600",,,,,"1110","600",,,,,"1110","600",,,,,"960","600",,,,,"900","660",,,,,"1319343","false","false","47.37845","8.54781","Uni Falafel","5",,"$","1828","1330","#1,251 of 1,862 Restaurants in Zurich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d1319343-Reviews-Uni_Falafel-Zurich.html",
"Affolternstrasse 56, Zurich 8050 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1213660","false","false","47.41091","8.54068","Cityport","10","+41 44 315 58 80","$","1828","1333","#1,254 of 1,862 Restaurants in Zurich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d1213660-Reviews-Cityport-Zurich.html","http://zfv.ch/de/microsites/restaurant-cityport"
"Raemistrasse 7, Zurich 8001 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,"info@caffebellavista.com",,,,,,,"1440","420",,,,,"1440","420",,,,,"1440","420",,,,,"1440","420",,,,,"1560","420",,,,,"1560","420",,,,,"3584254","false","false","47.368","8.54594","Caffe Bellavista","13","+41 43 268 53 00","$$ - $$$","1828","1326","#1,247 of 1,862 Restaurants in Zurich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d3584254-Reviews-Caffe_Bellavista-Zurich.html","http://www.caffebellavista.com/"
"Zollikerstrasse 6, Zurich 8008 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Swiss","Bar","Mediterranean","European","Pub",,,,,,,"reservation@chalet-gipfeltreff.ch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13511160","false","false","47.363937","8.554564","Restaurant Gipfeltreff","3","+41 79 374 09 93","$$ - $$$","1828","1331","#1,252 of 1,862 Restaurants in Zurich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d13511160-Reviews-Restaurant_Gipfeltreff-Zurich.html","http://www.chalet-gipfeltreff.ch"
"Nordstrasse 223, Zurich 8037 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,"810","630","1320","1020",,,"810","630","1320","1020",,,"810","630","1320","1020",,,"810","630","1320","1020",,,"1320","720",,,,,"1320","1020",,,,,"10627081","false","false","47.39362","8.52863","Eatalian","3","+41 44 577 52 10","","1828","1329","#1,250 of 1,862 Restaurants in Zurich","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d10627081-Reviews-Eatalian-Zurich.html","http://www.eatalian-zuerich-nordstrasse.ch"
"Bleicherweg 44, Zurich 8002 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Turkish",,,,,,,,,,,"info@happy-chef.ch",,,,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1140","660",,,,,"12320809","false","false","47.36797","8.53508","HappyChef/Gourmet Kebab","8","+41 44 201 26 86","","1828","1205","#1,136 of 1,862 Restaurants in Zurich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d12320809-Reviews-HappyChef_Gourmet_Kebab-Zurich.html","https://www.facebook.com/HappyChefGourmet-Kebab-260422521046134/"
"Loewenstrasse 29, Zurich 8001 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian",,,,,,,,,"info@takano.ch",,,,,,,"840","690","1380","1080",,,"840","690","1380","1080",,,"840","690","1380","1080",,,"840","690","1380","1080",,,"840","690","1380","1080",,,"1380","690",,,,,"3741118","false","false","47.37476","8.53576","Takano City","56","+41 44 463 22 28","$$ - $$$","1828","1334","#1,255 of 1,862 Restaurants in Zurich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d3741118-Reviews-Takano_City-Zurich.html","http://www.takano.ch"
