"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"103 rue Ney, 69006 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Thai",,,,,,,,,,,,,,,"900","690","1320","1140",,,"900","690","1320","1140",,,"900","690",,,,,"900","690","1320","1140",,,"900","690","1320","1140",,,,,,,,,"1751001","false","false","45.763824","4.856256","O Pad Thai","57","+33 9 52 52 61 98","$","2669","752","#718 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d1751001-Reviews-O_Pad_Thai-Lyon_Rhone_Auvergne_Rhone_Alpes.html","https://fr-fr.facebook.com/pages/%C3%94-Pad-Tha%C3%AF/219295034759640"
"20 rue Pasteur, 69007 Lyon France","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,"restaurant","Asian","Vietnamese","Vegetarian Friendly",,,,,,,,"870","720","1350","1140",,,,,,,,,,,,,,,"1350","1140",,,,,"1350","1140",,,,,"1350","1140",,,,,"870","720","1350","1140",,,"718682","false","false","45.75444","4.84084","Jonque d'Or","112","+33 4 78 72 39 43","$","2669","756","#721 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d718682-Reviews-Jonque_d_Or-Lyon_Rhone_Auvergne_Rhone_Alpes.html",
"141 rue Sebastien Gryphe, 69007 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,"1110","690",,,,,"1110","690",,,,,"1110","690",,,,,"1110","690",,,,,"1110","690",,,,,"8864856","false","false","45.74758","4.838519","MaMi Coffee Shop","29","+33 9 50 16 81 67","$$ - $$$","2669","759","#723 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d8864856-Reviews-MaMi_Coffee_Shop-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.mamicoffee.fr"
"26 cours Suchet, 69002 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Vegetarian Friendly",,,,,,,,"contact@pointnomme.com","1080","690",,,,,"1080","690",,,,,"1410","690",,,,,"1410","690",,,,,"1410","690",,,,,"1440","690",,,,,"1440","900",,,,,"13279802","false","false","45.74708","4.823155","Point Nomme","29","+33 9 87 10 34 32","$$ - $$$","2669","751","#717 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d13279802-Reviews-Point_Nomme-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.pointnomme.com"
"3 Cour Saint Henri Grand Hotel Dieu, 69002 Lyon France","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Bar",,,,,,,,,"info@legrandrefectoire.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1260","1020",,,,,"1260","1020",,,,,"15529258","false","false","45.758873","4.836419","L'Officine","39","+33 4 72 41 84 96","$$ - $$$","2669","755","#16 of 58 Bars & Pubs in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d15529258-Reviews-L_Officine-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://legrandrefectoire.com/paniers-canailles/"
"37 rue de la Thibaudiere Proximité place Saint-Louis, métro Saxe-Gambetta, 69007 Lyon France","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,"840","720","1320","1140",,,"840","720","1320","1140",,,"840","720","1320","1140",,,"840","720","1350","1140",,,"840","720","1350","1140",,,"11959561","false","false","45.7501","4.84593","La Lambretta","88","+33 4 37 28 21 44","$$ - $$$","2669","754","#720 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d11959561-Reviews-La_Lambretta-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.pizzeria-lalambretta.fr/"
"39 avenue Lacassagne, 69003 Lyon France","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","Indian","Pakistani","Vegetarian Friendly",,,,,,,"noormahal.restaurant@gmail.com","870","720","1380","1140",,,,,,,,,"840","720","1350","1140",,,"840","720","1350","1140",,,"840","720","1350","1140",,,"840","720","1380","1140",,,"870","720","1380","1140",,,"12686026","false","false","45.75372","4.868185","Noor Mahal","50","+33 9 51 99 94 05","$$ - $$$","2669","769","#731 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d12686026-Reviews-Noor_Mahal-Lyon_Rhone_Auvergne_Rhone_Alpes.html","https://www.facebook.com/noormahal.restaurant/"
"13 rue du Port du Temple, 69002 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Healthy","Middle Eastern","Moroccan","Algerian","Dining bars",,,,"ohcouscouslyon@gmail.com","1350","1110",,,,,"870","690","1350","1110",,,"870","690","1350","1110",,,"870","690","1350","1110",,,"870","690","1350","1110",,,"870","690","1350","1110",,,"870","690","1350","1110",,,"18930236","false","false","45.76069","4.832409","Oh couscous","38","+33 9 86 60 51 75","$$ - $$$","2669","761","#725 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d18930236-Reviews-Oh_couscous-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.ohcouscous.net/"
"17 rue Claudia, 69002 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,"virgadauro@yahoo.it",,,,,,,,,,,,,"840","720","1320","1140",,,"840","720","1320","1140",,,"840","720","1320","1140",,,"840","720","1320","1140",,,"840","720","1320","1140",,,"19183309","false","false","45.764175","4.837611","Roma Capitale","19","+33 6 08 73 30 58","$$ - $$$","2669","767","#730 of 2,792 Restaurants in Lyon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d19183309-Reviews-Roma_Capitale-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.roma-capitale-lyon.fr"
"3 rue Saint Georges, 69005 Lyon France","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,"restaurant","American","Barbecue","Grill",,,,,,,"newworldsmokebbq@gmail.com","900","720","1260","1140",,,,,,,,,,,,,,,"840","720","1320","1140",,,"840","720","1320","1140",,,"840","720","1380","1140",,,"840","720","1380","1140",,,"11928008","false","false","45.75916","4.825535","The New World Smoke","88","+33 4 78 82 17 15","$$ - $$$","2669","766","#729 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d11928008-Reviews-The_New_World_Smoke-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.facebook.com/The-New-World-Smoke-1576638675999157/"
"16 rue de la Favorite, 69005 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Brew Pub","Vegetarian Friendly",,,,,,,"favbrewpub@gmail.com","1380","600",,,,,"900","600","1380","1020",,,"900","600","1380","1020",,,"900","600","1380","1020",,,"900","600","1380","1020",,,"900","600","1380","1020",,,"1380","600",,,,,"16904413","false","false","45.75781","4.81183","Fav","29","+33 4 78 35 61 32","$$ - $$$","2669","763","#727 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d16904413-Reviews-Fav-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.facebook.com/favpub"
"17 Rue du Dr Bouchut, 69003 Lyon France","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,"crepeatlyon@gmail.com",,,,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"13486566","false","false","45.7599","4.85531","Crep'eat","47","+33 7 78 79 59 34","$$ - $$$","2669","768","#18 of 56 Quick Bites in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d13486566-Reviews-Crep_eat-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://crepeat.com/"
"21 rue du Garet, 69001 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Neapolitan","Campania","Southern-Italian",,,,,,"900","720","1350","1140",,,"855","720","1365","1170",,,"855","720","1365","1170",,,"855","720","1365","1170",,,"855","720","1365","1170",,,"855","720","1365","1170",,,"900","720","1380","1140",,,"18452946","false","false","45.76622","4.836886","Pizzeria NAPL","80","+33 7 67 99 50 93","$$ - $$$","2669","765","#728 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d18452946-Reviews-Pizzeria_NAPL-Lyon_Rhone_Auvergne_Rhone_Alpes.html",
"26 B rue Masaryk, 69009 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Contemporary","French",,,,,,,,"contact@guillaumeflochon.fr","780","480",,,,,,,,,,,"1170","480",,,,,"1170","480",,,,,"1170","480",,,,,"1170","480",,,,,"1170","480",,,,,"10202128","false","false","45.779083","4.805182","Patisserie Chocolaterie Flochon","38","+33 4 78 83 72 75","$$ - $$$","2669","764","#6 of 32 Bakeries in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d10202128-Reviews-Patisserie_Chocolaterie_Flochon-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://patissier-chocolatier-lyon.fr/"
"3 rue Stella, 69002 Lyon France","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,"restaurant","Italian","Pizza","European",,,,,,,,,,,,,,,,,,,,"870","720","1380","1140",,,"870","720","1380","1140",,,"870","720","1440","1140",,,"870","720","1440","1140",,,"870","720","1440","1140",,,"2371102","false","false","45.760735","4.836262","Stella d'Oro","115","+33 4 78 37 60 81","$$ - $$$","2669","770","#732 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d2371102-Reviews-Stella_d_Oro-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.lyonresto.com/restaurant-Lyon/restaurant-Stella-d-oro-Lyon/restaurant-Stella-d-oro-Lyon-4454.html"
"38 rue de Bourgogne, 69009 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Brazilian","South American",,,,,,,,"Snackbrasil@hotmail.com","1230","660",,,,,"870","660","1350","1080",,,"870","660","1350","1080",,,,,,,,,"870","660","1350","1080",,,"870","660","1350","1080",,,"1350","660",,,,,"20983015","false","false","45.7324","4.835571","Snack Brasil","18","+33 9 52 71 74 22","$$ - $$$","2669","762","#726 of 2,792 Restaurants in Lyon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d20983015-Reviews-Snack_Brasil-Lyon_Rhone_Auvergne_Rhone_Alpes.html","https://www.facebook.com/Snack-Brasil-Lyon-116126906620916/"
"23 quai Victor Augagneur, 69003 Lyon France","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","French","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7356030","false","false","45.75815","4.840704","Cafe du Rhone","83","+33 4 78 60 88 04","$$ - $$$","2669","779","#741 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d7356030-Reviews-Cafe_du_Rhone-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.facebook.com/cafedurhone"
"23 rue de Conde, 69002 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","French",,,,,,,,"bistrot@frazarin.com",,,,,,,,,,,,,"1260","690",,,,,"1260","690",,,,,"1260","690",,,,,"1260","690",,,,,"1260","690",,,,,"23110895","false","false","45.75134","4.829659","Frazarin","16","+33 9 82 39 92 73","$$ - $$$","2669","778","#740 of 2,792 Restaurants in Lyon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d23110895-Reviews-Frazarin-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://frazarin.com/"
"20 rue Cardinal Gerlier, 69005 Lyon France","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,,"900","660",,,,,"870","720",,,,,"1290","720",,,,,"1290","720",,,,,"1290","720",,,,,"1290","720",,,,,"1290","1170",,,,,"12377381","false","false","45.759518","4.825492","Papa Duck","107","+33 4 78 36 73 85","$$ - $$$","2669","780","#742 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d12377381-Reviews-Papa_Duck-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.papaduck.fr/"
"2 place Antoine Jutard, 69003 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","American","Bar","European","Vegetarian Friendly",,,,,,"communication@ninkasi.fr","1440","480",,,,,"1440","480",,,,,"1440","480",,,,,"1500","480",,,,,"1500","480",,,,,"1500","480",,,,,"1440","480",,,,,"5797444","false","false","45.756226","4.840952","Ninkasi Guillotiere","376","+33 4 78 95 04 95","$","2669","776","#738 of 2,792 Restaurants in Lyon","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d5797444-Reviews-Ninkasi_Guillotiere-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.ninkasi.fr"
"26 quai Victor Augagneur, 69003 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Thai","Vietnamese","Asian","Vegetarian Friendly",,,,,"contact@mendo.fr",,,,,,,,,,,,,"870","720","1380","1140",,,"870","720","1380","1140",,,"870","720","1380","1140",,,"870","720","1380","1140",,,"1380","720",,,,,"719765","false","false","45.757675","4.840744","Mendo","305","+33 4 88 91 95 28","$$ - $$$","2669","774","#736 of 2,792 Restaurants in Lyon","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d719765-Reviews-Mendo-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.mendo.fr/"
"3 rue Romarin, 69001 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Cafe","Healthy","Vegetarian Friendly",,,,,,"info@tome-cafe.com",,,,,,,"810","690",,,,,"810","690",,,,,"810","690",,,,,"810","690",,,,,"810","690",,,,,,,,,,,"15141052","false","false","45.769352","4.83556","Tome","25","+33 4 78 72 86 61","$","2669","771","#733 of 2,792 Restaurants in Lyon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d15141052-Reviews-Tome-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.tome-cafe.com"
"6 rue des Macchabees, 69005 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,"labandeagnafron@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7997640","false","false","45.75615","4.81709","La Bande A Gnafron","37","+33 4 72 57 40 30","$$ - $$$","2669","773","#735 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d7997640-Reviews-La_Bande_A_Gnafron-Lyon_Rhone_Auvergne_Rhone_Alpes.html","https://www.facebook.com/pages/La-Bande-A-Gnafron/742686269155406"
"255 cours la Fayette, 69006 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Vietnamese","Vegetarian Friendly",,,,,,,,,,,,,,"840","690","1320","1140",,,"840","690","1320","1140",,,"840","690","1320","1140",,,"840","690","1320","1140",,,"840","690","1320","1140",,,,,,,,,"1326320","false","false","45.76381","4.86455","Rizpai","41","+33 4 72 83 72 72","$","2669","772","#734 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d1326320-Reviews-Rizpai-Lyon_Rhone_Auvergne_Rhone_Alpes.html",
"123 rue de Gerland, 69007 Lyon France","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","French","Bar","European","Pub","Diner","Wine Bar",,,,"rafougilet974@gmail.com",,,,,,,"870","540",,,,,"870","540",,,,,"870","540","1260","1080",,,"870","540","1260","1080",,,"870","540","1260","1080",,,,,,,,,"1332444","false","false","45.73416","4.83956","Le Fleurie","72","+33 4 78 72 64 32","$$ - $$$","2669","777","#739 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d1332444-Reviews-Le_Fleurie-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://le-fleurie.zenchef.com"
"163 rue de Crequi, 69003 Lyon France","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","French","European","Wine Bar",,,,,,,"lareserve53@orange.fr",,,,,,,"1290","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,,,,,,,"8389348","false","false","45.762943","4.847201","La Reserve","52","+33 4 78 62 34 72","$$ - $$$","2669","775","#737 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d8389348-Reviews-La_Reserve-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://restaurant-lareserve.fr"
"7 quai de la Pecherie, 69001 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Peruvian","Argentinean","Chilean",,,,,,,"lempanaderialyon@gmail.com",,,,,,,,,,,,,"870","720","1350","1170",,,"870","720","1350","1170",,,"870","720","1350","1170",,,"900","720","1380","1170",,,"900","720","1380","1170",,,"17416740","false","false","45.7658","4.831064","L'Empanaderia","20","+33 9 82 40 71 93","$$ - $$$","2669","781","#743 of 2,792 Restaurants in Lyon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d17416740-Reviews-L_Empanaderia-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.facebook.com/lempanaderia"
"82 rue Bechevelin, 69007 Lyon France","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","French","European",,,,,,"lesaintlaurent69007@gmail.com",,,,,,,"1275","1125",,,,,"1275","1125",,,,,"1275","1125",,,,,"1275","1125",,,,,"1275","1125",,,,,"1275","1125",,,,,"5965382","false","false","45.74865","4.83884","Le Saint Laurent","77","+33 4 78 58 39 40","$$ - $$$","2669","783","#745 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d5965382-Reviews-Le_Saint_Laurent-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://lesaintlaurent.business.site"
"8 rue de la Navigation, 69009 Lyon France","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","French","American",,,,,,,,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"14200930","false","false","45.788174","4.812728","Ninkasi Vaise","150","+33 4 78 28 37 74","$$ - $$$","2669","782","#744 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d14200930-Reviews-Ninkasi_Vaise-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.ninkasi.fr/lieux/vaise.html"
"9 rue Justin Godart, 69004 Lyon France","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,,,,,,,,"1500","1200",,,,,"1500","1200",,,,,"1500","1200",,,,,"1500","1200",,,,,"1500","1200",,,,,"1500","1200",,,,,"1309067","false","false","45.77596","4.835992","Mon Pere etait limonadier","100","+33 4 78 30 93 10","$$ - $$$","2669","788","#750 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d1309067-Reviews-Mon_Pere_etait_limonadier-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.papalimo.com"
"72 rue Saint Georges, 69005 Lyon France","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,,,,,,,,,,,,,,"870","720","1410","1170",,,"870","720","1410","1170",,,"870","720","1410","1170",,,"870","720","1410","1170",,,,,,,,,"3749798","false","false","45.757046","4.824642","Le Petit Carre","71","+33 4 78 37 89 62","$$ - $$$","2669","790","#752 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d3749798-Reviews-Le_Petit_Carre-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.restaurantlepetitcarre.fr"
"83 rue Boileau, 69006 Lyon France","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","Spanish",,,,,,,,,"info@pepitobellota.es",,,,,,,,,,,,,"1410","1050",,,,,"1410","1050",,,,,"1410","1050",,,,,"1440","660",,,,,"1440","660",,,,,"13100228","false","false","45.768707","4.849129","Pepito Bellota","72","+33 4 78 41 67 01","$$ - $$$","2669","785","#747 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d13100228-Reviews-Pepito_Bellota-Lyon_Rhone_Auvergne_Rhone_Alpes.html","https://www.facebook.com/PepitoBellota/"
"96 route de Genas, 69003 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","European","Neapolitan","Campania","Southern-Italian","Mediterranean",,,"litalianovero.lyon@gmail.com","870","720","1380","1140",,,"870","720","1380","1140",,,"870","720","1380","1140",,,,,,,,,"870","720","1380","1140",,,"870","720","1380","1140",,,"870","720","1380","1140",,,"7084601","false","false","45.754333","4.887196","L'Italiano Vero","212","+33 4 78 54 54 54","$$ - $$$","2669","787","#749 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d7084601-Reviews-L_Italiano_Vero-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.facebook.com/LItaliano-Vero-636500069790748/"
"11 rue des Marronniers, 69002 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Diner","Wine Bar","Street Food","European",,,,,,"degipa@club-internet.fr","840","720","1380","1140",,,"840","720","1380","1140",,,"840","720","1380","1140",,,"840","720","1380","1140",,,"840","720","1380","1140",,,"840","720","1380","1140",,,"840","720","1380","1140",,,"1743855","false","false","45.756756","4.834656","Chabert & Fils","1053","+33 4 78 37 01 94","$$ - $$$","2669","789","#751 of 2,792 Restaurants in Lyon","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d1743855-Reviews-Chabert_Fils-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.chabertrestaurant.fr/"
"3 Place des Tapis, 69004 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Bar","European",,,,,,,,"1440","360",,,,,"1440","360",,,,,"1440","360",,,,,"1440","360",,,,,"1440","360",,,,,"1440","360",,,,,"1440","360",,,,,"17422059","false","false","45.774925","4.829738","Comptoir Simone","110","+33 4 72 08 93 36","$$ - $$$","2669","784","#746 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d17422059-Reviews-Comptoir_Simone-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.comptoir-simone.fr"
"31 cours Franklin Roosevelt, 69006 Lyon France","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","French","European",,,,,,,,"reservation@le-rivegauche.fr","1200","480",,,,,"1200","420",,,,,"1380","420",,,,,"1380","420",,,,,"1440","420",,,,,"1440","420",,,,,"1440","480",,,,,"1916260","false","false","45.769142","4.847265","Le Rive Gauche","150","+33 4 78 89 51 21","$$ - $$$","2669","786","#748 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d1916260-Reviews-Le_Rive_Gauche-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.le-rivegauche.fr"
"126 rue de Seze, 69006 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Korean",,,,,,,,,,,,,,,"870","720",,,,,"870","720","1320","1140",,,,,,,,,"870","720","1320","1140",,,"870","720","1320","1140",,,"1320","1140",,,,,"18187035","false","false","45.769035","4.856603","Sinabro","19","+33 4 78 52 74 34","$$ - $$$","2669","791","#753 of 2,792 Restaurants in Lyon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d18187035-Reviews-Sinabro-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.facebook.com/sinabro.lyon/"
"7 boulevard des Brotteaux, 69006 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Wine Bar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3254282","false","false","45.768864","4.857359","Les Domaines Qui Montent","52","+33 4 78 24 54 22","$$ - $$$","2669","793","#755 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d3254282-Reviews-Les_Domaines_Qui_Montent-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.lesdomainesquimontent-lyon.fr"
"41 rue Franklin, 69002 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,"mercredibiscuiterie@gmail.com","1080","840",,,,,,,,,,,"1140","690",,,,,"1140","690",,,,,"1140","690",,,,,"1140","690",,,,,"1140","690",,,,,"15206581","false","false","45.75221","4.830182","Mercredi Biscuiterie","21","+33 4 72 64 02 98","$$ - $$$","2669","798","#759 of 2,792 Restaurants in Lyon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d15206581-Reviews-Mercredi_Biscuiterie-Lyon_Rhone_Auvergne_Rhone_Alpes.html","https://www.facebook.com/mercredibiscuiterie/"
