"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Campo de Santa Clara 85 Panteão Nacional, Lisbon 1100-471 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Portuguese","Wine Bar","Dining bars",,,,,,,,,,"santaclaramixcaffe@gmail.com","1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"15266290","false","false","38.714767","-9.125649","Santa Clara Mix Caffe","21","+351 21 886 2800","$","4829","1457","#1,338 of 4,921 Restaurants in Lisbon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d15266290-Reviews-Santa_Clara_Mix_Caffe-Lisbon_Lisbon_District_Central_Portugal.html","http://santa-clara-mix-cafe.business.site/"
"Av 24 De Julho 1200 Mercado da Ribeira, Lisbon Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"12539473","false","false","38.70717","-9.145899","Henrique Sa Pessoa Food Corner","137","+351 21 816 6590","$$ - $$$","4829","1455","#33 of 67 Quick Bites in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d12539473-Reviews-Henrique_Sa_Pessoa_Food_Corner-Lisbon_Lisbon_District_Central_Portugal.html",
"Rue Da Bempostinha, Lisbon Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Portuguese","European","Vegetarian Friendly",,,,,,,,,,,,"900","720","1320","1140",,,"900","720","1320","1140",,,"900","720","1320","1140",,,"900","720","1320","1140",,,"900","720","1320","1140",,,"900","720","1320","1140",,,"900","720","1320","1140",,,"3774568","false","false","38.722355","-9.138258","Coutada","48","+351 21 885 2054","$","4829","1453","#1,335 of 4,921 Restaurants in Lisbon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d3774568-Reviews-Coutada-Lisbon_Lisbon_District_Central_Portugal.html",
"Rua de Sao Nicolau 51, Lisbon 1100-547 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Portuguese","Latin","Spanish","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,"campesinasa@gmail.com","1020","420",,,,,"1350","420",,,,,"1350","420",,,,,"1350","420",,,,,"1350","420",,,,,"1350","420",,,,,"1020","420",,,,,"3922471","false","false","38.710358","-9.137169","a Campesina","143","+351 919 207 089","$","4829","1114","#1,025 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d3922471-Reviews-A_Campesina-Lisbon_Lisbon_District_Central_Portugal.html",
"Jardim Botanico da Ajuda Calçada do Galvão, Lisbon Portugal","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Portuguese","Vegetarian Friendly",,,,,,,,,,,"900","720",,,,,"900","720",,,,,"900","720",,,,,"900","720",,,,,"900","720",,,,,"900","720",,,,,"900","720",,,,,"2372210","false","false","38.70692","-9.20185","Estufa Real","94","+351 21 361 9400","$$$$","4829","1454","#1,336 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d2372210-Reviews-Estufa_Real-Lisbon_Lisbon_District_Central_Portugal.html","http://www.estufareal.com"
"Praca David Leandro da Silva 5, Lisbon 1950-064 Portugal","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Vegetarian Friendly","Gluten Free Options","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13415370","false","false","38.742466","-9.102104","Refeitorio do Senhor Abel","77","+351 21 868 8023","$$ - $$$","4829","1265","#1,163 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d13415370-Reviews-Refeitorio_do_Senhor_Abel-Lisbon_Lisbon_District_Central_Portugal.html","http://refeitorio-do-senhor-abel.negocio.site"
"Avenida Duque de Avila 22, Lisbon 1000-141 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Portuguese","Vegetarian Friendly",,,,,,,,,,,,,,,"1380","420",,,,,"1380","420",,,,,"1380","420",,,,,"1380","420",,,,,"1380","420",,,,,"1380","420",,,,,"4082483","false","false","38.735302","-9.14401","Super Chefe","87","+351 21 314 1024","$","4829","1451","#1,333 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d4082483-Reviews-Super_Chefe-Lisbon_Lisbon_District_Central_Portugal.html",
"Rua do Capelao | Largo da Severa Largo da Severa, N 2/2B, Lisbon 1100-588 Portugal","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","Portuguese","Mediterranean","European","Healthy","Vegetarian Friendly","Gluten Free Options",,,,,,,,"mariadamouraria@gmail.com","1560","1200",,,,,,,,,,,,,,,,,"1560","1200",,,,,"1560","1200",,,,,"1560","1200",,,,,"1560","1200",,,,,"6999620","false","false","38.7162","-9.134428","Maria da Mouraria - Casa de Fados","190","+351 21 886 0165","$$ - $$$","4829","1113","#1,024 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d6999620-Reviews-Maria_da_Mouraria_Casa_de_Fados-Lisbon_Lisbon_District_Central_Portugal.html","http://www.mariadamouraria.pt/"
"Rua General Taborda, Lisbon 1070-138 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Portuguese","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6578755","false","false","38.728874","-9.1639","Restaurant Cantinho Do Alfredo","40","+351 21 388 2662","$","4829","1120","#1,030 of 4,921 Restaurants in Lisbon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d6578755-Reviews-Restaurant_Cantinho_Do_Alfredo-Lisbon_Lisbon_District_Central_Portugal.html",
"Rua de Sao Marcal 88 94, Lisbon 1200-421 Portugal","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Portuguese","Vegetarian Friendly",,,,,,,,,,"infofreicontente@gmail.com",,,,,,,"1440","1170",,,,,"1440","1170",,,,,"1440","1170",,,,,"1440","1170",,,,,"1500","1170",,,,,"1500","1170",,,,,"2650301","false","false","38.715027","-9.150967","Frei Contente","201","+351 918 390 772","$$ - $$$","4829","1119","#1,029 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d2650301-Reviews-Frei_Contente-Lisbon_Lisbon_District_Central_Portugal.html","http://www.freicontente.com"
"Rua da Trindade 13, Lisbon 1200-467 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10643243","false","false","38.711792","-9.141953","Magnum","68",,"$$ - $$$","4829","1219","#64 of 173 Dessert in Lisbon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d10643243-Reviews-Magnum-Lisbon_Lisbon_District_Central_Portugal.html","http://www.magnumicecream.com/uk/home.html"
"Praca da Figueira 10 A, Lisbon 1100-241 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,"Dir.hamburgueriadabaixa@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15344638","false","false","38.71377","-9.137644","Hamburgueria da Baixa","24","+351 927 386 154","$","4829","1452","#1,334 of 4,921 Restaurants in Lisbon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d15344638-Reviews-Hamburgueria_da_Baixa-Lisbon_Lisbon_District_Central_Portugal.html","http://Www.hamburgueriadabaixa.com"
"Rua da Palmeira 23, Lisbon 1200-311 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Healthy","Wine Bar","Cafe","Vegetarian Friendly","Vegan Options",,,,,,,,"seagullmethod@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17785583","false","false","38.714672","-9.149963","Seagull Method Cafe","38","+351 21 342 1232","$$ - $$$","4829","1115","#1,026 of 4,921 Restaurants in Lisbon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d17785583-Reviews-Seagull_Method_Cafe-Lisbon_Lisbon_District_Central_Portugal.html",
"Rua do Embaixador 149 Belem, Lisbon 1300-216 Portugal","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese","Cafe","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12533878","false","false","38.697544","-9.199246","Versailles Belem","80","+351 21 354 6340","$$ - $$$","4829","1118","#59 of 173 Dessert in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d12533878-Reviews-Versailles_Belem-Lisbon_Lisbon_District_Central_Portugal.html",
"R. Rodrigues de Faria 105, Lisbon 1300-501 Portugal","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Portuguese","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"info@restauranteapraca.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7179062","false","false","38.703022","-9.178894","Restaurante A Praca","700","+351 21 099 1792","$$ - $$$","4829","770","#709 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d7179062-Reviews-Restaurante_A_Praca-Lisbon_Lisbon_District_Central_Portugal.html","http://www.facebook.com/restauranteapraca"
"Avenida Duque de Avila 47A, Lisbon 1000-139 Portugal","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","European","Spanish","Bar","Pub","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8746013","false","false","38.73534","-9.142279","100 Montaditos","238","+351 21 346 0372","$","4829","1085","#25 of 67 Quick Bites in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d8746013-Reviews-100_Montaditos-Lisbon_Lisbon_District_Central_Portugal.html","http://spain.100montaditos.com"
"Largo da Graca n0 14, Lisbon 1170-165 Portugal","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Portuguese","Vegetarian Friendly",,,,,,,,,,,,"1200","450",,,,,"1200","450",,,,,"1200","450",,,,,"1200","450",,,,,"1380","450",,,,,"1380","450",,,,,"1380","450",,,,,"6894932","false","false","38.718006","-9.129939","A Padaria Portuguesa","133","+351 21 888 6083","$","4829","1082","#25 of 72 Bakeries in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d6894932-Reviews-A_Padaria_Portuguesa-Lisbon_Lisbon_District_Central_Portugal.html","http://www.apadariaportuguesa.pt/"
"Avenida 5 de Outubro 36 - D, Lisbon 1050-057 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Brazilian","Portuguese",,,,,,,,,,,,"botecodonaluzia@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17339136","false","false","38.735382","-9.147018","Boteco dona luzia","55","+351 21 242 4371","$$ - $$$","4829","1116","#1,027 of 4,921 Restaurants in Lisbon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d17339136-Reviews-Boteco_dona_luzia-Lisbon_Lisbon_District_Central_Portugal.html","http://botecodonaluzia.com"
"R. do Norte 11, Lisbon 1200-283 Portugal","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Portuguese",,,,,,,,,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"6851952","false","false","38.760494","-9.189686","Paco de Carnide","185","+351 21 716 1144","$$ - $$$","4829","762","#702 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d6851952-Reviews-Paco_de_Carnide-Lisbon_Lisbon_District_Central_Portugal.html","https://www.facebook.com/pages/Pa%C3%A7o-de-Carnide/288142191229644?sk=info"
"Avenida Dom Joao II 27 Tivoli Oriente Lisboa Hotel - Parque das Nacoes, Lisbon 1990-084 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Bar","International","Pub",,,,,,,,,,"oriente@tivolihotels.com","960","750","1440","1170",,,"930","720","1440","1170",,,"930","720","1440","1170",,,"930","720","1440","1170",,,"930","720","1500","1170",,,"930","720","1500","1170",,,"930","750","1440","1170",,,"15694880","false","false","38.76661","-9.09819","Guilty","96","+351 21 098 8597","$$ - $$$","4829","1088","#1,001 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d15694880-Reviews-Guilty-Lisbon_Lisbon_District_Central_Portugal.html","http://www.tivolihotels.com/pt/tivoli-oriente/restaurants"
"Calcada da Estrela 193, Lisbon 1200-663 Portugal","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","Mediterranean","European","Portuguese",,,,,,,,,,,,,,,,,,"1350","540",,,,,"1350","540",,,,,"1350","540",,,,,"1350","540",,,,,"1350","540",,,,,"1350","540",,,,,"2266460","false","false","38.71303","-9.158417","O Lavrador","181","+351 21 396 1807","$","4829","761","#701 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d2266460-Reviews-O_Lavrador-Lisbon_Lisbon_District_Central_Portugal.html",
"Rua dos Sapateiros 220, Lisbon 1100-581 Portugal","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012",,,,,,,,,,,,,,,,,"restaurant","Seafood","Mediterranean","European","Portuguese",,,,,,,,,,,,,,,,,"900","720","1320","1140",,,"900","720","1320","1140",,,"900","720","1320","1140",,,"900","720","1320","1140",,,"900","720","1320","1140",,,"900","720","1320","1140",,,"1192805","false","false","38.712612","-9.138861","A Licorista O Bacalhoeiro","1736","+351 21 343 1415","$","4829","767","#706 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d1192805-Reviews-A_Licorista_O_Bacalhoeiro-Lisbon_Lisbon_District_Central_Portugal.html","https://www.facebook.com/Licorista-e-o-Bacalhoeiro-190553690975983/"
"Rua do 4 de Infantaria 29D, Lisbon 1350-268 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Belgian","Seafood","European",,,,,,,,,,,"info@moules.pt","1430","719",,,,,"1430","719",,,,,"1430","719",,,,,"1430","719",,,,,"1430","719",,,,,"1430","719",,,,,"1430","719",,,,,"6632958","false","false","38.718643","-9.165105","Moules & Beer","230","+351 21 386 0046","$$ - $$$","4829","1084","#998 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d6632958-Reviews-Moules_Beer-Lisbon_Lisbon_District_Central_Portugal.html","http://www.moules.pt"
"Largo da Anunciada 1 Rua Portas S. Antao, Lisbon 1150-048 Portugal","Certificate of Excellence 2020","2020","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","Portuguese","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,,"geral@leitariaanunciada.com","1380","510",,,,,"1380","510",,,,,"1380","510",,,,,"1380","510",,,,,"1380","510",,,,,"1380","510",,,,,"1380","510",,,,,"3982539","false","false","38.71777","-9.141861","Leitaria da Anunciada","212","+351 21 342 4417","$","4829","1090","#1,003 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d3982539-Reviews-Leitaria_da_Anunciada-Lisbon_Lisbon_District_Central_Portugal.html","http://www.leitariaanunciada.com"
"Calcada de Sao Vicente 54-56-58, Lisbon 110-571 Portugal","Certificate of Excellence 2020","2020","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,"restaurant","Seafood","Mediterranean","Portuguese","European",,,,,,,,,,,"1350","480",,,,,"1350","480",,,,,"1350","480",,,,,"1350","480",,,,,"1350","480",,,,,"1350","480",,,,,"1350","480",,,,,"4777879","false","false","38.71384","-9.128105","Parreirinha de Sao Vicente","112","+351 21 886 8893","$$ - $$$","4829","1086","#999 of 4,921 Restaurants in Lisbon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d4777879-Reviews-Parreirinha_de_Sao_Vicente-Lisbon_Lisbon_District_Central_Portugal.html",
"Rua do Norte 19 Encarnacao, Lisbon 1200-283 Portugal","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,,,"restaurant","Indian","International","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"calcuta@restaurantcalcuta.com","900","720","1380","1080",,,"900","720","1380","1080",,,"900","720","1380","1080",,,"900","720","1380","1080",,,"900","720","1380","1080",,,"900","720","1380","1080",,,"900","720","1380","1080",,,"919235","false","false","38.711155","-9.143768","Restaurante Calcuta","254","+351 21 342 8295","$$ - $$$","4829","764","#703 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d919235-Reviews-Restaurante_Calcuta-Lisbon_Lisbon_District_Central_Portugal.html","http://www.restaurantcalcuta.com/"
"Estrada do Desvio 28 Lumiar, Lisbon 1750-080 Portugal","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Portuguese","European","Vegetarian Friendly",,,,,,,,,,"geral@restauranteoscompadres.net","1320","720",,,,,"840","720",,,,,,,,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"7626419","false","false","38.780125","-9.163043","Restaurante Os Compadres","123","+351 963 754 159","$$ - $$$","4829","765","#704 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d7626419-Reviews-Restaurante_Os_Compadres-Lisbon_Lisbon_District_Central_Portugal.html","http://restauranteoscompadres.net/#/homepage"
"Rua do Alvito 12, Lisbon 1300-059 Portugal","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","Portuguese","Mediterranean","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3905250","false","false","38.70704","-9.17453","O Retiro Do Chefe Costa","57","+351 21 363 7914","$$ - $$$","4829","1402","#1,293 of 4,921 Restaurants in Lisbon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d3905250-Reviews-O_Retiro_Do_Chefe_Costa-Lisbon_Lisbon_District_Central_Portugal.html","http://retirodochefecosta.pai.pt"
"Avenida Fontes Pereira de Melo 6, Lisbon 1050-121 Portugal","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9726154","false","false","38.727264","-9.148753","Food Market","98","+351 21 019 9258","$","4829","1403","#1,294 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d9726154-Reviews-Food_Market-Lisbon_Lisbon_District_Central_Portugal.html",
"Avenida Sacadura Cabral 6A, Lisbon 1000-274 Portugal","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,,,"restaurant","Healthy","Cafe","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"geral@despensa6.pt","1170","540",,,,,,,,,,,"1170","540",,,,,"1170","540",,,,,"1170","540",,,,,"1170","540",,,,,"1170","540",,,,,"12909896","false","false","38.74486","-9.1403","Despensa N6","41","+351 925 258 744","","4829","1366","#1,259 of 4,921 Restaurants in Lisbon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d12909896-Reviews-Despensa_N6-Lisbon_Lisbon_District_Central_Portugal.html","http://despensa6.pt/en/home/"
"1_ Dezembre, Lisbon Portugal","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2015","2015",,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,,"1260","510",,,,,"1260","510",,,,,"1260","510",,,,,"1260","510",,,,,"1260","510",,,,,"1260","510",,,,,"1260","510",,,,,"4023564","false","false","38.705887","-9.144572","Pingo Doce","141","+351 21 324 7330","$","4829","763","#2 of 5 Specialty Food Market in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d4023564-Reviews-Pingo_Doce-Lisbon_Lisbon_District_Central_Portugal.html","http://www.pingodoce.pt"
"Rua Filipe Folque 19, Lisbon 1050-111 Portugal","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,,,"restaurant","African","Vegetarian Friendly",,,,,,,,,,,,"chiveverestaurante@chiveve.pt",,,,,,,"930","720",,,,,"930","720","1320","1110",,,"930","720","1320","1110",,,"930","720","1320","1110",,,"930","720","1320","1110",,,"930","720","1320","1110",,,"14993914","false","false","38.732395","-9.149353","Chiveve Restaurante","52","+351 21 803 6347","$$ - $$$","4829","766","#705 of 4,921 Restaurants in Lisbon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d14993914-Reviews-Chiveve_Restaurante-Lisbon_Lisbon_District_Central_Portugal.html","https://www.facebook.com/Chiveve-Restaurante-210770289706350/"
"Rua Almeida e Sousa No 58A Campo de Ourique, Lisbon 1350-015 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Portuguese",,,,,,,,,,,,,,,,,,,,"930","750","1380","1170",,,"930","750","1380","1170",,,"930","750","1380","1170",,,"930","750","1380","1170",,,"930","750","1380","1170",,,"930","750","1380","1170",,,"10352507","false","false","38.71746","-9.16845","Restaurante Solar dos Duques","37","+351 21 387 2674","$$ - $$$","4829","1364","#1,257 of 4,921 Restaurants in Lisbon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d10352507-Reviews-Restaurante_Solar_dos_Duques-Lisbon_Lisbon_District_Central_Portugal.html",
"Avenida Elias Garcia 1 B Near Campo Pequeno, Lisbon 1000-146 Portugal","Certificate of Excellence 2020","2020","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Portuguese","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,,"geral@semduvida.pt",,,,,,,"930","720","1290","1140",,,"930","720","1290","1140",,,"930","720","1290","1140",,,"930","720","1290","1140",,,"930","720","1290","1140",,,"930","720",,,,,"2283184","false","false","38.739628","-9.142829","Restaurante Sem Duvida","147","+351 21 793 2254","$$ - $$$","4829","1367","#1,260 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d2283184-Reviews-Restaurante_Sem_Duvida-Lisbon_Lisbon_District_Central_Portugal.html","http://www.semduvida.pt"
"Largo de Santo Antonio da Se, Lisbon 1100-499 Portugal","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Portuguese",,,,,,,,,,,"estreladase@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4895389","false","false","38.710068","-9.134178","Restaurante Estrela da Se","99","+351 21 887 0455","$$ - $$$","4829","1368","#1,261 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d4895389-Reviews-Restaurante_Estrela_da_Se-Lisbon_Lisbon_District_Central_Portugal.html","http://lojascomhistoria.pt/lojas/restaurante-estrela-da-se"
"Estadio Pina Manique, Parque de Monsanto, Lisbon Portugal","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3847680","false","false","38.737064","-9.205001","Restaurante Estadio Dom Leitao","169","+351 21 764 9859","$$ - $$$","4829","1401","#1,292 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d3847680-Reviews-Restaurante_Estadio_Dom_Leitao-Lisbon_Lisbon_District_Central_Portugal.html","https://www.restaurantedomleitao.com/"
"Rua Dom Joao V 31B Close to Shopping das Amoreiras, Lisbon 1250-089 Portugal","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8590718","false","false","38.72076","-9.160572","Macau Dim Sum","83","+351 21 135 0006","$$ - $$$","4829","1361","#1,254 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d8590718-Reviews-Macau_Dim_Sum-Lisbon_Lisbon_District_Central_Portugal.html","http://www.facebook.com/garden.yumchagarden"
