"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","cuisine/13","cuisine/14","cuisine/15","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Medena 3 entry from Mostová str., Bratislava 811 02 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,,,,,"congress.service@reduta.sk",,,,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"3179133","false","false","48.1406","17.11002","Reduta Restaurant","17","+421 2/544 352 42","$$ - $$$","1180","482","#402 of 1,268 Restaurants in Bratislava","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d3179133-Reviews-Reduta_Restaurant-Bratislava_Bratislava_Region.html","http://www.reduta.sk"
"Kolarska 8, Bratislava 811 06 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Vietnamese","Soups","Thai","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8276571","false","false","48.14563","17.112297","Huy Vege","22","+421 905 221 221","$","1180","379","#314 of 1,268 Restaurants in Bratislava","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d8276571-Reviews-Huy_Vege-Bratislava_Bratislava_Region.html","http://www.huyvege.sk/"
"Ruzova dolina 33 Astra building, Bratislava 821 09 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","International",,,,,,,,,,,,,,,,"info@laundromat.sk",,,,,"1200","600",,,"1200","600",,,"1200","600",,,"1200","600",,,"1200","600",,,"1200","600",,,"14028254","false","false","48.14898","17.144762","Laundromat","19","+421 918 660 730","$","1180","171","#25 of 106 Coffee & Tea in Bratislava","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d14028254-Reviews-Laundromat-Bratislava_Bratislava_Region.html","http://laundromat.sk"
"Radnicna 1, Bratislava Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,"inclusion@changenet.sk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10701901","false","false","48.143707","17.108603","Kaviaren Radnicka","11",,"$","1180","376","#36 of 61 Dessert in Bratislava","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d10701901-Reviews-Kaviaren_Radnicka-Bratislava_Bratislava_Region.html","https://www.facebook.com/KaviarenRadnicka/"
"Tyrsovo Nabrezie Port Kormoran Iii, Bratislava 851 10 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Street Food","Bar","Pub","European",,,,,,,,,,,,,"peta@sundeck.sk","1440","660",,,"1440","660",,,"1440","660",,,"1440","660",,,"1560","660",,,"1560","660",,,"1440","660",,,"8071468","false","false","48.136997","17.115171","SUNDECK","12","+421 908 030 922","$$ - $$$","1180","374","#310 of 1,268 Restaurants in Bratislava","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d8071468-Reviews-SUNDECK-Bratislava_Bratislava_Region.html","http://www.sundeck.sk"
"Panska 14, Bratislava 81101 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,,,,,"rezervacia@icebar.sk","1260","840",,,"1440","960",,,"1440","960",,,"1440","960",,,"1440","960",,,"1410","660",,,"1410","660",,,"13168261","false","false","48.142334","17.107258","TESLA Coffee & Bar","19","+421 903 545 414","$","1180","487","#19 of 61 Bars & Pubs in Bratislava","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d13168261-Reviews-TESLA_Coffee_Bar-Bratislava_Bratislava_Region.html","http://www.teslacoffee.sk"
"Namestie Ludovita Stura 4, Bratislava Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,"cafe@berlinka.sk","1200","600",,,"1200","600",,,"1200","600",,,"1200","600",,,"1200","600",,,"1200","600",,,"1200","600",,,"10034373","false","false","48.14003","17.109434","Cafe Berlinka SNG","39","+421 917 392 607","$$ - $$$","1180","173","#137 of 1,268 Restaurants in Bratislava","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d10034373-Reviews-Cafe_Berlinka_SNG-Bratislava_Bratislava_Region.html","http://www.berlinka.sk"
"Zadunajska cesta 10, Bratislava 85101 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","International",,,,,,,,,,,,,,,"restaurant@positiverestaurant.sk","1200","660",,,"1200","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1380","660",,,"1380","660",,,"17425611","false","false","48.13082","17.10132","Positive Restaurant","4","+421 944 340 440","$$ - $$$","1180","486","#406 of 1,268 Restaurants in Bratislava","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d17425611-Reviews-Positive_Restaurant-Bratislava_Bratislava_Region.html","http://www.positiverestaurant.sk/"
"Zidovska 19, Bratislava 81101 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Cafe","Pub",,,,,,,,,,,,,,"cafenmore@gmail.com","1440","960",,,"1440","510",,,"1440","510",,,"1440","510",,,"1440","510",,,"1560","510",,,"1560","840",,,"12926360","false","false","48.14417","17.103403","Cafe del via","14","+421 903 407 052","$","1180","488","#407 of 1,268 Restaurants in Bratislava","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d12926360-Reviews-Cafe_del_via-Bratislava_Bratislava_Region.html","https://web.facebook.com/CafedelViaBratislava/"
"Petrzhalska 10, Bratislava 851 10 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,"info@richtarskydvor.sk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8484259","false","false","48.026722","17.196747","Richtarsky Dvor","8","+421 2/628 500 85","$$ - $$$","1180","485","#405 of 1,268 Restaurants in Bratislava","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d8484259-Reviews-Richtarsky_Dvor-Bratislava_Bratislava_Region.html",
"Laurinska 141/17, Bratislava 81101 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","International","European","Eastern European","Central European","Vegetarian Friendly","Vegan Options",,,,,,,,,,"info@thecurry.sk","1260","780",,,"870","390",,,"870","390",,,"870","390","1320","960","870","390","1320","960","870","390","1320","960","1320","780",,,"17479240","false","false","48.144325","17.111715","The Curry","22","+421 903 168 947","$","1180","174","#138 of 1,268 Restaurants in Bratislava","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d17479240-Reviews-The_Curry-Bratislava_Bratislava_Region.html","http://www.thecurry.sk"
"Saratovska 7, Bratislava 841 02 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,"cukrarentima@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7132009","false","false","48.18992","17.03541","Cukraren Tima","10","+421 2/645 320 01","$","1180","371","#308 of 1,268 Restaurants in Bratislava","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d7132009-Reviews-Cukraren_Tima-Bratislava_Bratislava_Region.html","http://www.cukrarentima.sk/"
"Dvorakovo nabrezie 4, Bratislava 811 02 Slovakia","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,"restaurant","Italian","Seafood","Mediterranean","European","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,,"info@massimoristorante.sk","1200","600",,,"1320","540",,,"1320","540",,,"1320","540",,,"1320","540",,,"1320","540",,,"1320","540",,,"1112354","false","false","48.141064","17.091099","Massimo Ristorante","196","+421 905 119 381","$$$$","1180","81","#68 of 1,268 Restaurants in Bratislava","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d1112354-Reviews-Massimo_Ristorante-Bratislava_Bratislava_Region.html","http://www.massimo.sk/"
"Sturova 8, Bratislava Slovakia","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012",,,,,,,,,"restaurant","Cafe","Central European","European","Vegetarian Friendly",,,,,,,,,,,,,,"1260","540",,,"1320","480",,,"1320","480",,,"1320","480",,,"1320","480",,,"1320","480",,,"1320","540",,,"1852522","false","false","48.14217","17.106606","Stur Cafe","289","0948-777-403-0948-366-634","$$ - $$$","1180","83","#9 of 106 Coffee & Tea in Bratislava","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d1852522-Reviews-Stur_Cafe-Bratislava_Bratislava_Region.html","http://www.shtoor.sk"
"Venturska 3, Bratislava 811 01 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Wine Bar","Bar","European",,,,,,,,,,,,,,"vinimka@vinimka.sk",,,,,,,,,"1440","960",,,"1440","960",,,"1440","960",,,"1620","960",,,"1620","960",,,"3619080","false","false","48.14216","17.106562","Vinimka","40","+421 948 521 645","$$ - $$$","1180","172","#136 of 1,268 Restaurants in Bratislava","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d3619080-Reviews-Vinimka-Bratislava_Bratislava_Region.html","http://www.vinimka.sk"
"Rybarska Brana 2, Bratislava 81101 Slovakia","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","European","Central European","Vegetarian Friendly",,,,,,,,,,,,,,"info@limano.sk","1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"10734922","false","false","48.143116","17.108456","Le Papillon Restaurant","124","+421 915 208 192","$$ - $$$","1180","177","#140 of 1,268 Restaurants in Bratislava","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d10734922-Reviews-Le_Papillon_Restaurant-Bratislava_Bratislava_Region.html","http://le-papillon.sk/"
"Shancova 5, Bratislava 811 04 Slovakia","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub","European","Grill",,,,,,,,,,,,,"info@beerarena.sk",,,,,"1380","600",,,"1380","600",,,"1380","600",,,"720","600",,,"1500","600",,,"1440","660",,,"7228504","false","false","48.155952","17.109491","Beer Arena Sancova","73","+421 918 563 009","$$ - $$$","1180","432","#358 of 1,268 Restaurants in Bratislava","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d7228504-Reviews-Beer_Arena_Sancova-Bratislava_Bratislava_Region.html","http://beerarena.sk/"
"Gorkeho 6, Bratislava 811 01 Slovakia","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","European","Cafe","Vegetarian Friendly",,,,,,,,,,,,"info@paneolio.sk",,,,,"1080","480",,,"1080","480",,,"1080","480",,,"1080","480",,,"1080","480",,,"780","540",,,"6737324","false","false","48.143116","17.111526","Pane & Olio","73","+421 948 548 408","$$ - $$$","1180","85","#71 of 1,268 Restaurants in Bratislava","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d6737324-Reviews-Pane_Olio-Bratislava_Bratislava_Region.html","http://www.paneolio.sk"
"Pribinova 8, Bratislava 81109 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","International",,,,,,,,,,,,,,,,"manazer@clique.sk","1380","540",,,"1440","480",,,"1440","480",,,"1440","480",,,"1440","480",,,"1440","480",,,"1440","540",,,"21133393","false","false","48.13987","17.121326","Clique Cafe & Bar","5","+421 910 250 026","$$ - $$$","1180","437","#363 of 1,268 Restaurants in Bratislava","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d21133393-Reviews-Clique_Cafe_Bar-Bratislava_Bratislava_Region.html","http://www.clique.sk"
"Zupne namestie 9, Bratislava 811 03 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub",,,,,,,,,,,,,,,"info@hangout.sk","1320","960",,,"1380","960",,,"1380","960",,,"1380","960",,,"1380","960",,,"1440","960",,,"1440","960",,,"8089578","false","false","48.145145","17.105675","Hangout","24","+421 910 213 333","$","1180","439","#365 of 1,268 Restaurants in Bratislava","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d8089578-Reviews-Hangout-Bratislava_Bratislava_Region.html","http://hangout.sk/"
"Herlianska 6, Bratislava 821 02 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Brew Pub","Grill","Pub",,,,,,,,,,,,,"ruzinovska@nasaklubovna.sk","1440","660",,,"1440","660",,,"1440","660",,,"1440","660",,,"1440","660",,,"1500","660",,,"1500","660",,,"7929041","false","false","48.158165","17.156725","Ruzinovska Klubovna","45","+421 911 406 380","$$ - $$$","1180","434","#360 of 1,268 Restaurants in Bratislava","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d7929041-Reviews-Ruzinovska_Klubovna-Bratislava_Bratislava_Region.html","http://www.nasaklubovna.sk"
"Rajska 5, Bratislava 811 08 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,"dsekoulitchka@gmail.com",,,,,"1380","960",,,"1380","840",,,"1380","840",,,"1380","960",,,"1500","960",,,"1500","960",,,"4985922","false","false","48.14646","17.11553","Ginger Cafe Gallery","9","+421 948 502 558","$","1180","436","#362 of 1,268 Restaurants in Bratislava","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d4985922-Reviews-Ginger_Cafe_Gallery-Bratislava_Bratislava_Region.html","http://www.facebook.com/gingercafegallery"
"Hlavne Namestie 3, Bratislava Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian",,,,,,,,,,,,,,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1379729","false","false","48.14356","17.108112","Sushi+","46","+421 2/546 404 23","$$ - $$$","1180","372","#309 of 1,268 Restaurants in Bratislava","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d1379729-Reviews-Sushi-Bratislava_Bratislava_Region.html","http://www.sushiplus.sk/"
"Krizna 8, Bratislava Slovakia","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Mediterranean","European","Greek","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8358689","false","false","48.15274","17.121344","Bistro Suvlaki","59","+421 918 286 413","$","1180","86","#72 of 1,268 Restaurants in Bratislava","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d8358689-Reviews-Bistro_Suvlaki-Bratislava_Bratislava_Region.html","http://bistrosuvlaki.sk"
"Luzna 9 Petržalka, Bratislava 851 04 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Steakhouse","European",,,,,,,,,,,,,,,"mm@meetmeat.sk","1380","660",,,"1380","510",,,"1380","510",,,"1380","510",,,"1380","510",,,"1380","510",,,"1380","660",,,"19882990","false","false","48.129704","17.121359","Meet Meat Restaurant & Bar","8","+421 948 416 528","$$ - $$$","1180","431","#357 of 1,268 Restaurants in Bratislava","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d19882990-Reviews-Meet_Meat_Restaurant_Bar-Bratislava_Bratislava_Region.html","http://www.meetmeat.sk"
"Dvorakovo nabrezie 6 Grand Hotel River Park, Bratislava 811 02 Slovakia","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","European","Central European","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,,,,"riverbank@grandriverpark.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2692555","false","false","48.141285","17.090197","RIVERBANK Restaurant","90","+421 910 872 168","$$$$","1180","88","#74 of 1,268 Restaurants in Bratislava","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d2692555-Reviews-RIVERBANK_Restaurant-Bratislava_Bratislava_Region.html","http://www.riverbank.sk/en/"
"Hviezdoslavovo namestie 20, Bratislava 811 02 Slovakia","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013",,,,,,,,,,,"restaurant","Steakhouse","European","Central European","International",,,,,,,,,,,,,"info@carnevalle.sk","1440","660",,,"1440","660",,,"1440","660",,,"1440","660",,,"1440","660",,,"1440","660",,,"1440","660",,,"2407063","false","false","48.141754","17.108265","Carnevalle","354","+421 2/208 636 37","$$ - $$$","1180","84","#70 of 1,268 Restaurants in Bratislava","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d2407063-Reviews-Carnevalle-Bratislava_Bratislava_Region.html","http://sk-sk.facebook.com/restaurantcarnevalle"
"Venturska 1, Bratislava 811 01 Slovakia","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","Japanese","Asian","Thai","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,"restaurant@sasazu.sk","1440","720",,,"1440","720",,,"1440","720",,,"1440","720",,,"1440","720",,,"1500","720",,,"1500","720",,,"9855120","false","false","48.1421","17.106209","SaSaZu Bratislava","186","+421 2/210 256 28","$$$$","1180","89","#75 of 1,268 Restaurants in Bratislava","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d9855120-Reviews-SaSaZu_Bratislava-Bratislava_Bratislava_Region.html","http://www.facebook.com/SaSaZuBratislava"
"Pribinova 19 (inside Panorama Business II), Bratislava 81109 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Mediterranean","Middle Eastern","Israeli","Vegan Options","Vegetarian Friendly",,,,,,,,,,,"info@hummusbarslovakia.sk",,,,,"1260","660",,,"1260","660",,,"1260","660",,,"1260","660",,,"1260","660",,,,,,,"14101481","false","false","48.140697","17.125767","Hummusbar","23","+421 2/322 230 85","$$ - $$$","1180","438","#364 of 1,268 Restaurants in Bratislava","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d14101481-Reviews-Hummusbar-Bratislava_Bratislava_Region.html","http://www.hummusbarslovakia.sk/"
"Jegeho 12, Bratislava 82108 Slovakia","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,"restaurant","Peruvian","Latin","Vegetarian Friendly",,,,,,,,,,,,,,"rezervacie@casa-inka.sk","1320","660",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","660",,,"2458525","false","false","48.15636","17.135895","Casa Inka","67","+421 911 756 057","$$ - $$$","1180","178","#141 of 1,268 Restaurants in Bratislava","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d2458525-Reviews-Casa_Inka-Bratislava_Bratislava_Region.html","http://www.casa-inka.sk/"
"Nabr. Gen. L. Svobodu 42, Bratislava Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,,,,,"info@machnac.sk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11616011","false","false","48.144444","17.08","Nase hospoda Machnac","8","+421 911 412 253","$$ - $$$","1180","435","#361 of 1,268 Restaurants in Bratislava","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d11616011-Reviews-Nase_hospoda_Machnac-Bratislava_Bratislava_Region.html","http://www.machnac.sk"
"M. Schneidra - Trnavskeho 2 Kupalisko Rosnocka, Bratislava 841 01 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Central European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8507103","false","false","48.1729","17.050259","Rock Cafe Bratislava","10","+421 911 806 803","","1180","433","#359 of 1,268 Restaurants in Bratislava","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d8507103-Reviews-Rock_Cafe_Bratislava-Bratislava_Bratislava_Region.html","http://www.rockcafe.sk"
"Hviezdoslavovo nam. 13, Bratislava 811 02 Slovakia","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,"restaurant","Japanese","Steakhouse","International","Asian","Sushi","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"manager@koberestaurants.sk","960","690",,,"1380","690",,,"1380","690",,,"1380","690",,,"1380","690",,,"1440","690",,,"1440","690",,,"12098543","false","false","48.140934","17.105492","KOBE Steak Grill Sushi Restaurant Bratislava","130","+421 2/431 930 00","$$$$","1180","90","#76 of 1,268 Restaurants in Bratislava","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d12098543-Reviews-KOBE_Steak_Grill_Sushi_Restaurant_Bratislava-Bratislava_Bratislava_Region.html","http://www.koberestaurant.cz/cs/restaurants/hviezdoslavovo-n-mestie-6"
"Obchodna 26 inside Martinus.sk bookstore, Bratislava 811 06 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European","Vegan Options","Vegetarian Friendly",,,,,,,,,,,,,"obchodna@foxford.sk","1200","600",,,"1260","510",,,"1260","510",,,"1260","510",,,"1260","510",,,"1320","510",,,"1200","600",,,"7291238","false","false","48.1472","17.110107","Foxford Obchodna","73","+421 905 914 739","$$ - $$$","1180","180","#27 of 106 Coffee & Tea in Bratislava","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d7291238-Reviews-Foxford_Obchodna-Bratislava_Bratislava_Region.html","http://www.foxford.sk"
"Tyrsovo Nabrezie 1, Bratislava 851 01 Slovakia","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","Bar","European","Eastern European","Central European","Brew Pub","Gastropub","Vegetarian Friendly",,,,,,,,,,"info@dunajskypivovar.sk","1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1500","660",,,"1500","660",,,"7644345","false","false","48.13719","17.112528","Dunajsky pivovar","363","+421 948 418 934","$$ - $$$","1180","179","#142 of 1,268 Restaurants in Bratislava","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d7644345-Reviews-Dunajsky_pivovar-Bratislava_Bratislava_Region.html","http://www.dunajskypivovar.sk/"
"Zidovska 5, Bratislava 81101 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,"kolace@ugulky.sk","1140","719",,,"1140","480",,,"1140","480",,,"1140","480",,,"1140","480",,,"1140","480",,,"1140","660",,,"12132212","false","false","48.14267","17.10388","U Gulky","8","+421 915 714 375","$$ - $$$","1180","440","#366 of 1,268 Restaurants in Bratislava","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d12132212-Reviews-U_Gulky-Bratislava_Bratislava_Region.html","http://www.facebook.com/pg/UGulky/about/?ref=page_internal"
"Venturska 1, Bratislava 811 01 Slovakia","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","Bar","European","Pub","Czech","Eastern European","Central European","Brew Pub","Gastropub","Vegetarian Friendly",,,,,,,,"venturska@nasaklubovna.sk","1440","660",,,"1440","660",,,"1440","660",,,"1440","660",,,"1500","660",,,"1500","660",,,"1440","660",,,"6881093","false","false","48.142002","17.10637","Venturska Klubovna","356","+421 901 902 362","$$ - $$$","1180","87","#73 of 1,268 Restaurants in Bratislava","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d6881093-Reviews-Venturska_Klubovna-Bratislava_Bratislava_Region.html","http://www.nasaklubovna.sk"
"Obchodna 555/29, Bratislava 811 06 Slovakia","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3160573","false","false","48.14763","17.11057","Green Tree Cafe","71","+421 911 364 251","$$ - $$$","1180","175","#26 of 106 Coffee & Tea in Bratislava","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d3160573-Reviews-Green_Tree_Cafe-Bratislava_Bratislava_Region.html","http://www.greentreecaffe.com/index.php"
"Michalska 3, Bratislava 81101 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","American",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13189145","false","false","48.144287","17.106703","Biss Burger","16","+421 907 777 010","$$ - $$$","1180","309","#255 of 1,268 Restaurants in Bratislava","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d13189145-Reviews-Biss_Burger-Bratislava_Bratislava_Region.html","http://bissburger.sk"
"Medena 17, Bratislava 811 02 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Cafe","European","Vegetarian Friendly",,,,,,,,,,,,,"bottega.bratislava@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7039131","false","false","48.14104","17.11165","La Vecchia Bottega","21",,"$$ - $$$","1180","262","#213 of 1,268 Restaurants in Bratislava","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d7039131-Reviews-La_Vecchia_Bottega-Bratislava_Bratislava_Region.html","https://www.facebook.com/LaVecchiaBottega"
"Nevadzova, Bratislava Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Sushi","Japanese","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6845527","false","false","48.15209","17.15814","kai sushi Bratislava","18","+421 948 880 530","$$ - $$$","1180","303","#249 of 1,268 Restaurants in Bratislava","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d6845527-Reviews-Kai_sushi_Bratislava-Bratislava_Bratislava_Region.html","http://www.kaisushi.sk"
"Cesta Na Senec 12, Bratislava 831 01 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Korean","Japanese","Barbecue","Sushi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6627781","false","false","48.184956","17.185453","Maehwa Sushi Restaurant","24","+421 2/444 504 12","$$ - $$$","1180","377","#312 of 1,268 Restaurants in Bratislava","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d6627781-Reviews-Maehwa_Sushi_Restaurant-Bratislava_Bratislava_Region.html","http://maehwa.sk/"
