"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Avenue de Frontenex 6, Geneva 1207 Switzerland","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Asian","Soups","International","Vegetarian Friendly",,,,,,"Info@ukiyo-noodlebar.com","870","750","1320","1110",,,"840","720","1320","1110",,,"840","720","1320","1110",,,"840","720","1320","1110",,,"840","720","1320","1110",,,"840","720","1320","1110",,,"900","720","1320","1110",,,"13967611","false","false","46.201942","6.156581","Ukiyo Noodlebar & Restaurant","84","+41 22 736 45 59","$$ - $$$","1550","153","#147 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d13967611-Reviews-Ukiyo_Noodlebar_Restaurant-Geneva.html","http://www.ukiyo-noodlebar.com/ramen-udon-restaurant-japonais"
"rue de Lausanne 22, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Peruvian","Latin","Deli",,,,,,,,"info@mamawasi.ch","1140","720",,,,,,,,,,,"1200","720",,,,,"1200","720",,,,,"1200","720",,,,,"1200","720",,,,,"1200","720",,,,,"4049186","false","false","46.21172","6.144701","Mama Wasi","54","+41 22 731 22 07","$$ - $$$","1550","312","#301 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d4049186-Reviews-Mama_Wasi-Geneva.html","http://www.mamawasi.ch"
"rue Henri-Blanvalet 3, Geneva 1207 Switzerland","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,,,"restaurant","Japanese","Sushi","Asian","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,,,,"900","720","1380","1140",,,"900","720","1380","1140",,,"900","720","1380","1140",,,"900","720","1380","1140",,,"900","720","1380","1140",,,,,,,,,"784997","false","false","46.202667","6.157774","Kakinuma","189","+41 22 735 47 11","$$$$","1550","56","#55 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d784997-Reviews-Kakinuma-Geneva.html","https://www.facebook.com/pages/Kakinuma/150878191615739"
"Rue du Clos, Geneva 1207 Switzerland","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,"restaurant","Tibetan","Asian","Nepali","Vegetarian Friendly","Vegan Options",,,,,,"info@tibetcafe.ch",,,,,,,"870","720","1320","1020",,,"870","720","1320","1020",,,"870","720","1320","1020",,,"870","720","1320","1020",,,"870","720","1320","1020",,,"870","720","1320","1020",,,"11895747","false","false","46.205795","6.162409","Tibet Cafe","46","+41 22 736 08 62","$$ - $$$","1550","234","#224 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d11895747-Reviews-Tibet_Cafe-Geneva.html","http://tibetcafe.ch/"
"rue Pierre-Fatio 15, Geneva 1204 Switzerland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,"restaurant","French","Swiss","European","International","Vegetarian Friendly",,,,,,"info@lacoupole.ch",,,,,,,"1500","465",,,,,"1500","465",,,,,"1500","465",,,,,"1500","465",,,,,"1500","465",,,,,"1500","465",,,,,"785001","false","false","46.202457","6.154176","La Coupole","142","+41 22 787 50 10","$$$$","1550","122","#117 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d785001-Reviews-La_Coupole-Geneva.html","http://www.lacoupole.ch/"
"rue des Paquis 25, Geneva 1201 Switzerland","Certificate of Excellence 2017","2017","Certificate of Excellence 2013","2013",,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1021136","false","false","46.2113","6.149252","Gelato Mania","130","+41 22 741 41 44","$$ - $$$","1550","315","#4 of 37 Dessert in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d1021136-Reviews-Gelato_Mania-Geneva.html","http://www.gelato-mania.ch"
"rue de la Filature 13 Carouge, Geneva 1227 Switzerland","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Italian","European","French","Wine Bar","Vegetarian Friendly",,,,,,"info@laigledor.ch",,,,,,,,,,,,,"840","705","1320","1140",,,"840","705","1320","1140",,,"840","705","1320","1140",,,"840","705","1320","1140",,,"840","705","1320","1140",,,"1044839","false","false","46.18591","6.142462","L'Aigle d'Or Bistrot Carougeois","44","+41 22 342 05 47","$$ - $$$","1550","291","#280 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d1044839-Reviews-L_Aigle_d_Or_Bistrot_Carougeois-Geneva.html","http://www.laigledor.ch/"
"boulevard James-Fazy 20, Geneva 1201 Switzerland","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,,,,,"restaurant","Italian","French","Swiss","European","Central European","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1044857","false","false","46.208347","6.141233","La Bagatelle","311","+41 22 732 26 29","$$ - $$$","1550","159","#153 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d1044857-Reviews-La_Bagatelle-Geneva.html","http://www.brasseriebagatelle.com/"
"rue Henri-Blanvalet 11, Geneva 1207 Switzerland","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,,,,,,,,,,,,"1440","1020",,,,,"1500","1020",,,,,"1500","1020",,,,,"1560","1020",,,,,"1560","1020",,,,,"3865836","false","false","46.203114","6.158594","L'atelier cocktail club","106","+41 22 735 22 47","$$ - $$$","1550","390","#373 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d3865836-Reviews-L_atelier_cocktail_club-Geneva.html","http://www.apothicairecocktail.club"
"quai Turrettini 1, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Swiss","European","Gluten Free Options",,,,,,,,"mogva-restaurant@mohg.com","870","420","1350","1110",,,"870","390","1350","1110",,,"870","390","1350","1110",,,"870","390","1350","1110",,,"870","390","1350","1110",,,"870","390","1350","1110",,,"870","420","1350","1110",,,"6685775","false","false","46.205517","6.141359","Cafe Calla","170","+41 22 909 00 00","$$$$","1550","313","#302 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d6685775-Reviews-Cafe_Calla-Geneva.html","https://www.mandarinoriental.com/geneva/rhone-river/fine-dining/restaurants/french-cuisine/cafe-calla?htl=MOGVA&kw=MOGVA_calla&eng=yext&src=local"
"chemin des Coquelicots 18, Vernier, Geneva 1214 Switzerland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2014","2014",,,,,,,,,,,"restaurant","French","Steakhouse","Swiss","European",,,,,,,,,,,,,,,,,,,,"1440","360",,,,,"1440","360",,,,,"1440","360",,,,,"1440","360",,,,,"1440","540",,,,,"7381503","false","false","46.22284","6.094796","Cafe Restaurant de L'aviation","383","+41 22 341 12 32","$$ - $$$","1550","52","#51 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g4346525-d7381503-Reviews-Cafe_Restaurant_de_L_aviation-Vernier_Geneva.html","http://www.laviation.ch"
"boulevard de la Cluse 91, Geneva 1205 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Swiss","French","Mediterranean","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1045026","false","false","46.194687","6.147988","Platane Restaurant","32","+41 22 329 71 98","$$ - $$$","1550","825","#781 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d1045026-Reviews-Platane_Restaurant-Geneva.html","https://www.facebook.com/platane1919/?rf=593988954047667"
"rue du Cardinal-Journet 43, Geneva 1217 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","European","Pizza","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"784730","false","false","46.22575","6.08087","Piatto d'Oro","109","+41 22 782 51 14","$$ - $$$","1550","466","#445 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d784730-Reviews-Piatto_d_Oro-Geneva.html","http://www.piattodoro.ch"
"rue des Buis 1, Geneva 1202 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","European","Vegetarian Friendly","Gluten Free Options",,,,,,"chez.remo@hotmail.com",,,,,,,"840","690","1380","1110",,,"840","690","1380","1110",,,"840","690","1380","1110",,,"840","690","1380","1110",,,"840","690","1380","1110",,,"840","690","1380","1110",,,"5611672","false","false","46.213505","6.148684","Restaurant Pizzeria Chez Remo","81","+41 22 731 82 00","$$ - $$$","1550","432","#412 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d5611672-Reviews-Restaurant_Pizzeria_Chez_Remo-Geneva.html","http://www.chezremo.ch"
"rue de Fribourg 11 Fribourg Street 11, Geneva 1201 Switzerland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","Lebanese","Mediterranean","Middle Eastern","Vegetarian Friendly","Vegan Options","Gluten Free Options","Halal",,,,"info@chezsami.ch","900","780","1380","1140",,,"900","780","1380","1140",,,"900","780","1380","1140",,,"900","780","1380","1140",,,"900","780","1380","1140",,,"900","780","1380","1140",,,"900","780","1380","1140",,,"3848152","false","false","46.211296","6.145467","Chez Sami","239","+41 22 901 03 33","$$ - $$$","1550","125","#120 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d3848152-Reviews-Chez_Sami-Geneva.html","http://www.chezsami.ch"
"rue de la Servette 73, Geneva 1202 Switzerland","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,"900","690","1440","1110",,,"900","690","1440","1110",,,"900","690","1440","1110",,,"900","690","1440","1110",,,"900","690","1440","1110",,,"2187746","false","false","46.21243","6.132369","Il Forno a Legna","119","+41 22 734 59 20","$$ - $$$","1550","233","#223 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d2187746-Reviews-Il_Forno_a_Legna-Geneva.html","http://www.ilfornoalegna.ch/"
"route de Lausanne 222, Pregny-Chambesy, Geneva 1292 Switzerland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","French","Swiss","European","Vegetarian Friendly",,,,,,,"info@restaurantreposoir.ch","1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"751714","false","false","46.231346","6.150022","Bar & Restaurant Plage du Reposoir","127","+41 22 732 42 65","$$ - $$$","1550","300","#289 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g3284927-d751714-Reviews-Bar_Restaurant_Plage_du_Reposoir-Pregny_Chambesy_Geneva.html","http://www.restaurantreposoir.ch/"
"Boulevard Carl-Vogt 101, Geneva 1205 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Vegetarian Friendly","Gluten Free Options","Vegan Options",,,,,,,"lestwins@gmail.com",,,,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","660",,,,,"6702869","false","false","46.1953","6.140523","Twins","58","+41 22 320 44 22","$$ - $$$","1550","842","#796 of 1,611 Restaurants in Geneva","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d6702869-Reviews-Twins-Geneva.html","http://www.twins-restaurant.ch/"
"boulevard de Saint-Georges 71, Geneva 1205 Switzerland","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Asian","Vietnamese","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3521223","false","false","46.201725","6.137969","Bat Dat","102","+41 22 328 26 10","$$ - $$$","1550","392","#375 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d3521223-Reviews-Bat_Dat-Geneva.html","http://batdat.ch"
"place de la Synagogue 1, Geneva 1204 Switzerland","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,"restaurant","French","Wine Bar","European","Vegetarian Friendly",,,,,,,"katrepices@katrepices.com",,,,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,,,,,,,"6127092","false","false","46.202877","6.140364","Katrepices","107","+41 22 311 44 11","$$ - $$$","1550","481","#460 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d6127092-Reviews-Katrepices-Geneva.html","http://www.katrepices.com"
"rue de Coutance 12, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European","Portuguese",,,,,,,,,"1020","450",,,,,"1140","390",,,,,"1140","390",,,,,"1140","390",,,,,"1140","390",,,,,"1140","390",,,,,"1080","450",,,,,"13187843","false","false","46.20633","6.14283","Bessa - Boulangerie Tea Room Patisserie","15","+41 22 732 48 22","$","1550","837","#792 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d13187843-Reviews-Bessa_Boulangerie_Tea_Room_Patisserie-Geneva.html",
"rue de Montchoisy 7, Geneva 1207 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Swiss","European","French",,,,,,,,"info@cafedelamitie.ch",,,,,,,"900","540","1440","1080",,,"900","540","1440","1080",,,"900","540","1440","1080",,,"900","540","1440","1080",,,"900","540","1440","1080",,,"1440","1080",,,,,"1746514","false","false","46.202793","6.159274","Cafe de l'Amitie","29","+41 22 700 05 24","$$ - $$$","1550","836","#791 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d1746514-Reviews-Cafe_de_l_Amitie-Geneva.html","http://www.cafedelamitie.ch"
"rue de la Tour-de-Boel 5, Geneva 1204 Switzerland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","Swiss","European","French","Vegetarian Friendly",,,,,,,,,,,,,,"930","600","1440","1110",,,"930","600","1440","1110",,,"930","600","1440","1110",,,"930","600","1440","1110",,,"930","600","1440","1110",,,"930","600","1440","1110",,,"968554","false","false","46.202785","6.144758","Le Boel","158","+41 22 311 49 98","$$ - $$$","1550","395","#378 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d968554-Reviews-Le_Boel-Geneva.html","http://www.facebook.com/RestaurantLeBoel/"
"rue du Cendrier 10, Geneva 1201 Switzerland","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian","Vegetarian Friendly","Vegan Options",,,,,,,"lezhongtong@hotmail.com","1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"2470755","false","false","46.206944","6.144769","Zhong Tong","139","+41 22 732 68 68","$$ - $$$","1550","294","#283 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d2470755-Reviews-Zhong_Tong-Geneva.html","http://www.zhongtong.ch"
"route de Suisse 36, Versoix, Geneva 1290 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Thai","Vegetarian Friendly","Vegan Options",,,,,,,"info@lacuisinedesue.ch",,,,,,,"900","690",,,,,"900","690",,,,,"900","690",,,,,"900","690","1290","1110",,,"900","690","1290","1110",,,,,,,,,"12934740","false","false","46.27716","6.169264","La Cuisine de Sue","18","+41 76 463 63 36","$$ - $$$","1550","440","#420 of 1,611 Restaurants in Geneva","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1203132-d12934740-Reviews-La_Cuisine_de_Sue-Versoix_Geneva.html","http://www.lacuisinedesue.ch"
"rue de la Cite 11, Geneva 1204 Switzerland","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","Italian","Vegetarian Friendly",,,,,,,,,"reservation@lafinestra.ch",,,,,,,"870","720","1320","1140",,,"870","720","1320","1140",,,"870","750","1320","1140",,,"870","720","1320","1140",,,"870","720","1320","1140",,,"1320","1140",,,,,"1044947","false","false","46.20325","6.144","La Finestra","92","+41 22 312 23 22","$$$$","1550","140","#134 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d1044947-Reviews-La_Finestra-Geneva.html","http://www.lafinestra.ch"
"rue de Carouge 56, Geneva 1205 Switzerland","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","Pizza","European","Vegetarian Friendly",,,,,,,,,,,,,"840","690","1380","1110",,,"840","690","1380","1110",,,"840","690","1380","1110",,,"840","690","1380","1110",,,"840","690","1380","1110",,,"870","690","1380","1110",,,"3524511","false","false","46.193787","6.143592","Spaghetti D'Oro","126","+41 22 329 21 84","$$ - $$$","1550","477","#456 of 1,611 Restaurants in Geneva","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d3524511-Reviews-Spaghetti_D_Oro-Geneva.html","http://www.spaghettidoro.ch/"
"rue des Eaux-Vives 14, Geneva 1207 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian","Vietnamese","Vegetarian Friendly",,,,,,,,"900","660","1380","1080",,,"900","660","1380","1080",,,"900","660","1380","1080",,,"900","660","1380","1080",,,"900","660","1380","1080",,,"900","660","1380","1080",,,"900","660","1380","1080",,,"3315084","false","false","46.20372","6.15804","Restaurant Dragon","23","+41 22 700 27 14","$","1550","475","#454 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d3315084-Reviews-Restaurant_Dragon-Geneva.html",
"route de Chene 63, Geneva 1208 Switzerland","Certificate of Excellence 2013","2013",,,,,,,,,,,,,,,,,,,"restaurant","American","Fast Food",,,,,,,,,,"1320","1080",,,,,"870","660","1320","1080",,,"870","660","1320","1080",,,"870","660","1320","1080",,,"870","660","1320","1080",,,"870","660","1320","1080",,,"870","660","1320","1080",,,"784992","false","false","46.199684","6.173974","Road Runner","119","+41 22 735 64 20","$$ - $$$","1550","840","#20 of 37 Quick Bites in Geneva","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d784992-Reviews-Road_Runner-Geneva.html","http://www.roadrunner-restaurant.ch/"
"rue du Perron 5, Geneva 1204 Switzerland","Certificate of Excellence 2020","2020","Certificate of Excellence 2017","2017","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,"restaurant","French","Vegetarian Friendly",,,,,,,,,"leperron5@hotmail.com","1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"3501094","false","false","46.20238","6.147965","Le Perron","185","+41 22 311 31 08","$$ - $$$","1550","240","#230 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d3501094-Reviews-Le_Perron-Geneva.html","https://www.facebook.com/leperrongeneve/"
"place de la Diversite 1, Meyrin, Geneva 1217 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17573676","false","false","46.23037","6.067814","Cafe Hortus","21","+41 22 782 05 05","$$$$","1550","436","#416 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1974645-d17573676-Reviews-Cafe_Hortus-Meyrin_Geneva.html","https://www.facebook.com/pages/category/French-Restaurant/Caf%C3%A9-Hortus-230039447924873/"
"Rte de Puplinge Puplinge, Geneva Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,"1290","630",,,,,,,,,,,"1440","1020",,,,,"1440","1020",,,,,"1560","1020",,,,,"1560","1020",,,,,"1560","660",,,,,"3726994","false","false","46.20769","6.22946","Le Cheval Blanc","9",,"","1550","835","#790 of 1,611 Restaurants in Geneva","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d3726994-Reviews-Le_Cheval_Blanc-Geneva.html",
"Rue Vautier 37-39, Geneva Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Wine Bar","French","Swiss","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3963348","false","false","46.18375","6.1421","IMPREVU Cafe Bar","14",,"$$ - $$$","1550","838","#793 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d3963348-Reviews-IMPREVU_Cafe_Bar-Geneva.html","http://www.imprevu.ch"
"Avenue Louis-Casai 28, Geneva 1209 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Swiss","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6354366","false","false","46.22072","6.113922","Swiss Bistro","91","+41 22 710 46 26","$$ - $$$","1550","250","#239 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d6354366-Reviews-Swiss_Bistro-Geneva.html","http://restaurants.accorhotels.com/gb/restaurant-5654_R001-swiss-bistro-geneve.shtml"
"route de Suisse 41 1290, Versoix, Geneva 1290 Switzerland","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3223200","false","false","46.27767","6.168719","Amici Miei","116","+41 22 779 09 09","$$ - $$$","1550","246","#235 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1203132-d3223200-Reviews-Amici_Miei-Versoix_Geneva.html","http://www.amicimiei-versoix.ch"
"4 Chemin Gilbert Trolliet angle avenue Trembley et avnue du Bouchet, Geneva 1209 Switzerland","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Asian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6524618","false","false","46.21957","6.12341","Shibata","86","+41 22 740 37 30","$$$$","1550","138","#133 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d6524618-Reviews-Shibata-Geneva.html","http://www.shibata.ch/Site/Accueil.html"
"rue de Geneve 84, Geneva 1225 Switzerland","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian","Vegetarian Friendly",,,,,,,,,,,,,,,"1350","690",,,,,"1350","690",,,,,"1350","690",,,,,"1350","690",,,,,"1350","690",,,,,"1350","690",,,,,"8145787","false","false","46.19345","6.1984","le parfum d'Asie","64","+41 22 349 09 60","$$ - $$$","1550","248","#237 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d8145787-Reviews-Le_parfum_d_Asie-Geneva.html","http://le-parfum-dasie.thefork.rest/en_GB/"
"avenue du Cure Baud 84, Geneva 1212 Switzerland","Certificate of Excellence 2020","2020","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","French","European","Vegetarian Friendly","Vegan Options",,,,,,,,"1200","540",,,,,,,,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"10451326","false","false","46.175","6.115186","Les Fraisiers","93","+41 22 794 64 74","$$ - $$$","1550","245","#234 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d10451326-Reviews-Les_Fraisiers-Geneva.html","http://www.tcfraisiers.ch"
"rue Lissignol 5, Geneva 1201 Switzerland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2015","2015",,,,,,,,,,,"restaurant","Fast Food","European",,,,,,,,,"info@chezmacousine.ch",,,,,,,"900","660","1410","1065",,,"900","660","1410","1065",,,"900","660","1410","1065",,,"900","660","1410","1065",,,"900","660","1410","1065",,,"1410","660",,,,,"3661866","false","false","46.207596","6.144104","Chez Ma Cousine St-Gervais","243","+41 22 731 98 98","$","1550","57","#56 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d3661866-Reviews-Chez_Ma_Cousine_St_Gervais-Geneva.html","http://www.chezmacousine.ch"
"rue des Deux-Ponts 3, Geneva 1205 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Mexican",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16948436","false","false","46.20227","6.131457","Le Mexicain","21","+41 22 320 82 29","$$ - $$$","1550","298","#287 of 1,611 Restaurants in Geneva","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d16948436-Reviews-Le_Mexicain-Geneva.html","https://le-mexicain.business.site/"
