"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Adamich-Lundrovo nabrezhje 7, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"960","480",,,"960","480",,,"960","480",,,"960","480",,,"960","480",,,"840","480",,,"12169791","false","false","46.05164","14.50924","Krejan-Levec","4","+386 1 256 56 01","","611","370","#313 of 601 Restaurants in Ljubljana","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d12169791-Reviews-Krejan_Levec-Ljubljana_Upper_Carniola_Region.html","http://www.krejan-levec.si/"
"Shmartinska cesta 152 Hala 12, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","French","European","Deli","Slovenian",,,,,,,"info@zvezdaljubljana.si",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12952495","false","false","46.06654","14.54284","Zvezda","8","+386 1 585 20 95","","611","367","#310 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d12952495-Reviews-Zvezda-Ljubljana_Upper_Carniola_Region.html","http://Www.zvezdaljubljana.si"
"Dunajska cesta 227, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Slovenian",,,,,,,,,"andrejramovz9@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8365802","false","false","46.09198","14.51418","Horse's Pub","11","+386 1 568 48 46","$$ - $$$","611","362","#307 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d8365802-Reviews-Horse_s_Pub-Ljubljana_Upper_Carniola_Region.html",
"Koprska ulica 94, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9581268","false","false","46.03438","14.48322","Restavracija B2","6","+386 41 566 555","","611","368","#311 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d9581268-Reviews-Restavracija_B2-Ljubljana_Upper_Carniola_Region.html","http://www.restavracija-b2.com/"
"Trzhashka cesta 46, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza","Italian",,,,,,,,,,,,,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,,,,,"6857021","false","false","46.04449","14.48565","Gostilna Za Pumpo","20","+386 68 626 678","$$ - $$$","611","369","#312 of 601 Restaurants in Ljubljana","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d6857021-Reviews-Gostilna_Za_Pumpo-Ljubljana_Upper_Carniola_Region.html","http://zapumpo.si/delovni-cas-lokacija/"
"Cankarjeva cesta 15, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Bar","Pub","Soups",,,,,,,"bine.likeb@gmail.com","1200","600",,,,,,,"1200","600",,,"1200","600",,,"1200","600",,,"720","600",,,"1200","600",,,"8841562","false","false","46.05317","14.498846","Moderna Speciality Cafe","13","+386 41 336 927","$$ - $$$","611","378","#321 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d8841562-Reviews-Moderna_Speciality_Cafe-Ljubljana_Upper_Carniola_Region.html","http://www.kavarnamoderna.si"
"Kersnikova ulica 5, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Brazilian","South American",,,,,,,,,"info@lafavela.si",,,,,"1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,,,,,"7793982","false","false","46.05604","14.50377","La Favela","11","+386 51 350 750","$$ - $$$","611","376","#319 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d7793982-Reviews-La_Favela-Ljubljana_Upper_Carniola_Region.html","http://www.favela.si/english"
"Grajska planota 1, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Slovenian",,,,,,,,,"vinotekastrelec@kaval-group.si","1200","600",,,"1200","600",,,"1200","600",,,"1200","600",,,"1200","600",,,"1200","600",,,"1200","600",,,"19910939","false","false","46.04906","14.508604","Grajska Vinoteka & Hram Strelec","3","+386 41 433 625","$$ - $$$","611","372","#315 of 601 Restaurants in Ljubljana","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d19910939-Reviews-Grajska_Vinoteka_Hram_Strelec-Ljubljana_Upper_Carniola_Region.html","http://www.kaval-group.si"
"Karlovshka cesta 19, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Turkish","Mediterranean","Barbecue",,,,,,,,"yildiz@siol.net",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"799734","false","false","46.042854","14.514308","Yildiz Han","15","+386 1 426 57 17","$$ - $$$","611","373","#316 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d799734-Reviews-Yildiz_Han-Ljubljana_Upper_Carniola_Region.html","http://www.yildiz-han.com"
"Jurchkova cesta 223 Supernova, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"info@ap-gost.si",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11890718","false","false","46.02191","14.53653","Restavracija Vozi Misko","9","+386 51 338 162","$","611","374","#317 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d11890718-Reviews-Restavracija_Vozi_Misko-Ljubljana_Upper_Carniola_Region.html","http://ap-gost.si/vozi-misko-rudnik/"
"Vodnikova cesta 8, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6900512","false","false","46.06396","14.49345","Dobra Vila Pizzeria","11","+386 1 505 12 12","$","611","379","#322 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d6900512-Reviews-Dobra_Vila_Pizzeria-Ljubljana_Upper_Carniola_Region.html","http://www.dobravilapizzeria.si"
"Mali trg 3a, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Vegan Options",,,,,,,,,"info@restavracija-tartuf.si",,,,,"1140","540",,,"1140","540",,,"1140","540",,,"1140","540",,,"1140","540",,,,,,,"8855858","false","false","46.052193","14.507237","Restavracija Tartuf","17","+386 1 431 01 81","$","611","377","#320 of 601 Restaurants in Ljubljana","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d8855858-Reviews-Restavracija_Tartuf-Ljubljana_Upper_Carniola_Region.html","http://www.restavracija-tartuf.si/"
"Cankarjevo nabrezhje 19, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Slovenian",,,,,,,,,"restavracijapricankarju@gmail.com","1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"19590525","false","false","46.04944","14.50585","Pri Cankarju","6","+386 70 515 411","$$ - $$$","611","371","#314 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d19590525-Reviews-Pri_Cankarju-Ljubljana_Upper_Carniola_Region.html","https://pri-cankarju.business.site/?utm_source=gmb&utm_medium=referral"
"Zhibertova ulica 23, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10498474","false","false","46.06299","14.49895","Radha Govinda","4","+386 70 897 901","","611","380","#323 of 601 Restaurants in Ljubljana","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d10498474-Reviews-Radha_Govinda-Ljubljana_Upper_Carniola_Region.html","http://radhagovinda.si"
"Celovshka cesta 25, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Bar","Pub",,,,,,,,"info@minicafegolf.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7260333","false","false","46.05992","14.49541","Minicafegolf","14","+386 40 808 876","$$ - $$$","611","375","#318 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d7260333-Reviews-Minicafegolf-Ljubljana_Upper_Carniola_Region.html","http://www.facebook.com/Minigolf-Minicafegolf-1448462612085103"
"Kolodvorska Ul. 14, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","European","Asian","Korean","Pub","Healthy","Slovenian",,,,"hhhhss2004@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20031152","false","false","46.05648","14.509971","Korean Food JamJam","3","+386 31 408 683","","611","385","#327 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d20031152-Reviews-Korean_Food_JamJam-Ljubljana_Upper_Carniola_Region.html","https://www.facebook.com/pages/category/Food---Beverage/Korean-Food-JamJam-103396917668215/"
"Shmartinska cesta 152 Btc City Ljubljana, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8123520","false","false","46.06654","14.54284","Slascicarna in Kavarna Dulcis Caffe","10","+386 1 585 18 50","$$ - $$$","611","383","#32 of 41 Coffee & Tea in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d8123520-Reviews-Slascicarna_in_Kavarna_Dulcis_Caffe-Ljubljana_Upper_Carniola_Region.html","http://www.dulcis.si/"
"Cesta v Shmartno 5, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Slovenian",,,,,,,,,,"1320","600",,,"1380","480",,,"1380","480",,,"1380","480",,,"1380","480",,,"1380","480",,,"1380","480",,,"4959501","false","false","46.08658","14.4834","Bizeljcan","5","+386 1 511 61 04","","611","389","#331 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d4959501-Reviews-Bizeljcan-Ljubljana_Upper_Carniola_Region.html",
"Litostrojska cesta 12, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza",,,,,,,,,,"bojana.n.h@gmail.com","1380","480",,,"1380","360",,,"1380","360",,,"1380","360",,,"1380","360",,,"1380","360",,,"1380","480",,,"17295009","false","false","46.074707","14.4878","Kavarna Zofa - Cafe Zofa","3","+386 51 349 410","$","611","384","#326 of 601 Restaurants in Ljubljana","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d17295009-Reviews-Kavarna_Zofa_Cafe_Zofa-Ljubljana_Upper_Carniola_Region.html",
"Ulica Marije Hvalicheve 6 Ul. Marije Hvaliceve 6, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Vegetarian Friendly",,,,,,"picaetna@siol.net","1320","0",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","0",,,"786918","false","false","46.073025","14.450206","Picerija Etna","34","+386 51 248 405","$$ - $$$","611","381","#324 of 601 Restaurants in Ljubljana","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d786918-Reviews-Picerija_Etna-Ljubljana_Upper_Carniola_Region.html","http://www.picerija-etna.si/"
"Plechnikov trg 1, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pizza","European","Central European","Pub","Slovenian","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"697381","false","false","46.05026","14.50235","Emonska Klet","38","+386 1 421 93 00","$$ - $$$","611","388","#330 of 601 Restaurants in Ljubljana","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d697381-Reviews-Emonska_Klet-Ljubljana_Upper_Carniola_Region.html","http://www.emonskaklet.com"
"Kardeljeva ploshchad 17 Gosarjeva ulica 5, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Cafe","Fast Food","American","Mexican",,,,,,"hotspotbistrobar@gmail.com",,,,,"1320","450",,,"1320","450",,,"1320","450",,,"1320","450",,,"1320","450",,,"900","540",,,"10250703","false","false","46.0744","14.518099","Hotspot Bar & Bistro","11","+386 70 412 222","$$ - $$$","611","387","#329 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d10250703-Reviews-Hotspot_Bar_Bistro-Ljubljana_Upper_Carniola_Region.html","http://www.facebook.com/hotspotbar17/"
"Pot za BOrdom Mons Hotel, Ljubljana Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","International",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3396533","false","false","46.052055","14.452997","Atrium","14",,"$$ - $$$","611","382","#325 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d3396533-Reviews-Atrium-Ljubljana_Upper_Carniola_Region.html",
"Sentjakob 47, Ljubljana Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4420849","false","false","46.09059","14.57909","Pecnikar","6","+386 1 562 60 56","$$ - $$$","611","386","#328 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d4420849-Reviews-Pecnikar-Ljubljana_Upper_Carniola_Region.html",
"Trg republike 1, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"romansa.maxi@mercator.si",,,,,"1020","540",,,"1020","540",,,"1020","540",,,"1020","540",,,"1020","540",,,"900","600",,,"12499319","false","false","46.05001","14.501101","Restavracija Romansa 1971","7","+386 51 285 339","$","611","390","#332 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d12499319-Reviews-Restavracija_Romansa_1971-Ljubljana_Upper_Carniola_Region.html","http://www.maxi.si/sl/maxi-gourmet/romansa-1971/"
"Igrishka ulica 3, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8376670","false","false","46.04862","14.50043","Domaca Peka","6","432 53 41","","611","396","#338 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d8376670-Reviews-Domaca_Peka-Ljubljana_Upper_Carniola_Region.html","http://domačapeka.si"
"Letaliska cesta 11, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","European","Pub","Healthy",,,,,,,"info@cacao.si","1320","480",,,"1320","480",,,"1320","480",,,"1320","480",,,"1320","480",,,"1380","480",,,"1380","480",,,"18540872","false","false","46.06352","14.54328","Cacao BTC","3","+386 1 810 91 94","$$ - $$$","611","392","#334 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d18540872-Reviews-Cacao_BTC-Ljubljana_Upper_Carniola_Region.html","http://www.cacao.si"
"Ohonica 22, Ljubljana 1353 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Slovenian","European","Central European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8605520","false","false","45.89057","14.37262","Gostilna Pekel","12","+386 1 754 61 24","$$ - $$$","611","399","#341 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d8605520-Reviews-Gostilna_Pekel-Ljubljana_Upper_Carniola_Region.html","http://www.pekel.si"
"Savlje 101, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Slovenian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12992418","false","false","46.09588","14.49794","Gostilnica Kongo","5",,"","611","395","#337 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d12992418-Reviews-Gostilnica_Kongo-Ljubljana_Upper_Carniola_Region.html","http://www.gostilnicakongo.si"
"Dunajska cesta 20, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","European","Slovenian",,,,,,,"info@p-lac.si",,,,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,,,,,"13111063","false","false","46.062256","14.50855","Plac","13",,"$$ - $$$","611","400","#342 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d13111063-Reviews-Plac-Ljubljana_Upper_Carniola_Region.html","http://www.facebook.com/PLACljubljana"
"Dunajska cesta 151, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,"1020","720",,,"1260","540",,,,,,,,,,,,,,,"1260","540",,,"1020","720",,,"2361186","false","false","46.08096","14.51257","PE Pizza Pub","8",,"","611","393","#335 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d2361186-Reviews-PE_Pizza_Pub-Ljubljana_Upper_Carniola_Region.html",
"Ulica Carla Benza 20, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza","Mediterranean","European","Central European",,,,,,,"info@finisterra.si","1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"19535831","false","false","46.04947","14.53073","Finisterra Grad Kodeljevo","4","+386 40 677 778","$$ - $$$","611","391","#333 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d19535831-Reviews-Finisterra_Grad_Kodeljevo-Ljubljana_Upper_Carniola_Region.html","http://www.finisterra.si"
"Trg komandanta Staneta 8, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"info@kavarna-mozaik.si","1320","480",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"9786731","false","false","46.07599","14.4813","Kavarna Mozaik","7","+386 590 61066","$","611","398","#340 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d9786731-Reviews-Kavarna_Mozaik-Ljubljana_Upper_Carniola_Region.html","http://www.kavarna-mozaik.si"
"Shmartinska cesta 154, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5532823","false","false","46.069553","14.54743","McDonald's","22","+386 1 541 07 00","$","611","394","#336 of 601 Restaurants in Ljubljana","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d5532823-Reviews-McDonald_s-Ljubljana_Upper_Carniola_Region.html","https://www.mcdonalds.si/restavracije/copova/"
"Medno 29, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Grill",,,,,,,,,"info@grillpoint.si",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8120901","false","false","46.119694","14.439724","Grill point","7","+386 30 640 001","$","611","397","#339 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d8120901-Reviews-Grill_point-Ljubljana_Upper_Carniola_Region.html",
"Brnchicheva ulica 13, Ljubljana 1231 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1134665","false","false","46.09909","14.54087","Farao","3","+386 1 537 28 92","$$ - $$$","611","551","#484 of 601 Restaurants in Ljubljana","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d1134665-Reviews-Farao-Ljubljana_Upper_Carniola_Region.html",
"Jurchkova cesta 225, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Slovenian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17491060","false","false","46.02027","14.53668","Kratochwill","3","+386 1 427 55 77","","611","558","#491 of 601 Restaurants in Ljubljana","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d17491060-Reviews-Kratochwill-Ljubljana_Upper_Carniola_Region.html",
"Cesta 27. aprila 2A Park Tivoli, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Cafe",,,,,,,,,"ceo@andor.si",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10238230","false","false","46.05211","14.494206","Colnarna Park Tivoli","53","+386 70 707 070","$$ - $$$","611","559","#492 of 601 Restaurants in Ljubljana","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d10238230-Reviews-Colnarna_Park_Tivoli-Ljubljana_Upper_Carniola_Region.html",
"Cesta, Ljubljana Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"941969","false","false",,,"Swajger","1",,"$$$$","611","557","#490 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d941969-Reviews-Swajger-Ljubljana_Upper_Carniola_Region.html",
"Regentova cesta 35, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Seafood","Fusion",,,,,,,,"info@klub300.com","1380","660",,,"1380","480",,,"1440","480",,,"1440","480",,,"1440","480",,,"1440","480",,,"1440","660",,,"7233117","false","false","46.08129","14.46923","Klub 300","17","+386 1 510 39 40","$$ - $$$","611","552","#485 of 601 Restaurants in Ljubljana","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d7233117-Reviews-Klub_300-Ljubljana_Upper_Carniola_Region.html","http://www.klub300.com/"
"Trubarjeva cesta 78, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Irish","European","British","Russian","Slovenian",,,,,"galerija.trenutek@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12322778","false","false","46.05199","14.51639","Galerija Bar Trenutek","3","+386 41 450 000","$","611","556","#489 of 601 Restaurants in Ljubljana","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d12322778-Reviews-Galerija_Bar_Trenutek-Ljubljana_Upper_Carniola_Region.html","https://www.facebook.com/galerija.trenutek/?fref=hovercard"
"Shmartinska cesta 152G, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Mexican",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6656587","false","false","46.06842","14.546069","Imperio Mexicano","40","+386 41 390 500","$$ - $$$","611","554","#487 of 601 Restaurants in Ljubljana","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d6656587-Reviews-Imperio_Mexicano-Ljubljana_Upper_Carniola_Region.html","http://www.imperio.si/"
"Linhartova cesta 3, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"824616","false","false","46.06385","14.50975","la storia trattoria","8",,"","611","560","#493 of 601 Restaurants in Ljubljana","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d824616-Reviews-La_storia_trattoria-Ljubljana_Upper_Carniola_Region.html",
"Cesta Ljubljanske brigade 33 Siska, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza","European","Grill","Slovenian",,,,,,,"gregor.grohar@slorest.si","900","480",,,"1200","480",,,"1200","480",,,"1200","480",,,"1200","480",,,"1200","480",,,"1200","480",,,"7360847","false","false","46.08786","14.47597","Restavracija 123 Self-Service","5",,"$$ - $$$","611","555","#488 of 601 Restaurants in Ljubljana","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d7360847-Reviews-Restavracija_123_Self_Service-Ljubljana_Upper_Carniola_Region.html",
"Celovshka cesta 249, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Slovenian","Vegetarian Friendly",,,,,,,,"1320","0",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","0",,,"7341007","false","false","46.08081","14.47861","Picestavracija Boccaccio","29","+386 1 518 71 12","$$ - $$$","611","553","#486 of 601 Restaurants in Ljubljana","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d7341007-Reviews-Picestavracija_Boccaccio-Ljubljana_Upper_Carniola_Region.html","http://www.boccaccio.si/"
"Vregova ulica 1A, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"960","540",,,"16648949","false","false","46.04937","14.45098","Pri Slovenki","1","+386 31 368 572","","611","566","#498 of 601 Restaurants in Ljubljana","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d16648949-Reviews-Pri_Slovenki-Ljubljana_Upper_Carniola_Region.html","http://prislovenki.si/"
"Gosposka ulica 19, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,,"1620","1020",,,"1620","420",,,"1620","420",,,"1620","420",,,"1620","420",,,"1620","420",,,"1620","1020",,,"11618572","false","false","46.04663","14.503881","Pub Pod Skalco","13","3864265820","$","611","565","#497 of 601 Restaurants in Ljubljana","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d11618572-Reviews-Pub_Pod_Skalco-Ljubljana_Upper_Carniola_Region.html","http://www.facebook.com/pubpod.skalco/"
