"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"40 Rue d'Oetrange Schrassig, Luxembourg City 5360 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Mexican","American","Vegetarian Friendly",,,,,,,,,"info@streatchef.lu","1439","0",,,,,,,,,,,,,,,,,,,,,,,,,,,"840","690",,,,,"1439","0",,,,,"10218175","false","false","49.60923","6.25869","Streatchef Food Truck Luxembourg","6","+352 621 812 122","$","730","461","#435 of 741 Restaurants in Luxembourg City","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d10218175-Reviews-Streatchef_Food_Truck_Luxembourg-Luxembourg_City.html","http://www.streatchef.lu/"
"35 Rue du Laboratoire, Luxembourg City 1911 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","French","International",,,,,,,,,,,"1320","1080",,,"840","720","1320","1080",,,"840","720","1320","1080",,,"840","720","1320","1080",,,"840","720","1320","1080",,,"1320","540",,,,,"1320","1080",,,,,"12801933","false","false","49.60529","6.13768","Red Square Restaurant & Bar","19","+352 24 87 81","$$ - $$$","730","469","#443 of 741 Restaurants in Luxembourg City","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d12801933-Reviews-Red_Square_Restaurant_Bar-Luxembourg_City.html","http://www.redsquare.lu/"
"1 Rue du Fort Bourbon, Luxembourg City 1249 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant","Street Food",,,,,,,,,,,,"hello@simbiosa.lu",,,,,"900","660",,,,,"900","660",,,,,"900","660",,,,,"900","660",,,,,"900","660",,,,,,,,,,,"21321663","false","false","49.60448","6.135508","Simbiosa Street Food Flavors","3","+352 27 40 99 99","$$ - $$$","730","463","#437 of 741 Restaurants in Luxembourg City","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d21321663-Reviews-Simbiosa_Street_Food_Flavors-Luxembourg_City.html","http://www.simbiosa.lu"
"9A Place de la Gare, Luxembourg City 1616 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,"960","480",,,"1080","390",,,,,"1080","390",,,,,"1080","390",,,,,"1080","390",,,,,"1080","390",,,,,"960","480",,,,,"10032457","false","false","49.60072","6.134364","Boulangerie Paul Gare Luxembourg","25","+352 28 37 16 97","$$ - $$$","730","437","#4 of 8 Bakeries in Luxembourg City","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d10032457-Reviews-Boulangerie_Paul_Gare_Luxembourg-Luxembourg_City.html","http://boulangerie-paul.lu/shop/"
"157 Route de Longwy, Luxembourg City 1941 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,"1320","660",,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"13424140","false","false","49.60608","6.10585","Breaktime Kebab Grill","7","+352 28 77 06 41","$","730","470","#444 of 741 Restaurants in Luxembourg City","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d13424140-Reviews-Breaktime_Kebab_Grill-Luxembourg_City.html",
"26 Rue de la Poste, Luxembourg City 2346 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Bar","European","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7007183","false","false","49.61136","6.12782","Cafe - Brasserie Aldebaran","11","+352 47 13 38","$","730","466","#440 of 741 Restaurants in Luxembourg City","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d7007183-Reviews-Cafe_Brasserie_Aldebaran-Luxembourg_City.html","http://www.gastronomie.lu/restaurant/Luxembourg/details/cafe-brasserie-aldebaran/3826#.U_Tb12OqJvA"
"5 Rue C-M Spoo, Luxembourg City 2546 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean",,,,,,,,,,,,,,,,"1110","540",,,,,"1110","540",,,,,"1110","540",,,,,"1110","540",,,,,"1110","540",,,,,,,,,,,"2169571","false","false","49.60569","6.12584","Fantasitalia","9","+352 26 48 04 04","","730","462","#436 of 741 Restaurants in Luxembourg City","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d2169571-Reviews-Fantasitalia-Luxembourg_City.html",
"10 Rue de Bonnevoie, Luxembourg City 1260 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8083836","false","false","49.60296","6.13382","Hong Kong House","21","+352 26 18 78 97","$$ - $$$","730","439","#414 of 741 Restaurants in Luxembourg City","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d8083836-Reviews-Hong_Kong_House-Luxembourg_City.html","http://en.resto.lu/restaurant/luxembourg/1260-luxembourg/15264-hong-kong-house"
"8 Rue Chimay, Luxembourg City 1333 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","International",,,,,,,,,,,,,,,,"1110","480",,,,,"1110","480",,,,,"1110","480",,,,,"1110","480",,,,,"1110","480",,,,,"1110","480",,,,,"18895530","false","false","49.610497","6.129594","Cocottes","8","+352 26 20 21 49","$","730","434","#410 of 741 Restaurants in Luxembourg City","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d18895530-Reviews-Cocottes-Luxembourg_City.html","https://www.facebook.com/Cocottes.Chimay/"
"Allee Scheffer, Luxembourg City Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,"hofrom@pt.lu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7045495","false","false","49.61772","6.12367","Restaurant-Friture Chez Irene","6","+352 691 430 651","","730","464","#438 of 741 Restaurants in Luxembourg City","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d7045495-Reviews-Restaurant_Friture_Chez_Irene-Luxembourg_City.html","http://www.chezirene.lu/"
"26 Rue Des Bains, Luxembourg City 1212 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant","Moroccan","Mediterranean","Fusion",,,,,,,,,,"Hello@by-dune.lu",,,,,"1290","690",,,,,"1290","690",,,,,"1290","690",,,,,"1290","690",,,,,"1290","690",,,,,"1290","690",,,,,"21508520","false","false","49.613052","6.126837","Dune - Mediterranean Kitchen","4","+352 28 99 99 48","$$ - $$$","730","431","#407 of 741 Restaurants in Luxembourg City","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d21508520-Reviews-Dune_Mediterranean_Kitchen-Luxembourg_City.html","http://www.by-dune.lu"
"46 Place Guillaume II, Luxembourg City 1648 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Middle Eastern","Mediterranean","Dining bars",,,,,,,,,"bazaar@bazaar.lu",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"18906201","false","false","49.610416","6.131942","Bazaar","101","+352 28 99 07 07","$$ - $$$","730","433","#409 of 741 Restaurants in Luxembourg City","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d18906201-Reviews-Bazaar-Luxembourg_City.html","http://www.bazaar.lu/it/"
"1 Place de la Gare, Luxembourg City 1616 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3602380","false","false","49.60055","6.133339","Brioche Doree","23","+352 26 48 06 67","$","730","440","#415 of 741 Restaurants in Luxembourg City","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d3602380-Reviews-Brioche_Doree-Luxembourg_City.html","http://www.briochedoree.fr"
"5 Rue Louvigny, Luxembourg City 1946 Luxembourg","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","European","Vegetarian Friendly","Vegan Options",,,,,,,,,"840","720",,,,,,,,,"840","720","1320","1140",,,"840","720","1320","1140",,,"840","720","1320","1140",,,"840","720","1320","1140",,,"840","720","1320","1140",,,"807740","false","false","49.610428","6.129047","Restaurant Roma","341","+352 22 36 92","$$$$","730","68","#60 of 741 Restaurants in Luxembourg City","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d807740-Reviews-Restaurant_Roma-Luxembourg_City.html","http://www.roma.lu"
"35 Rue Laurent Menager, Luxembourg City 2143 Luxembourg","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","European","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,"info@beidebouwen.lu",,,,,"960","600",,,,,"960","600",,,,,"960","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","840",,,,,"8672804","false","false","49.615803","6.13125","Bei De Bouwen","108","+352 26 20 21 14","$$ - $$$","730","63","#56 of 741 Restaurants in Luxembourg City","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d8672804-Reviews-Bei_De_Bouwen-Luxembourg_City.html","http://beidebouwen.lu/"
"4 Rue Munster, Luxembourg City 2160 Luxembourg","Certificate of Excellence 2020","2020","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012",,,,,"restaurant","Japanese","Sushi","Asian","Vegetarian Friendly",,,,,,,,,,,,,,"840","720","1290","1140",,,"840","720","1290","1140",,,"840","720","1290","1140",,,"840","720","1290","1140",,,"840","720","1290","1140",,,"1290","1140",,,,,"807991","false","false","49.6087","6.135665","Kamakura","316","+352 47 06 04","$$$$","730","62","#55 of 741 Restaurants in Luxembourg City","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d807991-Reviews-Kamakura-Luxembourg_City.html","http://www.kamakura.lu"
"26 Rue Notre-Dame, Luxembourg City 2240 Luxembourg","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012",,,,,,,"restaurant","Japanese","Sushi","Asian","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,,,,,,,,,,"870","720","1350","1140",,,"870","720","1350","1140",,,"870","720","1350","1140",,,"870","720","1350","1140",,,"870","720","1350","1140",,,"779225","false","false","49.610016","6.128599","Yamayu Santatsu","468","+352 46 12 49","$$ - $$$","730","67","#59 of 741 Restaurants in Luxembourg City","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d779225-Reviews-Yamayu_Santatsu-Luxembourg_City.html","http://www.resto.com/yamayusantatsu"
"149 Rue de la Tour Jacob Clausen, Luxembourg City 1831 Luxembourg","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017","Certificate of Excellence 2015","2015","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012",,,,,,,,,,,"restaurant","Italian","Mediterranean","European","Vegetarian Friendly","Vegan Options",,,,,,,,"notaro@pt.lu","870","720","1350","1140","870","720","1350","1140",,,"870","720","1350","1140",,,"870","720","1350","1140",,,"870","720","1350","1140",,,"870","720","1350","1140",,,"870","720","1350","1140",,,"795773","false","false","49.611366","6.14088","Notaro ristorante","479","+352 42 30 70","$$ - $$$","730","66","#58 of 741 Restaurants in Luxembourg City","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d795773-Reviews-Notaro_ristorante-Luxembourg_City.html","http://www.notaro.lu"
"13-15, rue du Fort Elisabeth, Luxembourg City 1463 Luxembourg","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,"restaurant",,,,,,,,,,,,,"gelato@bargello.lu","1260","720",,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"4293819","false","false","49.604424","6.131951","Glacier Bargello","175","+352 26 29 60 97","$$ - $$$","730","61","#5 of 17 Dessert in Luxembourg City","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d4293819-Reviews-Glacier_Bargello-Luxembourg_City.html","http://www.bargello.lu"
"Centre Sportif Et Culturel D'Coque - Luxembourg Kirchberg 2 Rue Leon Hengen, Luxembourg City 1745 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Cafe","Vegetarian Friendly",,,,,,,,,,"horesca@coque.lu",,,,,"870","450",,,,,"870","450",,,,,"870","450",,,,,"870","450",,,,,"870","450",,,,,,,,,,,"6994732","false","false","49.6278","6.14309","La Coquille","24","+352 43 60 60 516","$$ - $$$","730","438","#413 of 741 Restaurants in Luxembourg City","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d6994732-Reviews-La_Coquille-Luxembourg_City.html","http://www.coque.lu/en/la-coquille"
"1 Avenue de la Gare, Luxembourg City 1611 Luxembourg","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,"restaurant","Indian","Asian","Healthy","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,"nirvanacafe2014@gmail.com","840","720",,,"840","720",,,,,"840","720",,,,,"840","720",,,,,"840","720",,,,,"840","720","1260","1080",,,"840","720","1260","1080",,,"6651320","false","false","49.60459","6.133611","Nirvana Cafe","145","+352 691 866 745","$","730","64","#57 of 741 Restaurants in Luxembourg City","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d6651320-Reviews-Nirvana_Cafe-Luxembourg_City.html","http://www.nirvanacafeluxembourg.com/"
"15 Avenue de la Faiencerie, Luxembourg City 1510 Luxembourg","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,"restaurant","Italian","European","Wine Bar","Mediterranean","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7622337","false","false","49.617466","6.119997","Culturando","153","+352 26 55 19 65","$$ - $$$","730","70","#62 of 741 Restaurants in Luxembourg City","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d7622337-Reviews-Culturando-Luxembourg_City.html","http://www.culturando.lu"
"3 Rue des Trevires, Luxembourg City 2628 Luxembourg","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Vietnamese","Asian","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14048928","false","false","49.603794","6.137258","Peppermint Restaurant Asiatique","68","+352 28 77 14 99","$$ - $$$","730","69","#61 of 741 Restaurants in Luxembourg City","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d14048928-Reviews-Peppermint_Restaurant_Asiatique-Luxembourg_City.html","http://Www.peppermint.lu"
"3 Rue Beaumont, Luxembourg City 1219 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16722279","false","false","49.6129","6.12954","Cocottes","15","+352 28 26 12 90","","730","375","#353 of 741 Restaurants in Luxembourg City","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d16722279-Reviews-Cocottes-Luxembourg_City.html","http://www.cocottes.lu/fr/accueil/"
"208 Route de Thionville, Luxembourg City 2610 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant","French","European","Portuguese",,,,,,,,,,"info@gieleneck.lu",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"10860231","false","false","49.58909","6.14165","Gielen Eck","20","+352 27 91 70 81","$$ - $$$","730","432","#408 of 741 Restaurants in Luxembourg City","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d10860231-Reviews-Gielen_Eck-Luxembourg_City.html","http://www.gieleneck.lu"
"7 Rue du Nord, Luxembourg City 2229 Luxembourg","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,,,,,"restaurant","Cafe","Brew Pub",,,,,,,,,,,"info@konrad.lu","1440","600",,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"2022497","false","false","49.61213","6.132314","Konrad Cafe & Bar","177","+352 26 20 18 94","$$ - $$$","730","65","#2 of 22 Coffee & Tea in Luxembourg City","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d2022497-Reviews-Konrad_Cafe_Bar-Luxembourg_City.html","https://www.facebook.com/Konradcafe"
"107 Rue de la Tour Jacob, Luxembourg City 1831 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant","Pub","Gastropub",,,,,,,,,,,"reservation@bistroleduc.lu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21277898","false","false","49.6118","6.14278","Bistro Le Duc","4","+352 27 99 35 00","","730","435","#411 of 741 Restaurants in Luxembourg City","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d21277898-Reviews-Bistro_Le_Duc-Luxembourg_City.html","http://www.bistroleduc.lu/"
"2 Rue Henri VII, Luxembourg City 1725 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant","Sushi","Asian",,,,,,,,,,,"restauranttachi@outlook.com","870","720","1350","1080","870","705",,,,,"870","705","1350","1080",,,"870","705","1350","1080",,,"870","705","1350","1080",,,"870","705","1350","1080",,,"1350","1080",,,,,"21028169","false","false","49.617867","6.119547","Restaurant TACHI","4","+352 26 20 10 55","$$ - $$$","730","436","#412 of 741 Restaurants in Luxembourg City","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d21028169-Reviews-Restaurant_TACHI-Luxembourg_City.html","https://www.facebook.com/pages/category/Japanese-Restaurant/Restaurant-TACHI-103247224723092/"
"1 Rue Sigefroi, Luxembourg City 2536 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,"restaurant.friquets@goereshotels.com","1260","720",,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"4550991","false","false","49.61135","6.13342","D'Gelle Klack","66","+352 26 86 76 32","$$ - $$$","730","270","#252 of 741 Restaurants in Luxembourg City","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d4550991-Reviews-D_Gelle_Klack-Luxembourg_City.html","http://www.gelleklack.lu/"
"45 Avenue John F. Kennedy, Luxembourg City 1855 Luxembourg","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","Thai","Asian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"info@kinkhao.lu","1380","690",,,"900","690","1380","1080",,,"900","690","1380","1080",,,"900","690","1380","1080",,,"900","690","1380","1080",,,"900","690","1380","1080",,,"1380","690",,,,,"12913921","false","false","49.633324","6.172642","Kin Khao","117","+352 27 40 60 00","$$ - $$$","730","268","#250 of 741 Restaurants in Luxembourg City","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d12913921-Reviews-Kin_Khao-Luxembourg_City.html","http://www.kinkhao.lu"
"23 Avenue Pasteur, Luxembourg City 2311 Luxembourg","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","Deli","Wine Bar","Bar","Pub",,,,,,,,,"lareserveluxembourg@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12691792","false","false","49.618713","6.122868","La Reserve","47","+352 28 79 83 40","$$ - $$$","730","267","#249 of 741 Restaurants in Luxembourg City","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d12691792-Reviews-La_Reserve-Luxembourg_City.html","http://la-reserve.business.site"
"35 Avenue de la Liberte, Luxembourg City 1931 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10395369","false","false","49.60412","6.130644","Sushi Lovers","103","+352 26 54 01 88","$$ - $$$","730","261","#243 of 741 Restaurants in Luxembourg City","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d10395369-Reviews-Sushi_Lovers-Luxembourg_City.html","http://sushi-lovers.lu/home.html"
"6 Rue du Fort Niedergrunewald, Luxembourg City 2015 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Barbecue","European","Pub",,,,,,,,,"hello@nbistro.lu","1380","660",,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"743882","false","false","49.620823","6.145469","N'Bistro","101","+352 42 98 48 833","$$ - $$$","730","269","#251 of 741 Restaurants in Luxembourg City","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d743882-Reviews-N_Bistro-Luxembourg_City.html","http://www.nbistro.lu/"
"1 Rue Mathias Hertert, Luxembourg City 1729 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian","Pub","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1866649","false","false","49.647","6.127704","L'Hirondelle Royale","28","+352 33 18 49","$$ - $$$","730","263","#245 of 741 Restaurants in Luxembourg City","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d1866649-Reviews-L_Hirondelle_Royale-Luxembourg_City.html","http://www.lhirondelleroyale.lu"
"167 Route d'Arlon, Strassen, Luxembourg City 8009 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,"840","690","1380","1080",,,,,,,"180","0","840","690","1380","1080","840","690","1380","1080",,,"840","690","1380","1080",,,"180","0","840","690","1380","1080","840","690","1380","1080",,,"20866666","false","false","49.61961","6.07529","Raiskar Restaurant","3","+352 26 11 97 78","","730","467","#441 of 741 Restaurants in Luxembourg City","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g206535-d20866666-Reviews-Raiskar_Restaurant-Strassen_Luxembourg_City.html","http://www.raiskar.lu"
"183 Route d'Arlon, Strassen, Luxembourg City 8011 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Asian","Tibetan","Nepali","Vegetarian Friendly","Vegan Options",,,,,,,,"840","705","1380","1080","840","705","1380","1080",,,"840","705","1380","1080",,,"840","705","1380","1080",,,"840","705","1380","1080",,,"840","705","1380","1080",,,"840","705","1380","1080",,,"1073147","false","false","49.619957","6.073458","SWAGAT","118","+352 31 61 62","$$ - $$$","730","262","#244 of 741 Restaurants in Luxembourg City","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g206535-d1073147-Reviews-SWAGAT-Strassen_Luxembourg_City.html","http://www.swagatrestaurant.lu/"
"150 Route de Thionville, Luxembourg City 2610 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian",,,,,,,,,,,,"870","690","1380","1080","870","690","1380","1080",,,"870","690",,,,,"870","690","1380","1080",,,"870","690","1380","1080",,,"870","690","1380","1080",,,"870","690","1380","1080",,,"10780434","false","false","49.591724","6.140331","Lucky Star of China","15","+352 26 72 14 49","$$ - $$$","730","264","#246 of 741 Restaurants in Luxembourg City","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d10780434-Reviews-Lucky_Star_of_China-Luxembourg_City.html","http://www.luckystarofchina.lu"
"7 Rue Nicolas-Ernest Barble Located Near Central Hospital and Kannerklinik, Luxembourg City 1210 Luxembourg","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,"restaurant","Indian","Asian","Nepali","Vegetarian Friendly","Vegan Options",,,,,,,,"contactkripa@pt.lu",,,,,"840","705","1320","1080",,,"840","705","1320","1080",,,"840","705","1320","1080",,,"840","705","1320","1080",,,"840","705","1320","1080",,,"840","705","1320","1080",,,"8581575","false","false","49.61868","6.0975","Kripa","53","+352 26 38 39 99","$$ - $$$","730","265","#247 of 741 Restaurants in Luxembourg City","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d8581575-Reviews-Kripa-Luxembourg_City.html","http://www.restaurantkripa.com"
"4 Rue de l'Eau, Luxembourg City 1449 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,"delicatessen@lealinster.lu",,,,,,,,,,,"1080","600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8737569","false","false","49.61032","6.13292","Lea Linster Delicatessen","31","+352 27 22 22 36","$$$$","730","266","#248 of 741 Restaurants in Luxembourg City","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d8737569-Reviews-Lea_Linster_Delicatessen-Luxembourg_City.html","http://www.lealinster.lu/fr/delicatessen/"
"29 Rue Joseph Junck, Luxembourg City 1839 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12634211","false","false","49.607628","6.13587","Delistreet China Restaurant","7","+352 26 48 18 08","$$$$","730","383","#361 of 741 Restaurants in Luxembourg City","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d12634211-Reviews-Delistreet_China_Restaurant-Luxembourg_City.html",
