"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Prins Hendrikkade 108, 1011 AK Amsterdam The Netherlands","Certificate of Excellence 2015","2015","Certificate of Excellence 2013","2013",,,,,,,,,,,,,,,,,,,"restaurant","European","French","Seafood","Mediterranean",,,,,,,,,"info@amrathamsterdam.com","1320","1080",,,,,"1320","1080",,,,,"1320","1080",,,,,"1320","1080",,,,,"1320","1080",,,,,"1320","1080",,,,,"1320","1080",,,,,"1475323","false","false","52.374626","4.903733","Restaurant Seven Seas","124","+31 20 552 0000","$$$$","4039","1768","#1,580 of 3,997 Restaurants in Amsterdam","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d1475323-Reviews-Restaurant_Seven_Seas-Amsterdam_North_Holland_Province.html","http://www.amrathamsterdam.com"
"Zeedijk 41, 1012 AR Amsterdam The Netherlands",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Indonesian","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3393722","false","false","52.37539","4.901006","Bunga Mawar","67","+31 20 620 3472","$","4039","1765","#1,577 of 3,997 Restaurants in Amsterdam","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d3393722-Reviews-Bunga_Mawar-Amsterdam_North_Holland_Province.html","http://www.facebook.com/bungamawaramsterdam"
"Koningsplein 20, 1017 BB Amsterdam The Netherlands",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1194849","false","false","52.36699","4.88849","Bagels & Beans","35","+31 20 523 1416","$$ - $$$","4039","1960","#31 of 48 Bakeries in Amsterdam","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d1194849-Reviews-Bagels_Beans-Amsterdam_North_Holland_Province.html",
"1073 LL Amsterdam Van Woustraat 20, 1073 LL Amsterdam The Netherlands",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Dutch","Cafe","Vegetarian Friendly",,,,,,,,,,,,,,,,"990","480",,,,,"990","480",,,,,"990","480",,,,,"990","480",,,,,"990","480",,,,,"990","480",,,,,"4311752","false","false","52.356792","4.899516","Broodje van Popov","48","+31 20 662 3701","$","4039","1771","#1,582 of 3,997 Restaurants in Amsterdam","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d4311752-Reviews-Broodje_van_Popov-Amsterdam_North_Holland_Province.html","http://www.broodjepopov.nl"
"Kinkerstraat 53, 1053 DE Amsterdam The Netherlands","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Asian","Indonesian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"info@cafeamoi.nl","1260","1020",,,,,,,,,,,"1260","540",,,,,"1260","1020",,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"11435162","false","false","52.36736","4.872906","Cafe AMOI","96","+31 20 846 2755","$$ - $$$","4039","1133","#1,011 of 3,997 Restaurants in Amsterdam","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d11435162-Reviews-Cafe_AMOI-Amsterdam_North_Holland_Province.html","http://www.cafeamoi.nl"
"Eerste Oosterparkstraat 3-5, 1091 GT Amsterdam The Netherlands",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European",,,,,,,,,,,,,,,,"1320","1080",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3606593","false","false","52.355675","4.907899","Sa Seada","33","+31 20 663 3276","$$ - $$$","4039","1962","#1,737 of 3,997 Restaurants in Amsterdam","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d3606593-Reviews-Sa_Seada-Amsterdam_North_Holland_Province.html","http://www.facebook.com/Sa-Seada-835182119930812/"
"Sloterkade 9697, 1058 HK Amsterdam The Netherlands","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,"restaurant","Dutch","Bar","Cafe","European","International","Vegetarian Friendly","Vegan Options",,,,,,"info@stadscafevanmechelen.nl","1500","540",,,,,"1500","540",,,,,"1500","540",,,,,"1500","540",,,,,"1500","540",,,,,"1560","540",,,,,"1560","540",,,,,"5897262","false","false","52.352726","4.852284","Stadscafe van Mechelen","155","+31 20 221 2348","$$ - $$$","4039","1003","#892 of 3,997 Restaurants in Amsterdam","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d5897262-Reviews-Stadscafe_van_Mechelen-Amsterdam_North_Holland_Province.html","http://www.stadscafevanmechelen.nl"
"Roelof Hartplein 1-3, 1071 TR Amsterdam The Netherlands","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","Dutch","Bar","Cafe","European","International","Vegetarian Friendly",,,,,,,,"1440","600",,,,,"1440","540",,,,,"1500","540",,,,,"1500","540",,,,,"1500","540",,,,,"1560","540",,,,,"1560","600",,,,,"753232","false","false","52.353226","4.882213","Wildschut","219","+31 20 673 8622","$$ - $$$","4039","1001","#890 of 3,997 Restaurants in Amsterdam","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d753232-Reviews-Wildschut-Amsterdam_North_Holland_Province.html","http://cafewildschut.nl"
"Oudezijds Voorburgwal 177/179 Oude Doelenstraat 1 - Near Damsquare, 1012 EV Amsterdam The Netherlands",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Seafood","Chinese","Asian","Vegetarian Friendly","Vegan Options",,,,,,,,"info@oriental-city.com","1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1350","690",,,,,"1350","690",,,,,"1076655","false","false","52.371864","4.896057","Oriental City","1119","+31 20 626 8352","$$ - $$$","4039","1007","#896 of 3,997 Restaurants in Amsterdam","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d1076655-Reviews-Oriental_City-Amsterdam_North_Holland_Province.html","http://www.oriental-city.com/"
"Albert Cuypstraat 194, 1073 BL Amsterdam The Netherlands",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Vegan Options","Vegetarian Friendly",,,,,,,,,,,,,,,,,"2460","1380",,,,,"2460","1380",,,,,"2460","1380",,,,,"2460","1380",,,,,"2460","1380",,,,,"2460","1380",,,,,"7727306","false","false","52.356266","4.896263","Trust","67","+31 20 737 2448","$","4039","1004","#893 of 3,997 Restaurants in Amsterdam","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d7727306-Reviews-Trust-Amsterdam_North_Holland_Province.html","http://trustamsterdam.org/"
"Mercatorplein 2 B, 1057 CB Amsterdam The Netherlands","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Dutch","Cafe","European","Grill","Fusion","Vegetarian Friendly","Vegan Options",,,,,,"info@cafezurich.nl","1500","600",,,,,"1230","630",,,,,"1230","630",,,,,"1500","600",,,,,"1500","600",,,,,"1620","600",,,,,"1620","600",,,,,"5966371","false","false","52.36952","4.851065","Cafe Zurich","250","+31 20 716 5933","$$ - $$$","4039","1009","#898 of 3,997 Restaurants in Amsterdam","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d5966371-Reviews-Cafe_Zurich-Amsterdam_North_Holland_Province.html","http://www.cafezurich.nl"
"Rusland 17, 1012 CK Amsterdam The Netherlands","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,,,"restaurant","Dutch","European","Gluten Free Options",,,,,,,,,,"info@restaurantdepalmboom.nl","1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1479710","false","false","52.370052","4.896804","Restaurant De Palmboom","150","+31 20 623 1231","$$ - $$$","4039","1134","#1,012 of 3,997 Restaurants in Amsterdam","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d1479710-Reviews-Restaurant_De_Palmboom-Amsterdam_North_Holland_Province.html","http://www.radissonblu.com/en/hotel-amsterdam/restaurants?csref=aff_tripadvisor_sn_sk_en_ho_amszh|di_amszh"
"Korte Ouderkerkerdijk 45, 1096 AC Amsterdam The Netherlands","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Dutch","Bar","European","Vegan Options","Vegetarian Friendly",,,,,,,,,"1170","540",,,,,"1380","510",,,,,"1380","510",,,,,"1380","510",,,,,"1380","510",,,,,"1440","510",,,,,"1020","540",,,,,"7363838","false","false","52.339577","4.914806","Thuis Aan de Amstel","132","+31 20 354 7520","$$ - $$$","4039","1138","#1,016 of 3,997 Restaurants in Amsterdam","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d7363838-Reviews-Thuis_Aan_de_Amstel-Amsterdam_North_Holland_Province.html","http://thuisaandeamstel.nl"
"Slotermeerlaan 111, 1063 JN Amsterdam The Netherlands","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,,,"restaurant","Turkish","Grill","Halal","Vegetarian Friendly",,,,,,,,,"amsterdamwest@meram.nl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9605583","false","false","52.38005","4.820986","Meram West","89","+31 20 447 0370","$$ - $$$","4039","1770","#1,581 of 3,997 Restaurants in Amsterdam","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d9605583-Reviews-Meram_West-Amsterdam_North_Holland_Province.html","http://www.facebook.com/MeramWest/"
"Nieuwe Spiegelstraat 56 Huis, 1017 DH Amsterdam The Netherlands","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Cafe","European","Vegetarian Friendly","Vegan Options",,,,,,,,,"hallo@stach-food.nl","1260","540",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"11766795","false","false","52.363308","4.888592","Stach Cafe","95","+31 20 737 1787","$$ - $$$","4039","1010","#899 of 3,997 Restaurants in Amsterdam","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d11766795-Reviews-Stach_Cafe-Amsterdam_North_Holland_Province.html","http://www.stach-food.nl"
"Paleisstraat 16, 1012 RB Amsterdam The Netherlands","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Dutch","Bar","Cafe","European","Vegetarian Friendly","Vegan Options",,,,,,,,"1440","570",,,,,"1440","570",,,,,"1500","570",,,,,"1500","570",,,,,"1500","570",,,,,"1560","570",,,,,"1560","570",,,,,"2455316","false","false","52.372314","4.888901","Cafe Het Paleis","216","+31 20 626 0600","$$ - $$$","4039","1002","#891 of 3,997 Restaurants in Amsterdam","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d2455316-Reviews-Cafe_Het_Paleis-Amsterdam_North_Holland_Province.html","http://www.cafehetpaleis.nl"
"Korte Leidsedwarsstraat 102, 1017 NM Amsterdam The Netherlands","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","European","Pub","Vegetarian Friendly",,,,,,,,,,"1500","510",,,,,"1500","510",,,,,"1500","510",,,,,"1500","510",,,,,"1500","510",,,,,"1620","510",,,,,"1620","510",,,,,"1759404","false","false","52.36217","4.886085","De Saloon","207","+31 20 623 0466","$$ - $$$","4039","1954","#1,733 of 3,997 Restaurants in Amsterdam","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d1759404-Reviews-De_Saloon-Amsterdam_North_Holland_Province.html",
"Rembrandtplein 17, 1017 CT Amsterdam The Netherlands","Certificate of Excellence 2020","2020","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,"restaurant","Dutch","Bar","European","Grill","Vegetarian Friendly",,,,,,,,"kantoor@dekroon.nl","1500","960",,,,,"1500","960",,,,,"1500","960",,,,,"1500","960",,,,,"1500","960",,,,,"1620","960",,,,,"1620","900",,,,,"696974","false","false","52.366283","4.896696","Cafe Restaurant de Kroon","193","+31 20 625 2011","$$ - $$$","4039","1008","#897 of 3,997 Restaurants in Amsterdam","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d696974-Reviews-Cafe_Restaurant_de_Kroon-Amsterdam_North_Holland_Province.html","http://www.dekroon.nl/info/"
"Bijlmerplein 1010, 1102 ML Amsterdam The Netherlands",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Turkish","Middle Eastern","Fast Food","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10683556","false","false","52.31308","4.94944","Easy & Fresh Falafel","26","+31 20 341 7399","$","4039","1769","#77 of 142 Quick Bites in Amsterdam","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d10683556-Reviews-Easy_Fresh_Falafel-Amsterdam_North_Holland_Province.html",
"Gedempt Hamerkanaal 223, 1021 KP Amsterdam The Netherlands",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Dutch","Sushi","European","Asian","Vegetarian Friendly","Vegan Options",,,,,,,"afm@jumbosupermarkten.nl","1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"11629400","false","false","52.383186","4.920075","Jumbo Foodmarkt","36","+31 20 787 0120","$","4039","1767","#1,579 of 3,997 Restaurants in Amsterdam","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d11629400-Reviews-Jumbo_Foodmarkt-Amsterdam_North_Holland_Province.html","http://hallo.jumbo.com/foodmarkt"
"101 Brouwersgracht, 1015 GC Amsterdam The Netherlands","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,"restaurant","Bar","Cafe","European","Pub","Fusion","Vegetarian Friendly",,,,,,,,"1500","660",,,,,"1500","660",,,,,"1500","960",,,,,"1500","960",,,,,"1500","960",,,,,"1440","840",,,,,"1620","660",,,,,"697077","false","false","52.380283","4.888363","Cafe Tabac","95","+31 20 622 4413","$$ - $$$","4039","1005","#894 of 3,997 Restaurants in Amsterdam","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d697077-Reviews-Cafe_Tabac-Amsterdam_North_Holland_Province.html","http://www.cafetabac.eu/"
"Kattenburgerstraat 5, 1018 JA Amsterdam The Netherlands","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,,,"restaurant","Dutch","European","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12882652","false","false","52.37293","4.91654","Pension Homeland Bar & Restaurant","40","+31 20 723 2550","$$ - $$$","4039","1959","#1,735 of 3,997 Restaurants in Amsterdam","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d12882652-Reviews-Pension_Homeland_Bar_Restaurant-Amsterdam_North_Holland_Province.html","http://pensionhomeland.com"
"Zeedijk 102, 1012 BB Amsterdam The Netherlands",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub","Dutch",,,,,,,,,,"marcovzeelt@gmail.com","1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"13372773","false","false","52.373913","4.900292","Cafe de Zeemeeuw","30","+31 20 620 1597","$","4039","1139","#1,017 of 3,997 Restaurants in Amsterdam","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d13372773-Reviews-Cafe_de_Zeemeeuw-Amsterdam_North_Holland_Province.html","http://www.zeemeeuw.nl"
"Europaboulevard Amstelpark 1, 1083 HZ Amsterdam The Netherlands","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,,,"restaurant","European","French","International","Contemporary","Vegetarian Friendly",,,,,,,,"info@rosarium.net",,,,,,,"870","720","1260","1080",,,"870","720","1260","1080",,,"870","720","1260","1080",,,"870","720","1260","1080",,,"870","720","1260","1080",,,,,,,,,"697005","false","false","52.331944","4.891332","Rosarium","69","+31 20 644 4085","$$$$","4039","1763","#1,575 of 3,997 Restaurants in Amsterdam","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d697005-Reviews-Rosarium-Amsterdam_North_Holland_Province.html","http://www.rosarium.net"
"admiraal de ruijterweg 54H, 1056 GL Amsterdam The Netherlands",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Persian","Dutch","European","Healthy","Middle Eastern",,,,,,,"healthcornernl@gmail.com","1140","600",,,,,"1140","540",,,,,"1140","540",,,,,"1140","540",,,,,"1140","540",,,,,"1140","540",,,,,"1140","600",,,,,"16819754","false","false","52.37115","4.862518","Health Corner","11","+31 6 24846374","$","4039","1971","#1,746 of 3,997 Restaurants in Amsterdam","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d16819754-Reviews-Health_Corner-Amsterdam_North_Holland_Province.html","http://www.healthcorner.nl/"
"Churchilllaan 86, 1078 EL Amsterdam The Netherlands",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Diner","Healthy","Dutch","European",,,,,,,,,"info@atelierthuisbasis.nl","1440","600",,,,,,,,,,,,,,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"19449782","false","false","52.35585","4.91172","Atelier Thuisbasis","10","+31 20 244 0071","$$$$","4039","1964","#1,739 of 3,997 Restaurants in Amsterdam","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d19449782-Reviews-Atelier_Thuisbasis-Amsterdam_North_Holland_Province.html","http://www.atelierthuisbasis.nl"
"Lutmastraat 49, 1072 JP Amsterdam The Netherlands",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Dutch","Bar","Pub","European",,,,,,,,,"dopeyselixer@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8803547","false","false","52.350563","4.894444","Dopey's Elixer","34","+31 20 671 6946","$$ - $$$","4039","1968","#1,743 of 3,997 Restaurants in Amsterdam","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d8803547-Reviews-Dopey_s_Elixer-Amsterdam_North_Holland_Province.html","http://www.dopeyselixer.nl/home/"
"Javastraat 99h, 1094 HC Amsterdam The Netherlands",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza","Italian","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8772380","false","false","52.36389","4.93608","La Fucina","48","+31 20 337 9897","$","4039","1970","#1,745 of 3,997 Restaurants in Amsterdam","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d8772380-Reviews-La_Fucina-Amsterdam_North_Holland_Province.html","http://www.lafucina.nl"
"Ferdinand Bolstraat 18, 1072 LJ Amsterdam The Netherlands",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Thai","Vietnamese","Singaporean","Vegetarian Friendly","Vegan Options",,,,,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1350","720",,,,,"1350","720",,,,,"13167530","false","false","52.35694","4.890772","Lime Leaf","54","+31 20 662 9996","$$ - $$$","4039","1966","#1,741 of 3,997 Restaurants in Amsterdam","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d13167530-Reviews-Lime_Leaf-Amsterdam_North_Holland_Province.html","http://www.limeleaf.nl"
"Utrechtsestraat 19, 1017 VH Amsterdam The Netherlands","Certificate of Excellence 2020","2020","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","Bar","Cafe","Dutch","European","Wine Bar","Vegetarian Friendly","Vegan Options",,,,,,"info@brug34.nl","1440","540",,,,,"1500","480",,,,,"1500","480",,,,,"1500","480",,,,,"1500","480",,,,,"1500","480",,,,,"1620","540",,,,,"3806641","false","false","52.364986","4.897783","Brug34","87","+31 20 223 6793","$","4039","1147","#1,024 of 3,997 Restaurants in Amsterdam","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d3806641-Reviews-Brug34-Amsterdam_North_Holland_Province.html","http://www.brug34.nl"
"De Ruijterkade 36c, 1012 AA Amsterdam The Netherlands","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,"restaurant","Cafe","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"184man@exki.nl","1020","540",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1020","540",,,,,"8607678","false","false","52.380104","4.900018","EXKi","91","+31 20 737 2689","$$ - $$$","4039","1141","#1,019 of 3,997 Restaurants in Amsterdam","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d8607678-Reviews-EXKi-Amsterdam_North_Holland_Province.html","http://www.exki.com/en/restaurants/exki-amsterdam-cs"
"Heisteeg 3, 1012 WC Amsterdam The Netherlands","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,"restaurant","Dutch","Fast Food","European","Vegetarian Friendly","Vegan Options",,,,,,,,,"1140","660",,,,,"1140","660",,,,,"1140","660",,,,,"1140","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"2626162","false","false","52.36878","4.888424","Patat Steeg","119","+31 20 422 6447","$","4039","1143","#51 of 142 Quick Bites in Amsterdam","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d2626162-Reviews-Patat_Steeg-Amsterdam_North_Holland_Province.html","https://www.facebook.com/PatatSteegAmsterdam/?ref=br_rs"
"Ferdinand Bolstraat 5, 1072 LA Amsterdam The Netherlands",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Irish","Bar","European","Pub",,,,,,,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1620","600",,,,,"1620","600",,,,,"3418312","false","false","52.35693","4.890868","O'Donnells Irish Pub","256","+31 20 676 7786","$$ - $$$","4039","1972","#1,747 of 3,997 Restaurants in Amsterdam","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d3418312-Reviews-O_Donnells_Irish_Pub-Amsterdam_North_Holland_Province.html","http://www.odonnellsamsterdam.nl/"
"Pazzanistraat 21, 1014 DB Amsterdam The Netherlands",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Dutch","International","European","Vegetarian Friendly",,,,,,,,,,,,,,,,"1500","720",,,,,"1500","720",,,,,"1500","720",,,,,"1500","720",,,,,"1500","720",,,,,,,,,,,"6024181","false","false","52.38625","4.873208","MediaCafe Westergasfabriek","29","+31 20 530 7550","$$ - $$$","4039","1969","#1,744 of 3,997 Restaurants in Amsterdam","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d6024181-Reviews-MediaCafe_Westergasfabriek-Amsterdam_North_Holland_Province.html","http://www.mediacafe-amsterdam.nl"
"Dapperstraat 94, 1093 BZ Amsterdam The Netherlands",,,,,,,,,,,,,,,,,,,,,,,"restaurant","African","International","Vegan Options","Vegetarian Friendly",,,,,,,,,"mengsteab@telfort.nl","1320","900",,,,,"1320","900",,,,,"1320","900",,,,,"1320","900",,,,,"1320","900",,,,,"1440","900",,,,,"1440","900",,,,,"12709307","false","false","52.361015","4.928609","Selam Afrika","19","+31 20 358 4645","$$ - $$$","4039","1965","#1,740 of 3,997 Restaurants in Amsterdam","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d12709307-Reviews-Selam_Afrika-Amsterdam_North_Holland_Province.html","https://www.selamafrika.nl/"
"Prinsengracht 178 Major Intersection: Prinsengracht and Rozengracht, 1016 HB Amsterdam The Netherlands",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Dutch","European","Healthy",,,,,,,,,,"info@restaurantprinsvanoranje.com","1080","690",,,,,"1080","690",,,,,,,,,,,,,,,,,"1080","690",,,,,"1020","690",,,,,"1080","690",,,,,"17758809","false","false","52.374264","4.882895","Restaurant Prins van Oranje","65","+31 20 303 0601","$$ - $$$","4039","1150","#1,027 of 3,997 Restaurants in Amsterdam","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d17758809-Reviews-Restaurant_Prins_van_Oranje-Amsterdam_North_Holland_Province.html","http://restaurantprinsvanoranje.com/"
"Prinsengracht 277 Westermarkt, Anne Frank House, 1016 GW Amsterdam The Netherlands",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Dutch","Cafe","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,"info@pancakesamsterdam.com","1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"11890607","false","false","52.374928","4.883775","PANCAKES Amsterdam Westermarkt","681","+31 20 820 0404","$$ - $$$","4039","1149","#1,026 of 3,997 Restaurants in Amsterdam","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d11890607-Reviews-PANCAKES_Amsterdam_Westermarkt-Amsterdam_North_Holland_Province.html","http://pancakes.amsterdam/locations/3/pancakes-amsterdam-westermarkt"
